file,VMD_pred,VMD_gt,VMD_error,RSF_pred,RSF_gt,RSF_error,CoveragePercentage_pred,CoveragePercentage_gt,CoveragePercentage_error,NoDroplets_pred,NoDroplets_gt,NoDroplets_error,NoOverlappedDroplets_pred,NoOverlappedDroplets_gt,NoOverlappedDroplets_error,OverlappedDropletsPercentage_pred,OverlappedDropletsPercentage_gt,OverlappedDropletsPercentage_error
0,364.56448870351363,104.62344999701344,2.484538970124962,1.2415503239067438,1.2717458364225862,0.023743354726273144,4.693436351870408,4.190346839512358,0.12005915778002646,996,1163,0.14359415305245055
10,313.7671540816289,83.14628689729257,2.7736760809200476,0.8431756474081034,0.523939525144055,0.6092995602427127,6.390123997995992,4.71483331245825,0.35532341750259416,1595,2051,0.22233057045343735
100,291.07707638660935,91.96600057966066,2.1650509378678406,0.556681377713296,0.49218927972106125,0.13103109037398042,2.338006970849176,2.1265050697084917,0.0994598621717266,720,783,0.08045977011494253
110,487.40607157228646,135.1906320877245,2.6053243042462526,1.33698427521279,1.0669447376401575,0.2530960864663895,13.773566223067174,13.856444074778201,0.005981177513059282,1633,2467,0.3380624239967572
120,475.3268753122101,140.4803863395492,2.3835817774825707,0.8924700374978314,0.5089554891507427,0.7535325908107047,11.529494085340094,11.38126452260245,0.013023997679982703,1237,1797,0.3116304952698943
130,498.3603847494284,151.46897113975712,2.290181355292908,0.855478509411563,0.3787831081264228,1.2584917095248032,14.393153253062948,14.432430291508238,0.0027214431424206977,1277,1969,0.35144743524631794
140,649.5906638261515,169.06018472686583,2.8423633860073694,1.5104523947901267,1.1365601014481597,0.3289683430428082,19.351796841994084,20.207145120405574,0.04232900161377784,1280,2283,0.4393342093736312
150,401.00047888765044,105.53720926747425,2.7996123042381384,1.4834199319965267,1.282233361608359,0.15690324118209725,10.501993570474282,9.710306028724116,0.08153064789186565,1739,2607,0.33294975067126964
160,318.9537394040618,81.98334449214552,2.890469965330817,1.056309376938461,0.5477738984667152,0.9283674886576334,10.0657043253173,8.124582498329994,0.23891957862281576,2332,3611,0.3541955137081141
170,424.8427349787471,121.60095107793843,2.49374516574669,1.1760846946567447,1.0201631786012608,0.1528397802685516,8.890502358884437,8.682534339512358,0.023952455727777582,1391,1906,0.270199370409234
180,748.0128229777134,188.99402802249796,2.957864863797017,1.1988624375819468,0.3834012176059506,2.126913485220345,24.625161781897127,26.702297824816302,0.07778866285390422,960,2328,0.5876288659793815
190,754.5648852399219,196.46701094205378,2.8406696453608395,1.4946591121093564,0.9789077168142939,0.5268641634305397,20.55739082331329,22.32205296008684,0.07905465236234631,1010,1954,0.48311156601842375
20,463.6256991446781,120.80875403864611,2.837682979466592,1.2586766723027152,1.0389448622645705,0.21149516015623676,12.192483926185705,11.635641073814295,0.047856654295101164,1659,2589,0.35921205098493625
200,333.6820146047524,99.17098240507119,2.3647142189416215,1.125273323020906,0.9886048034595096,0.13824383523440356,7.197604890432924,6.959304850347407,0.03424193151613713,1814,2353,0.22906927326816828
210,377.9630287202321,108.06907260883888,2.4974208586788484,1.1665767682625328,0.9342776318969728,0.24864037030823052,9.375167022982362,9.286603086584714,0.009536741860496457,1917,2655,0.27796610169491526
220,328.9262082136627,104.60070828247517,2.1445887280743303,0.6554244007494916,0.3533332329357139,0.8549752461828031,5.204937199358631,4.972858765366114,0.04666901775068427,1153,1412,0.18342776203966005
230,443.20093663499307,128.82688512157685,2.4402829519376668,1.235312436940917,1.0110589939153085,0.22180055206985586,11.685762960983432,11.954669962586852,0.0224938875305623,1726,2517,0.31426301152165276
240,402.1982963720531,121.45915209147645,2.3113873219626884,0.8939051774621465,0.5100457083250061,0.7525981747748408,9.682948623730624,9.673511825227152,0.0009755297428657083,1461,2036,0.2824165029469548
250,289.6467135466689,92.49303068559735,2.1315517655728793,0.7712731912723367,0.47559694185545665,0.6216950181877788,5.666455428812843,5.452841149133924,0.03917485836037004,1642,1991,0.17528879959819185
260,462.9326065234657,136.62126062744827,2.3884375272003524,1.250695463948981,1.0328204491474182,0.21095149208307803,10.96255148922687,11.266965040135192,0.027018238702608884,1424,1992,0.285140562248996
270,449.27376090949326,142.19991652618003,2.1594516500772962,0.75578816409778,0.4968195955082078,0.5212527262026924,8.633852186311787,8.71455164765526,0.009260311328258162,1057,1365,0.22564102564102564
280,527.5095443171023,150.82578788973439,2.4974758076699297,0.9737237029024858,0.37673250844991063,1.5846553750005081,18.80003696662442,20.141232308829743,0.06658953740468779,1500,2761,0.4567185802245563
290,622.8254616063089,173.03861574493712,2.599343758761731,1.481758821910462,1.0813344836074543,0.3703057142570232,17.983800697084916,19.358662072243344,0.07102047497020565,1267,2160,0.4134259259259259
299,538.4193157355115,165.28020160814393,2.2576153132486363,1.3074304753567751,1.1514574068005976,0.13545708910723783,9.707831643430504,10.062843261512464,0.03527945421149302,905,1192,0.2407718120805369
30,635.3300643130208,166.86897959152455,2.8073587186080564,0.8672414889090149,0.5925476008087218,0.46358113293410497,13.524575192050769,36.1311163994656,0.6256806725116635,762,4068,0.8126843657817109
40,750.2032019649325,187.97518486968102,2.990969353135796,1.4832894503941083,1.044549999650082,0.4200272374620663,21.005030895123582,22.01864666833667,0.04603442656948998,1008,2051,0.5085324232081911
50,355.03444457508505,99.78887612392865,2.557855929093387,1.1566353352183947,0.9986908031975004,0.15815158356841233,8.523141034206306,7.734500267236771,0.1019640234948605,1951,2589,0.24642719196601004
60,384.848167178718,109.20071679395774,2.524227481994077,1.0344315197210214,0.9385427444700812,0.10216772311748122,6.688894641902726,6.25634687332977,0.06913743392599717,1396,1742,0.19862227324913892
70,336.81524780102404,104.60070828247517,2.2200092459359966,0.7018936017599066,0.35604032193275437,0.9713879538971819,7.292432188669161,6.769524986638162,0.07724429750434851,1476,1931,0.23562920766442258
80,418.8303086314853,127.38743340478466,2.2878463553042594,1.1998148701129707,1.034842768446297,0.1594175527885856,6.288039484233031,5.899794561731694,0.0658065155386326,987,1214,0.18698517298187808
90,399.57808413876114,121.96418192924612,2.2761920575219734,0.762052649521785,0.5291159055532049,0.4402376521360447,7.001436397648317,6.512894174238375,0.07501154023695965,1093,1370,0.2021897810218978
