                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1849,                 2.1149,                0.67184,                0.87174,                0.94124,                0.82142,                0.87917,                0.63025,                0.80935,                0.71351,                0.75993,                0.35665,                0.90876,                 1.9886,                0.50422,                0.82182,             0.00066296,             0.00066296,             0.00066296
                      2,                 1.0478,                 1.8386,                0.47382,                0.82977,                0.94087,                0.83091,                0.90281,                0.65703,                0.78976,                0.69516,                 0.7559,                0.34469,                 1.0088,                 2.0308,                0.50053,                0.82618,              0.0013165,              0.0013165,              0.0013165
                      3,                 1.0457,                 1.8194,                0.47489,                0.82689,                0.93005,                0.82577,                0.87855,                0.62056,                0.80404,                0.71526,                0.73807,                0.31228,                 1.0026,                 1.8817,                0.50224,                0.82294,              0.0019568,              0.0019568,              0.0019568
                      4,                 1.0153,                 1.7301,                0.45642,                0.82258,                  0.932,                0.83374,                0.89628,                0.66056,                0.76292,                0.68965,                0.73834,                0.34674,                0.88642,                 1.8038,                0.43395,                0.81641,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.0098,                 1.7328,                0.45806,                0.82235,                0.95967,                0.84099,                0.90597,                0.69051,                0.82608,                0.71955,                0.76133,                0.35519,                 0.7733,                 1.7858,                0.43999,                0.80635,              0.0019208,              0.0019208,              0.0019208
                      6,                0.96407,                 1.6641,                0.43896,                0.81727,                0.94269,                0.83897,                0.91131,                0.64661,                0.79338,                0.71523,                0.76613,                0.37691,                0.91025,                 1.8063,                0.47537,                0.81323,               0.001901,               0.001901,               0.001901
                      7,                 0.9482,                  1.644,                0.42535,                0.81652,                0.95144,                0.83849,                0.90652,                0.64199,                0.76029,                0.68147,                0.72557,                0.31585,                 0.9937,                 1.6998,                0.47257,                0.81627,              0.0018812,              0.0018812,              0.0018812
                      8,                0.93584,                 1.6274,                0.42072,                0.81495,                0.95573,                0.83896,                0.90869,                0.69412,                0.81061,                0.71532,                0.77853,                0.38239,                0.84174,                 1.8788,                0.45705,                0.80838,              0.0018614,              0.0018614,              0.0018614
                      9,                 0.9315,                  1.631,                0.41985,                0.81419,                0.95524,                0.83913,                0.91581,                0.73778,                0.82091,                0.72187,                0.79325,                0.40755,                0.68739,                 1.7329,                0.38143,                0.80557,              0.0018416,              0.0018416,              0.0018416
                     10,                0.90464,                 1.6059,                0.41197,                0.81063,                0.95169,                0.83843,                0.91146,                0.72534,                0.79322,                0.69497,                0.75332,                0.34834,                0.71735,                 1.7037,                0.38568,                0.80316,              0.0018218,              0.0018218,              0.0018218
                     11,                0.93605,                 1.5962,                0.42409,                0.81375,                0.95361,                0.83717,                 0.9075,                0.61891,                0.78484,                 0.6976,                0.75568,                 0.3552,                  1.057,                 1.7122,                0.51777,                0.81812,               0.001802,               0.001802,               0.001802
                     12,                0.89221,                 1.5591,                0.40735,                0.81054,                 0.9531,                0.84485,                0.91064,                0.70194,                0.79034,                0.70058,                0.75268,                0.34809,                0.75219,                 1.6876,                0.41093,                0.80309,              0.0017822,              0.0017822,              0.0017822
                     13,                0.89322,                 1.5899,                0.40312,                0.81002,                0.93973,                0.83617,                0.90524,                0.67096,                0.75537,                0.67629,                0.72277,                0.31978,                  0.858,                 1.8297,                0.40828,                0.80908,              0.0017624,              0.0017624,              0.0017624
                     14,                0.88911,                 1.5697,                0.40495,                 0.8095,                0.95832,                0.84871,                0.91857,                0.73546,                0.83233,                0.73469,                0.80035,                0.41467,                0.68277,                  1.675,                0.41171,                0.80125,              0.0017426,              0.0017426,              0.0017426
                     15,                0.88096,                 1.5536,                0.39753,                0.80862,                0.95924,                0.83732,                0.90882,                0.66351,                0.78247,                0.69601,                0.74945,                0.34189,                 0.9202,                 1.8242,                0.43924,                 0.8111,              0.0017228,              0.0017228,              0.0017228
                     16,                 0.8815,                 1.5493,                0.40053,                0.80874,                 0.9562,                0.84661,                0.91912,                0.64683,                0.78683,                0.70306,                 0.7636,                0.36277,                0.96306,                 1.8075,                0.48298,                0.81004,               0.001703,               0.001703,               0.001703
                     17,                0.86148,                 1.5382,                0.39262,                0.80769,                0.96066,                0.84762,                0.92002,                0.70973,                0.81664,                  0.717,                  0.775,                0.36472,                0.82157,                 1.6593,                0.43585,                0.80626,              0.0016832,              0.0016832,              0.0016832
                     18,                0.87289,                 1.5446,                0.39559,                0.80853,                0.96347,                 0.8496,                0.92037,                0.73347,                0.80561,                 0.7064,                0.76058,                0.35576,                 0.6831,                 1.6934,                0.36987,                 0.7989,              0.0016634,              0.0016634,              0.0016634
                     19,                0.85477,                 1.5293,                0.39334,                0.80773,                0.96424,                0.84894,                0.92001,                0.68522,                0.80314,                0.70925,                0.76983,                0.37474,                 0.8729,                 1.6715,                0.48363,                0.81198,              0.0016436,              0.0016436,              0.0016436
                     20,                0.86594,                 1.5305,                0.39579,                0.80512,                 0.9575,                0.84173,                0.91408,                0.66277,                0.78409,                0.69002,                 0.7404,                0.33365,                0.89647,                 1.7952,                0.43541,                0.80905,              0.0016238,              0.0016238,              0.0016238
                     21,                0.83664,                 1.5175,                0.38595,                0.80594,                0.96855,                0.85023,                0.92196,                0.72417,                0.82493,                0.72108,                0.78638,                0.38642,                0.75229,                 1.7777,                  0.435,                0.80379,               0.001604,               0.001604,               0.001604
                     22,                0.83571,                 1.5204,                0.38552,                0.80564,                0.97044,                0.84905,                0.92045,                  0.767,                0.84286,                0.73581,                0.80441,                0.41584,                0.58551,                 1.7042,                0.37463,                0.79873,              0.0015842,              0.0015842,              0.0015842
                     23,                0.83849,                 1.5137,                0.38588,                0.80429,                0.97051,                0.84897,                0.92226,                0.72998,                0.82411,                0.71685,                0.78186,                0.38119,                0.70139,                 1.7124,                0.39269,                0.79982,              0.0015644,              0.0015644,              0.0015644
                     24,                0.84107,                 1.5093,                0.38825,                 0.8044,                0.96859,                0.85084,                 0.9232,                0.72604,                0.81271,                0.71419,                0.77675,                0.37571,                0.75061,                  1.754,                0.40847,                0.80354,              0.0015446,              0.0015446,              0.0015446
                     25,                0.83555,                  1.516,                0.38371,                0.80612,                0.96183,                 0.8407,                0.91582,                0.67431,                0.78124,                0.69284,                0.75108,                0.34975,                 0.8964,                 1.7198,                0.43228,                0.80748,              0.0015248,              0.0015248,              0.0015248
                     26,                0.83267,                 1.4896,                0.38012,                0.80376,                0.96538,                0.84929,                0.92087,                 0.6784,                0.81227,                0.71791,                0.77453,                0.36897,                0.88658,                 1.7089,                0.45146,                0.80691,               0.001505,               0.001505,               0.001505
                     27,                0.83475,                 1.4918,                0.38186,                 0.8038,                0.96373,                0.84926,                0.91895,                0.66044,                0.79204,                 0.7013,                0.75433,                0.34779,                0.95266,                 1.7426,                0.47012,                0.81077,              0.0014852,              0.0014852,              0.0014852
                     28,                0.83151,                 1.4924,                0.37848,                0.80611,                0.96495,                  0.849,                0.92121,                0.69884,                0.80914,                 0.7129,                0.78061,                0.38187,                0.83811,                 1.6811,                0.43477,                0.80717,              0.0014654,              0.0014654,              0.0014654
