DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID,,DropletID_GT,isElipse_GT,CenterX_GT,CenterY_GT,Diameter_GT,OverlappedDropletsID_GT
0,False,475.0,535.0,15.000200271606445,[],,136.0,False,475.0,535.0,14.0,[131]
1,False,1445.0,548.0,20.808853149414062,[],,275.0,False,1446.0,548.0,20.0,[153]
2,False,1022.0,48.0,43.04588317871094,[],,211.0,False,1023.0,49.0,42.0,[]
3,True,346.0,437.0,25.684210526315788,[4],,303.0,False,347.0,437.0,30.0,"[81, 85]"
4,True,936.0,457.0,19.076923076923077,[5],,161.0,False,937.0,458.0,22.0,[]
6,False,1480.0,453.0,36.87837600708008,[],,119.0,False,1480.0,453.0,36.0,[]
7,True,1590.0,132.0,18.8,[8],,165.0,False,1594.0,132.0,20.0,[285]
8,True,1162.0,269.0,17.22222222222222,[],,34.0,False,1161.0,272.0,22.0,[]
9,True,213.0,101.0,19.666666666666668,[10],,92.0,True,213.0,100.0,20.0,[]
10,False,370.0,42.0,32.92283248901367,[],,103.0,False,371.0,43.0,32.0,[]
11,True,231.0,373.0,24.352941176470587,[12],,101.0,False,232.0,374.0,28.0,[138]
14,False,453.0,387.0,31.241199493408203,[],,109.0,False,453.0,387.0,30.0,[]
15,False,1116.0,46.0,31.241199493408203,[],,199.0,False,1116.0,46.0,30.0,[]
17,True,459.0,39.0,18.666666666666668,[18],,310.0,False,459.0,39.0,20.0,[180]
18,False,353.0,179.0,29.029542922973633,[],,209.0,False,354.0,180.0,28.0,[]
19,False,716.0,482.0,29.239463806152344,[],,320.0,False,717.0,484.0,26.0,"[45, 47, 316]"
22,False,404.0,568.0,27.109241485595703,[],,271.0,False,405.0,569.0,26.0,[]
23,False,429.0,19.0,27.109210968017578,[],,83.0,False,430.0,20.0,26.0,[]
24,True,502.0,244.0,16.4,[25],,183.0,False,502.0,245.0,18.0,[327]
29,False,1263.0,480.0,24.6275691986084,[],,319.0,False,1264.0,481.0,24.0,[]
30,False,1128.0,515.0,24.627628326416016,[],,301.0,False,1129.0,516.0,24.0,[]
31,False,1281.0,431.0,24.6275691986084,[],,53.0,False,1282.0,432.0,24.0,[]
32,False,850.0,324.0,24.6275691986084,[],,286.0,False,851.0,325.0,24.0,[]
33,False,1673.0,224.0,24.627599716186523,[],,244.0,False,1674.0,225.0,24.0,[]
34,False,952.0,151.0,24.627599716186523,[],,17.0,False,953.0,152.0,24.0,[]
35,False,76.0,142.0,24.627607345581055,[],,304.0,False,77.0,143.0,24.0,[]
36,False,1172.0,112.0,24.627599716186523,[],,296.0,False,1173.0,113.0,24.0,[]
37,False,855.0,65.0,24.627599716186523,[],,20.0,False,856.0,66.0,24.0,[]
38,False,37.0,55.0,24.627599716186523,[],,147.0,False,38.0,56.0,24.0,[]
39,False,1364.0,41.0,24.627592086791992,[],,155.0,False,1365.0,42.0,24.0,[]
40,True,1648.0,438.0,19.11111111111111,[41],,335.0,False,1648.0,436.0,16.0,[282]
41,True,1656.0,342.0,18.615384615384617,[42],,87.0,False,1655.0,343.0,20.0,[323]
42,True,1408.0,317.0,15.6,[],,28.0,False,1412.0,319.0,16.0,[144]
46,False,160.0,546.0,22.803709030151367,[],,173.0,False,160.0,546.0,22.0,[]
47,False,1152.0,372.0,22.803709030151367,[],,114.0,False,1152.0,372.0,22.0,[]
48,False,1005.0,309.0,22.803709030151367,[],,328.0,False,1005.0,309.0,22.0,[]
49,False,1003.0,275.0,22.803709030151367,[],,324.0,False,1003.0,275.0,22.0,[]
50,False,565.0,231.0,22.803709030151367,[],,186.0,False,565.0,231.0,22.0,[]
51,False,517.0,82.0,22.803709030151367,[],,66.0,False,517.0,82.0,22.0,[]
52,False,1131.0,19.0,22.803709030151367,[],,8.0,False,1131.0,19.0,22.0,[]
53,True,48.0,313.0,17.8,[54],,75.0,False,48.0,314.0,18.0,[25]
54,False,584.0,133.0,22.803709030151367,[],,11.0,False,584.0,133.0,22.0,[]
59,False,254.0,555.0,21.2604923248291,[],,311.0,False,254.0,555.0,20.0,[]
60,False,831.0,522.0,21.2604923248291,[],,46.0,False,831.0,522.0,20.0,[]
61,False,1176.0,505.0,21.2604923248291,[],,126.0,False,1176.0,505.0,20.0,[]
62,False,1588.0,502.0,21.2604923248291,[],,137.0,False,1588.0,502.0,20.0,[]
63,False,433.0,499.0,21.2604923248291,[],,314.0,False,433.0,499.0,20.0,[]
64,False,1296.0,477.0,21.2604923248291,[],,100.0,False,1296.0,477.0,20.0,[]
65,False,1344.0,451.0,21.2604923248291,[],,91.0,False,1344.0,451.0,20.0,[]
