DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID,,DropletID_GT,isElipse_GT,CenterX_GT,CenterY_GT,Diameter_GT,OverlappedDropletsID_GT
1,False,1580.0,384.0,22.33599853515625,[],,240.0,True,1580.0,385.0,22.0,[187]
3,False,123.0,495.0,15.266870498657227,[],,333.0,True,123.0,496.0,14.0,[22]
4,True,1117.0,298.0,17.63636363636364,"[5, 6]",,263.0,True,1117.0,296.0,14.0,[522]
5,True,1360.0,336.0,29.166666666666668,[6],,439.0,True,1360.0,336.0,34.0,"[205, 356]"
7,True,675.0,457.0,21.0,"[8, 9]",,502.0,True,674.0,455.0,20.0,[456]
8,True,1262.0,509.0,25.75,[9],,517.0,True,1258.0,508.0,22.0,"[84, 412]"
10,True,1605.0,487.0,16.875,"[11, 12]",,283.0,True,1605.0,486.0,18.0,"[24, 385]"
12,False,1023.0,228.0,43.045875549316406,[],,227.0,True,1024.0,230.0,42.0,"[101, 307]"
13,True,398.0,132.0,20.48,[14],,312.0,True,401.0,135.0,20.0,[479]
14,True,867.0,522.0,22.700000000000003,[15],,530.0,True,867.0,524.0,26.0,[331]
15,True,883.0,539.0,9.0,"[16, 17]",,73.0,True,882.0,537.0,8.0,[476]
17,True,981.0,110.0,18.0,[18],,238.0,True,984.0,111.0,16.0,"[292, 555]"
18,True,862.0,32.0,13.4,[19],,563.0,True,860.0,33.0,16.0,[5]
20,True,1419.0,216.0,16.666666666666668,"[21, 22]",,287.0,True,1420.0,218.0,18.0,[306]
23,True,39.0,68.0,21.80952380952381,[24],,427.0,True,38.0,69.0,22.0,"[261, 583]"
24,False,359.0,164.0,31.241199493408203,[],,329.0,True,359.0,165.0,30.0,[]
25,False,18.0,91.0,31.241199493408203,[],,113.0,True,18.0,92.0,30.0,[]
26,False,179.0,71.0,31.241199493408203,[],,176.0,True,179.0,72.0,30.0,[]
27,True,233.0,164.0,20.142857142857142,[],,30.0,True,234.0,166.0,20.0,[372]
29,True,792.0,62.0,19.692307692307693,[],,579.0,True,792.0,64.0,24.0,[511]
30,True,1162.0,434.0,19.571428571428573,[31],,429.0,True,1162.0,435.0,22.0,[108]
31,True,877.0,197.0,21.466666666666665,[],,279.0,True,878.0,198.0,26.0,[441]
33,True,72.0,51.0,18.615384615384617,[34],,559.0,True,73.0,52.0,20.0,[383]
34,True,1440.0,469.0,17.0,[35],,56.0,True,1441.0,470.0,18.0,[143]
35,True,227.0,123.0,15.333333333333334,[36],,219.0,True,228.0,124.0,14.0,[165]
36,False,255.0,546.0,29.029563903808594,[],,126.0,True,256.0,548.0,28.0,[]
37,False,812.0,535.0,29.029556274414062,[],,208.0,True,813.0,537.0,28.0,[]
38,False,235.0,430.0,29.029504776000977,[],,91.0,True,236.0,432.0,28.0,[]
39,False,955.0,283.0,29.029497146606445,[],,35.0,True,956.0,285.0,28.0,[]
40,False,793.0,332.0,29.029497146606445,[],,33.0,True,794.0,334.0,28.0,[]
41,False,542.0,255.0,29.029525756835938,[],,300.0,True,543.0,257.0,28.0,[]
42,True,1191.0,127.0,15.4,[43],,256.0,True,1192.0,128.0,18.0,[25]
43,True,904.0,302.0,12.4,[44],,503.0,True,904.0,303.0,16.0,[500]
44,True,139.0,60.0,17.22222222222222,[],,222.0,True,139.0,61.0,16.0,[23]
48,False,1616.0,65.0,27.161157608032227,[],,424.0,True,1617.0,67.0,26.0,[188]
49,False,119.0,570.0,27.109233856201172,[],,506.0,True,120.0,572.0,26.0,[]
50,False,1376.0,520.0,27.109224319458008,[],,355.0,True,1377.0,522.0,26.0,[]
51,False,72.0,512.0,27.109233856201172,[],,141.0,True,73.0,514.0,26.0,[]
52,False,1476.0,472.0,27.10916519165039,[],,100.0,True,1477.0,474.0,26.0,[]
53,False,80.0,385.0,27.109174728393555,[],,445.0,True,81.0,387.0,26.0,[]
54,False,85.0,341.0,27.109174728393555,[],,145.0,True,86.0,343.0,26.0,[]
55,False,1075.0,214.0,27.109195709228516,[],,104.0,True,1076.0,216.0,26.0,[]
56,False,1645.0,70.0,27.109195709228516,[],,60.0,True,1646.0,72.0,26.0,[]
58,True,806.0,419.0,18.4,[59],,161.0,True,804.0,419.0,18.0,"[454, 462]"
60,True,208.0,182.0,19.384615384615383,[61],,228.0,True,208.0,185.0,18.0,"[492, 508]"
61,False,1508.0,377.0,14.000200271606445,[],,373.0,True,1508.0,378.0,14.0,[]
64,True,717.0,478.0,14.857142857142858,[65],,328.0,True,720.0,480.0,16.0,[399]
65,False,685.0,128.0,24.738834381103516,[],,305.0,True,685.0,129.0,24.0,[81]
66,False,1694.0,474.0,24.6275691986084,[],,447.0,True,1695.0,476.0,24.0,[]
67,False,24.0,440.0,24.627578735351562,[],,357.0,True,25.0,442.0,24.0,[]
68,False,1392.0,425.0,24.6275691986084,[],,148.0,True,1393.0,427.0,24.0,[]
69,False,1410.0,328.0,24.6275691986084,[],,173.0,True,1411.0,330.0,24.0,[]
70,False,1472.0,183.0,24.627599716186523,[],,443.0,True,1473.0,185.0,24.0,[]
71,False,1561.0,138.0,24.627599716186523,[],,49.0,True,1562.0,140.0,24.0,[]
72,False,1518.0,71.0,24.627599716186523,[],,490.0,True,1519.0,73.0,24.0,[]
73,False,461.0,44.0,24.627607345581055,[],,213.0,True,462.0,46.0,24.0,[]
74,True,425.0,214.0,15.5,[75],,164.0,True,426.0,215.0,16.0,[235]
75,False,1192.0,227.0,24.627599716186523,[],,378.0,True,1193.0,229.0,24.0,[]
76,True,1360.0,300.0,12.0,[77],,304.0,True,1361.0,302.0,12.0,[]
77,True,973.0,37.0,18.666666666666668,[78],,368.0,True,976.0,39.0,22.0,[474]
81,True,584.0,186.0,17.285714285714285,[],,57.0,True,585.0,187.0,18.0,[]
82,True,1527.0,326.0,12.0,[83],,156.0,True,1528.0,328.0,14.0,[568]
83,True,471.0,380.0,17.866666666666667,[84],,380.0,True,472.0,382.0,18.0,[110]
84,True,556.0,571.0,18.0,[85],,120.0,True,555.0,574.0,18.0,"[459, 553]"
85,False,698.0,504.0,22.803709030151367,[],,348.0,True,698.0,505.0,22.0,[]
86,False,1001.0,502.0,22.803709030151367,[],,467.0,True,1001.0,503.0,22.0,[]
87,False,321.0,433.0,22.803709030151367,[],,584.0,True,321.0,434.0,22.0,[]
88,False,282.0,414.0,22.803709030151367,[],,116.0,True,282.0,415.0,22.0,[]
89,False,608.0,342.0,22.803709030151367,[],,298.0,True,608.0,343.0,22.0,[]
90,False,1158.0,279.0,22.803709030151367,[],,420.0,True,1158.0,280.0,22.0,[]
91,False,1298.0,170.0,22.803709030151367,[],,344.0,True,1298.0,171.0,22.0,[]
92,False,579.0,92.0,22.803709030151367,[],,18.0,True,579.0,93.0,22.0,[]
93,False,281.0,90.0,22.803709030151367,[],,253.0,True,281.0,91.0,22.0,[]
94,False,1445.0,72.0,22.803709030151367,[],,578.0,True,1445.0,73.0,22.0,[]
95,True,1024.0,389.0,15.428571428571429,[96],,489.0,True,1026.0,390.0,16.0,[469]
96,True,1068.0,571.0,10.666666666666668,[97],,178.0,True,1069.0,571.0,10.0,[]
98,True,480.0,253.0,15.666666666666666,[99],,32.0,True,481.0,251.0,12.0,[179]
99,False,697.0,480.0,22.02291488647461,[],,390.0,True,697.0,482.0,20.0,[54]
100,False,195.0,580.0,12.289229393005371,[],,276.0,True,196.0,582.0,12.0,[]
101,True,937.0,138.0,18.181818181818183,[102],,364.0,True,939.0,136.0,18.0,[505]
102,False,843.0,490.0,21.2604923248291,[],,70.0,True,843.0,491.0,20.0,[]
103,False,1186.0,356.0,21.2604923248291,[],,293.0,True,1186.0,357.0,20.0,[]
104,False,203.0,334.0,21.2604923248291,[],,243.0,True,203.0,335.0,20.0,[]
105,False,1636.0,292.0,21.2604923248291,[],,475.0,True,1636.0,293.0,20.0,[]
106,False,1250.0,255.0,21.2604923248291,[],,316.0,True,1250.0,256.0,20.0,[]
