DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,81,7,[]
2,0,259,27,[23]
3,0,348,20,"[18, 21]"
4,0,385,16,[13]
5,0,439,19,[24]
6,1,38,20,[]
7,1,229,14,"[10, 11, 20]"
8,1,367,17,[15]
9,2,106,9,[]
10,3,227,18,"[7, 11, 20, 28]"
11,4,223,16,"[7, 10, 20]"
12,4,280,11,[]
13,4,382,19,[4]
14,5,161,12,[]
15,5,370,8,[8]
16,5,422,18,"[26, 30]"
17,6,59,15,[19]
18,6,344,25,"[3, 21]"
19,7,59,14,[17]
20,7,222,15,"[7, 10, 11]"
21,7,353,15,"[3, 18]"
22,8,145,20,[]
23,8,258,11,[2]
24,8,439,7,[5]
25,9,97,22,[37]
26,10,423,22,"[16, 30]"
27,11,247,7,[]
28,13,234,18,[10]
29,14,320,10,[]
30,14,420,14,"[16, 26]"
31,15,312,7,[]
32,16,88,8,[]
33,16,127,17,[]
34,16,411,8,[]
35,17,155,7,[]
36,17,462,17,[]
37,19,101,18,[25]
38,19,164,13,[]
39,19,383,10,[]
40,23,291,16,[]
41,23,356,9,[43]
42,24,75,14,[]
43,25,351,14,[41]
44,28,85,10,[]
45,29,16,12,"[48, 55]"
46,29,330,10,[57]
47,30,6,3,[]
48,30,15,21,[45]
49,30,218,17,[]
50,31,132,5,[]
51,32,205,13,[]
52,32,382,12,[]
53,32,420,17,[62]
54,33,443,18,[]
55,34,20,16,[45]
56,34,254,17,[]
57,34,326,25,[46]
58,35,123,31,[]
59,36,93,14,[]
60,37,185,17,[]
61,37,300,13,[]
62,39,419,13,[53]
63,42,272,14,[69]
64,42,392,25,[]
65,44,376,7,[]
66,44,456,25,[72]
67,45,337,11,[]
68,46,157,13,[]
69,46,269,15,[63]
70,47,114,12,[]
71,50,84,17,[]
72,51,464,18,[66]
73,53,288,18,"[74, 78]"
74,53,291,18,"[73, 78]"
75,53,450,17,[80]
76,54,209,16,[]
77,57,239,18,[]
78,57,295,21,"[73, 74]"
79,58,377,23,[]
80,58,446,13,[75]
81,62,162,13,[]
82,62,256,26,[]
83,64,119,19,[]
84,65,408,8,[]
85,66,28,16,[]
86,66,321,23,[]
87,67,191,23,[94]
88,67,275,12,[96]
89,69,210,16,[]
90,71,333,6,[]
91,72,35,4,"[95, 99]"
92,72,447,14,[97]
93,73,157,12,[]
94,73,195,7,[87]
95,74,37,16,"[91, 99, 104]"
96,75,271,13,[88]
97,75,439,18,"[92, 101]"
98,76,3,12,[]
99,77,33,11,"[91, 95, 104]"
100,78,305,16,[]
101,78,427,21,[97]
102,79,104,12,[109]
103,79,203,12,[]
104,80,41,19,"[95, 99]"
105,80,253,11,[]
106,80,401,15,[]
107,82,182,14,"[115, 125]"
108,82,243,8,[]
109,83,113,19,"[102, 110]"
110,84,122,17,"[109, 117]"
111,84,148,10,[]
112,86,282,12,[]
113,86,444,12,"[121, 119]"
114,87,341,9,[]
115,88,190,8,"[107, 125]"
116,88,226,10,[]
117,89,128,13,"[110, 127]"
118,89,433,10,[]
119,89,445,13,"[121, 113, 131]"
120,90,394,18,[]
121,90,443,8,"[113, 119]"
122,91,39,8,[]
123,92,16,16,[]
124,92,77,9,[]
125,92,188,17,"[107, 115]"
126,94,31,17,[]
127,94,131,18,[117]
128,94,395,6,[]
129,95,310,25,[]
130,95,400,3,[]
131,95,441,13,"[147, 119]"
132,96,204,14,[]
133,98,72,9,"[140, 148]"
134,99,50,10,[]
135,100,224,10,[]
136,100,293,12,[146]
137,100,319,8,[]
138,100,383,14,[]
139,101,169,21,[145]
140,103,67,17,"[133, 148, 151]"
141,103,233,12,[149]
142,103,277,14,[]
143,103,408,17,[153]
144,104,143,26,[]
145,104,170,20,[139]
146,104,297,14,[136]
147,104,446,18,[131]
148,106,69,19,"[133, 140, 151]"
149,107,240,16,"[141, 159]"
150,107,323,9,[]
151,108,67,10,"[140, 148]"
152,108,83,7,[]
153,108,411,19,[143]
154,110,308,12,[]
155,110,433,20,[]
156,112,210,21,[]
157,114,28,14,[168]
158,115,137,12,[164]
159,116,244,18,[149]
160,119,231,14,"[171, 173]"
161,119,349,18,[]
162,120,190,14,[]
163,121,98,14,[]
164,122,137,14,[158]
165,123,72,24,[]
166,123,125,10,[]
167,123,167,11,[]
168,125,29,20,"[157, 170, 184]"
169,125,447,18,[]
170,126,31,12,[168]
171,126,233,9,"[160, 173]"
172,126,374,10,[174]
173,130,228,19,"[160, 171]"
174,130,382,14,[172]
175,131,359,15,[]
176,131,429,4,[]
177,132,174,12,[187]
178,133,274,15,[188]
179,133,465,8,[]
180,135,14,14,"[182, 183, 184]"
181,135,186,9,"[191, 195]"
182,136,9,19,"[180, 183]"
183,136,9,19,"[180, 182]"
184,136,25,20,"[168, 180]"
185,136,63,28,[]
186,137,146,10,[]
187,137,175,5,[177]
188,138,283,12,"[178, 207]"
189,138,331,19,"[196, 204]"
190,139,453,7,[206]
