DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,157,18,[5]
2,0,173,12,[]
3,0,423,6,[]
4,1,453,21,"[13, 16]"
5,2,151,16,[1]
6,3,56,13,[]
7,3,99,11,[18]
8,3,343,10,[]
9,3,431,13,[]
10,4,117,10,[]
11,4,378,5,[]
12,6,388,10,[]
13,8,460,13,[4]
14,9,185,12,[19]
15,9,292,9,[]
16,9,447,9,[4]
17,10,44,18,[]
18,10,98,10,[7]
19,10,177,12,[14]
20,10,370,9,[]
21,11,239,15,[]
22,14,15,12,[]
23,14,444,5,[]
24,15,221,18,[]
25,16,328,17,[]
26,18,204,19,[30]
27,20,342,19,[]
28,21,412,5,[]
29,22,173,19,[]
30,22,213,10,"[26, 43]"
31,22,234,15,[]
32,22,285,19,[]
33,22,440,14,[38]
34,23,264,8,[]
35,23,298,10,[]
36,25,370,12,[]
37,26,65,7,[]
38,26,438,15,[33]
39,27,87,14,[]
40,27,110,13,[]
41,28,403,18,[]
42,29,123,16,[]
43,29,216,16,"[30, 45, 52]"
44,31,26,8,[]
45,32,222,9,"[52, 43]"
46,33,424,21,"[51, 60]"
47,34,449,16,[]
48,35,254,12,[58]
49,36,10,8,[]
50,36,263,18,[]
51,36,433,13,[46]
52,37,221,12,"[45, 43]"
53,37,320,9,[]
54,40,164,12,[68]
55,41,275,17,[]
56,41,325,9,[]
57,41,461,18,[]
58,42,248,17,"[48, 69]"
59,42,342,10,[64]
60,42,424,18,[46]
61,43,112,13,[]
62,44,389,16,[]
63,45,54,14,[]
64,45,335,11,[59]
65,46,308,9,[70]
66,47,2,14,[]
67,47,98,18,[82]
68,47,163,13,[54]
69,47,247,11,[58]
70,48,310,13,[65]
71,50,128,18,[]
72,52,233,8,[]
73,52,361,18,[]
74,52,408,14,[]
75,53,39,15,[]
76,53,371,8,[]
77,54,437,20,[80]
78,55,56,15,[90]
79,56,329,19,[]
80,56,430,11,[77]
81,57,265,13,[99]
82,58,92,16,"[84, 67]"
83,58,169,10,[]
84,59,83,15,[82]
85,60,154,14,[101]
86,61,19,14,[94]
87,61,383,26,[]
88,61,451,19,[89]
89,61,454,21,[88]
90,62,65,20,"[78, 97]"
91,62,298,10,[]
92,62,350,11,[]
93,64,250,17,"[96, 98, 99, 107]"
94,65,17,15,[86]
95,65,143,12,[]
96,65,253,18,"[93, 98, 99, 106]"
97,66,57,12,[90]
98,66,248,11,"[93, 96]"
99,66,261,19,"[81, 93, 96, 106]"
100,66,421,16,[]
101,68,153,14,[85]
102,69,107,20,[108]
103,70,362,12,[114]
104,70,370,11,[]
105,71,120,10,[116]
106,71,261,15,"[96, 99]"
107,72,240,24,[93]
108,74,100,16,"[102, 112]"
109,75,204,12,[131]
110,75,290,11,[]
111,75,404,14,[]
112,77,94,19,[108]
113,77,428,19,[]
114,78,361,12,[103]
115,78,442,16,[]
116,79,122,13,[105]
117,79,172,17,[130]
118,79,269,12,[]
119,79,278,4,[]
120,82,15,10,[]
121,82,24,9,"[125, 126]"
122,82,58,12,[]
123,82,144,11,[]
124,82,322,18,[]
125,83,26,12,"[121, 126]"
126,83,32,15,"[121, 125]"
127,83,414,12,[]
128,85,3,9,[]
129,85,157,7,[]
130,85,165,8,[117]
131,85,202,19,"[109, 134]"
132,86,377,15,[]
133,87,133,9,[]
134,88,208,16,[131]
135,92,456,14,[]
136,94,226,11,[]
137,94,253,19,[]
138,94,313,12,[]
139,94,358,22,[]
140,95,57,14,[]
141,96,322,11,[]
142,96,452,4,[145]
143,97,427,15,"[147, 149]"
144,101,46,17,[151]
145,101,451,14,[142]
146,102,396,14,[]
147,104,437,17,[143]
148,105,356,10,[]
149,105,421,16,"[143, 157]"
150,106,278,21,[]
151,107,45,12,[144]
152,107,130,16,[]
153,107,244,22,[164]
154,107,336,13,[]
155,108,15,3,[]
156,109,184,7,[167]
157,109,420,23,"[149, 168]"
158,111,323,14,[]
159,111,454,11,"[172, 176]"
160,112,170,17,[]
161,113,289,10,[]
162,113,366,16,[]
163,114,195,18,"[167, 174]"
164,115,237,19,"[153, 165]"
165,115,240,10,[164]
166,115,405,17,[179]
167,116,188,12,"[156, 163]"
168,116,415,11,"[157, 179]"
169,117,80,9,[]
170,117,349,18,[]
171,117,443,20,"[178, 185]"
