DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,1,13,11,[]
2,2,371,12,[9]
3,3,74,17,[]
4,3,151,20,[]
5,4,193,10,[]
6,4,257,12,[]
7,4,349,18,[]
8,5,167,18,"[12, 19]"
9,5,379,12,[2]
10,7,220,11,[13]
11,7,300,8,[15]
12,9,175,12,[8]
13,11,224,8,[10]
14,12,251,17,[20]
15,14,304,17,[11]
16,14,420,13,[17]
17,15,416,21,"[16, 29]"
18,16,105,12,[]
19,17,169,17,[8]
20,17,260,17,[14]
21,19,30,16,[]
22,20,460,16,[26]
23,21,4,16,[]
24,21,154,20,[]
25,22,72,19,[]
26,23,463,7,[22]
27,24,389,13,[31]
28,27,135,13,[]
29,27,421,20,[17]
30,31,442,6,[]
31,32,394,13,"[35, 27]"
32,33,279,8,[34]
33,34,381,13,[]
34,35,277,22,[32]
35,36,396,7,[31]
36,37,29,16,[]
37,37,198,16,[42]
38,37,222,15,[45]
39,38,254,7,[]
40,39,8,8,[]
41,40,168,9,[]
42,41,192,19,[37]
43,41,465,17,[]
44,42,135,17,[]
45,42,224,12,[38]
46,44,374,14,[]
47,45,318,11,[]
48,46,293,11,[]
49,48,52,12,[]
50,50,213,8,[]
51,50,341,3,[]
52,51,201,12,[]
53,52,338,10,[]
54,53,237,17,[]
55,53,357,13,"[56, 57]"
56,54,357,16,"[55, 57]"
57,54,364,17,"[55, 56]"
58,55,394,15,[]
59,55,443,11,[]
60,56,178,16,[]
61,57,11,20,[]
62,64,52,18,[]
63,66,243,17,[64]
64,66,245,15,[63]
65,66,309,5,[]
66,66,373,13,[]
67,67,129,9,[]
68,69,321,8,[]
69,70,420,22,[72]
70,72,184,19,"[76, 80]"
71,72,401,18,[]
72,72,414,13,[69]
73,73,331,14,[]
74,74,300,9,[]
75,74,456,15,[]
76,76,182,8,"[70, 80]"
77,76,441,16,[]
78,78,53,11,[]
79,78,106,11,[83]
80,79,185,8,"[70, 76]"
81,84,8,19,[]
82,84,378,12,[88]
83,86,107,14,"[79, 97]"
84,86,146,7,[87]
85,87,183,11,[]
86,88,152,9,[]
87,89,141,18,[84]
88,89,375,20,"[82, 101]"
89,90,252,11,[]
90,91,54,11,[]
91,91,449,11,[]
92,93,205,19,[]
93,94,326,8,[]
94,95,344,13,[]
95,96,216,8,[]
96,97,35,19,[]
97,97,103,23,[83]
98,97,150,12,[104]
99,98,279,16,[103]
100,99,297,25,[106]
101,99,369,17,[88]
102,100,447,12,[114]
103,101,277,18,[99]
104,102,149,16,[98]
105,102,312,25,[]
106,103,294,8,[100]
107,104,333,10,[]
108,105,62,11,[]
109,105,83,19,[111]
110,105,164,18,[]
111,109,75,19,[109]
112,109,263,13,[]
113,109,323,16,[]
114,109,442,18,[102]
115,110,218,19,[120]
116,111,46,18,[124]
117,111,134,24,[121]
118,111,456,18,[123]
119,112,412,8,[]
120,113,209,7,[115]
121,115,135,13,"[117, 126]"
122,116,333,14,[]
123,117,452,7,[118]
124,119,42,13,[116]
125,120,97,18,[129]
126,120,126,14,[121]
127,120,320,13,[]
128,122,207,10,[]
129,123,92,5,[125]
130,125,140,8,[]
131,127,68,23,[]
132,128,262,18,[]
133,128,315,5,[]
134,130,435,13,[135]
135,130,437,17,[134]
136,131,5,14,[]
137,131,177,5,[]
138,131,186,16,[156]
139,131,238,17,[]
140,132,47,13,[]
141,135,417,11,[150]
142,136,153,5,[151]
143,136,323,16,[161]
144,137,108,5,[]
145,137,117,11,[]
146,137,384,19,[]
147,138,401,9,[]
148,139,465,20,"[149, 162]"
149,139,466,8,[148]
150,140,414,13,"[141, 159]"
151,141,152,20,"[142, 164]"
152,142,200,10,[]
153,142,282,9,[]
154,142,353,18,"[158, 167]"
155,143,48,17,[]
156,143,180,23,[138]
157,143,305,20,[]
158,143,349,11,"[154, 167]"
159,143,408,14,[150]
160,143,451,4,[162]
161,145,326,14,[143]
162,145,455,16,"[148, 160]"
163,147,74,10,[]
164,147,151,15,[151]
165,150,388,5,[171]
166,151,393,9,[171]
167,152,348,17,"[154, 158]"
168,152,444,20,[]
169,153,12,3,[176]
170,153,295,26,[]
171,155,392,26,"[165, 166]"
172,157,90,8,[]
173,157,268,12,[]
174,159,68,6,[175]
175,159,70,16,"[174, 178, 183]"
176,160,15,21,"[169, 177]"
177,160,27,14,[176]
178,161,73,8,[175]
179,161,376,14,[]
180,164,87,10,[]
181,164,156,12,[]
182,165,276,7,[]
183,168,66,12,[175]
184,168,118,17,[]
185,168,171,21,"[188, 186]"
186,169,177,15,"[188, 185]"
187,170,216,5,[]
188,173,178,10,"[185, 186]"
189,174,104,12,[]
190,178,162,11,[]
191,179,25,15,[195]
192,179,299,19,[193]
193,179,309,16,[192]
194,180,50,14,[]
195,182,23,11,[191]
196,187,227,11,[]
197,188,75,12,[]
198,189,123,11,[]
199,189,352,9,[]
200,189,398,15,[]
201,189,444,12,[]
202,190,382,3,[]
203,192,246,14,[208]
