DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,173,13,"[10, 11]"
2,0,231,16,[]
3,0,307,4,[]
4,1,248,19,[14]
5,1,433,19,[]
6,2,395,18,[]
7,3,298,18,[15]
8,5,369,16,[]
9,5,447,31,[]
10,8,172,6,"[1, 11]"
11,9,167,18,"[1, 10, 23]"
12,9,208,14,[]
13,10,31,22,[]
14,10,256,19,[4]
15,10,297,16,"[7, 28]"
16,12,21,10,[]
17,14,284,18,[28]
18,15,196,10,[]
19,16,328,15,"[33, 34]"
20,16,404,18,[27]
21,17,359,24,[]
22,17,382,18,[]
23,18,163,19,[11]
24,18,244,21,[32]
25,19,46,13,[31]
26,19,343,13,[]
27,20,413,22,[20]
28,21,293,17,"[15, 17]"
29,22,67,14,[]
30,22,81,10,[39]
31,23,39,15,[25]
32,23,251,19,[24]
33,24,325,21,"[19, 42, 34, 38]"
34,24,334,12,"[19, 33]"
35,25,0,17,[]
36,25,96,10,[]
37,25,183,11,[]
38,26,319,13,"[42, 33]"
39,28,82,12,[30]
40,29,192,6,[50]
41,30,370,20,[]
42,33,316,16,"[33, 38]"
43,34,117,7,[]
44,35,30,20,[56]
45,35,152,7,[57]
46,35,397,12,[55]
47,36,55,21,[59]
48,36,88,8,"[49, 52]"
49,36,88,8,"[48, 52]"
50,36,195,20,"[40, 63]"
51,36,439,19,[]
52,37,93,12,"[48, 49]"
53,38,302,18,[]
54,38,367,13,[]
55,38,397,14,[46]
56,40,28,6,[44]
57,40,160,19,[45]
58,41,177,7,[]
59,42,44,14,[47]
60,44,217,12,[]
61,45,131,6,[]
62,45,286,9,[]
63,48,193,19,[50]
64,49,33,16,[70]
65,49,75,9,[]
66,49,423,10,[76]
67,50,110,16,[]
68,50,157,6,[]
69,50,173,16,[]
70,51,26,11,[64]
71,51,96,19,[]
72,51,161,10,[]
73,51,398,16,[74]
74,52,403,10,[73]
75,53,262,9,[]
76,53,418,21,[66]
77,58,225,6,[]
78,58,253,13,[]
79,59,234,22,"[89, 90]"
80,60,42,9,[]
81,60,207,17,"[82, 84]"
82,61,207,11,[81]
83,62,81,12,[]
84,62,196,16,[81]
85,62,218,13,[]
86,64,279,13,[]
87,64,344,19,"[102, 107]"
88,65,34,5,[]
89,66,232,14,"[79, 90, 105]"
90,66,236,10,"[79, 89, 105]"
91,66,377,16,[]
92,67,3,6,[]
93,69,271,10,[]
94,70,157,12,[101]
95,70,223,10,[]
96,70,393,7,[]
97,71,136,14,[]
98,71,287,4,[]
99,72,184,13,[103]
100,72,452,9,[]
101,73,162,5,[94]
102,73,340,14,"[87, 107]"
103,74,192,12,[99]
104,74,360,24,[113]
105,75,232,18,"[89, 90, 112]"
106,75,257,9,[]
107,75,336,19,"[87, 102]"
108,77,74,14,[]
109,77,289,7,[]
110,77,383,11,[]
111,78,47,20,[125]
112,78,228,22,"[105, 134]"
113,78,356,5,[104]
114,79,419,12,[118]
115,79,463,15,[]
116,80,444,14,[133]
117,82,87,4,"[119, 122, 130]"
118,82,424,10,[114]
119,83,89,11,"[117, 122, 130]"
120,83,125,16,[126]
