DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,1,247,3,[]
2,1,315,7,[]
3,2,135,6,[]
4,2,154,17,[25]
5,2,218,15,[29]
6,2,241,13,[]
7,3,420,15,[]
8,3,447,12,[27]
9,3,464,21,[31]
10,4,6,10,[13]
11,4,298,9,[26]
12,5,343,7,[]
13,6,14,16,[10]
14,6,46,6,[17]
15,6,104,7,"[23, 24]"
16,6,360,15,[]
17,8,43,11,[14]
18,8,261,14,"[19, 20, 21]"
19,8,265,11,"[18, 20, 21]"
20,9,259,17,"[18, 19, 21]"
21,9,262,17,"[18, 19, 20]"
22,10,27,16,[]
23,10,102,12,"[15, 24]"
24,11,111,21,"[15, 23]"
25,11,157,11,[4]
26,11,290,28,"[11, 30]"
27,11,442,18,"[8, 40]"
28,12,53,16,[36]
29,12,221,21,[5]
30,12,279,10,[26]
31,13,466,14,[9]
32,14,195,19,"[38, 42]"
33,15,210,10,[38]
34,17,398,13,[39]
35,17,410,16,[]
36,18,62,19,"[28, 48]"
37,18,357,18,[]
38,19,201,16,"[32, 33, 42]"
39,19,393,21,"[34, 53]"
40,21,450,17,"[27, 52]"
41,22,185,12,[42]
42,24,191,14,"[32, 38, 55, 41]"
43,24,305,7,[58]
44,25,19,17,"[47, 64]"
45,25,125,16,[]
46,26,435,14,[50]
47,27,25,13,[44]
48,27,72,23,[36]
49,27,105,22,[]
50,27,434,12,[46]
51,28,286,10,[]
52,28,454,14,[40]
53,29,388,8,[39]
54,30,411,9,[]
55,31,185,15,[42]
56,33,201,11,"[57, 61]"
57,33,208,12,"[56, 61]"
58,33,303,21,"[65, 43]"
59,34,184,12,[60]
60,34,185,14,[59]
61,34,204,13,"[56, 57]"
62,34,270,15,[]
63,34,395,13,[]
64,36,16,21,[44]
65,37,310,8,[58]
66,38,122,13,[]
67,38,137,13,[]
68,40,261,13,[]
69,41,228,12,[]
70,41,286,12,[]
71,44,217,9,[]
72,45,150,12,[78]
73,46,416,20,[]
74,47,401,20,[]
75,49,137,15,"[77, 78]"
76,50,54,13,[]
77,50,133,15,[75]
78,51,150,21,"[72, 75]"
79,51,231,12,[]
80,51,299,10,[]
81,53,61,11,[]
82,53,78,25,[]
83,53,108,15,[92]
84,53,271,17,[]
85,53,349,22,"[94, 102]"
86,54,191,19,"[88, 89, 90, 101]"
87,55,164,5,[]
88,55,196,13,"[86, 89, 90]"
89,56,189,16,"[86, 88, 90, 101]"
90,56,199,19,"[86, 88, 89, 116]"
91,56,370,14,[112]
92,57,111,6,[83]
93,57,145,9,[]
94,57,341,20,[85]
95,59,170,13,[]
96,59,294,15,[111]
97,59,386,13,[112]
98,59,440,10,[104]
99,61,35,26,[]
100,61,92,14,[]
101,61,184,10,"[86, 89]"
102,61,356,15,[85]
103,61,425,9,[109]
104,61,444,19,"[98, 120, 121]"
105,62,238,10,[]
106,62,312,21,[108]
107,63,17,25,[115]
108,63,311,10,[106]
109,63,416,15,[103]
110,64,65,9,[]
111,64,295,18,"[96, 124]"
112,64,379,20,"[91, 97]"
113,65,208,11,[116]
114,65,397,15,[]
115,66,19,11,[107]
116,66,199,14,"[90, 113]"
117,66,460,11,[]
118,68,84,21,[136]
119,69,56,14,[]
120,69,444,9,"[104, 121]"
121,69,444,7,"[104, 120]"
122,71,253,12,[131]
123,72,128,19,[]
124,72,291,16,"[111, 141]"
125,72,363,17,[]
126,75,46,14,[]
127,75,107,17,[149]
128,75,155,14,"[134, 140]"
129,75,215,19,"[130, 145]"
130,75,225,12,[129]
131,75,253,23,"[122, 138]"
132,75,310,11,[143]
133,75,436,9,[]
134,76,154,17,"[128, 140]"
135,78,455,5,[]
136,79,89,13,[118]
137,79,98,13,[]
138,79,264,22,[131]
139,79,383,11,[]
140,80,151,16,"[128, 134]"
141,80,281,19,"[124, 146, 147, 151, 155]"
142,80,345,7,"[144, 154]"
143,81,308,9,[132]
144,81,348,16,"[142, 154]"
145,82,201,23,[129]
146,82,286,11,"[141, 147, 155]"
147,83,286,14,"[141, 146, 155]"
148,85,116,12,[149]
149,86,108,15,"[127, 148]"
150,87,22,11,[]
151,87,278,5,[141]
152,87,327,10,"[153, 157]"
153,88,329,17,"[152, 157, 164]"
