DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,106,14,[]
2,0,443,12,[]
3,3,57,10,[11]
4,3,154,20,[]
5,4,407,10,[]
6,5,227,14,[7]
7,7,217,15,"[6, 17]"
8,7,239,15,[16]
9,9,27,12,[]
10,9,323,11,[23]
11,10,55,25,[3]
12,10,433,7,[]
13,11,85,13,[]
14,11,450,11,[]
15,12,177,13,[]
16,12,244,12,[8]
17,13,215,24,[7]
18,14,289,18,[]
19,15,6,7,[25]
20,16,21,11,[22]
21,16,334,14,[]
22,18,19,24,[20]
23,18,322,18,[10]
24,19,298,9,[]
25,21,7,14,[19]
26,22,222,12,[]
27,22,421,19,[44]
28,23,40,11,[]
29,23,76,10,[]
30,23,389,19,[]
31,24,90,12,[]
32,24,144,13,[]
33,26,182,6,[]
34,26,450,22,[]
35,27,58,22,[41]
36,27,207,11,[45]
37,27,294,13,[]
38,28,436,11,[]
39,30,186,6,[]
40,31,407,16,[]
41,32,51,16,[35]
42,32,105,4,[46]
43,33,178,4,[]
44,33,421,17,[27]
45,34,203,15,[36]
46,38,112,20,[42]
47,38,310,10,[58]
48,39,130,6,[]
49,40,354,17,[53]
50,40,408,11,[]
51,41,53,10,[]
52,41,288,14,[63]
53,41,359,11,[49]
54,44,79,15,"[69, 72]"
55,44,144,16,[]
56,44,262,17,[57]
57,44,270,11,[56]
58,44,314,24,[47]
59,45,34,15,[]
60,47,67,26,"[68, 72]"
61,48,346,12,[70]
62,49,18,18,[]
63,49,288,10,[52]
64,49,390,18,[]
65,50,246,22,[]
66,52,85,11,[]
67,52,333,13,[]
68,53,65,15,"[72, 78, 60]"
69,53,77,12,"[72, 54]"
70,53,352,12,[61]
71,53,438,15,[]
72,54,74,19,"[68, 69, 54, 60]"
73,57,466,11,[]
74,58,100,13,"[80, 87]"
75,58,147,11,[76]
76,58,157,21,[75]
77,58,375,14,"[79, 81]"
78,59,60,17,[68]
79,59,381,16,[77]
80,60,95,26,"[74, 87]"
81,60,372,3,[77]
82,61,211,19,[83]
83,61,224,20,[82]
84,61,245,22,[]
85,65,43,19,"[91, 94]"
86,65,76,15,[97]
87,65,94,19,"[74, 80, 92, 97, 100]"
88,65,445,9,[]
89,66,124,11,[]
90,67,259,12,[]
91,68,32,15,[85]
92,68,100,7,[87]
93,68,462,10,[]
94,69,49,13,[85]
95,69,355,19,[99]
96,71,434,16,[]
97,73,83,21,"[86, 87, 100]"
98,73,200,11,[]
99,75,361,20,[95]
100,77,94,19,"[87, 97]"
101,77,122,11,[]
102,77,157,19,[]
103,77,237,21,[111]
104,77,456,3,[106]
105,78,107,4,[]
106,82,454,18,"[104, 109, 117]"
107,84,146,15,[112]
108,84,346,14,[118]
109,84,450,22,"[106, 117]"
110,85,82,15,[122]
111,86,224,23,[103]
112,88,141,16,[107]
113,89,359,14,[118]
114,90,395,13,[]
115,91,115,7,[]
116,91,432,17,[]
117,91,459,19,"[106, 109]"
118,92,354,18,"[108, 113]"
119,93,95,4,[124]
120,95,193,10,[127]
121,95,309,6,[]
122,96,88,20,"[123, 124, 129, 110]"
123,98,87,11,"[122, 124, 129]"
124,99,93,16,"[119, 122, 123]"
125,99,144,10,[]
126,100,181,10,[]
127,100,194,20,[120]
128,101,116,13,[]
129,103,80,19,"[122, 123, 135]"
130,104,211,12,[131]
131,105,219,12,[130]
132,105,252,15,[]
133,107,55,12,[]
134,108,282,12,[138]
135,109,73,24,"[129, 140, 147]"
136,111,185,20,[]
137,111,292,8,[]
138,112,282,7,[134]
139,112,318,17,[149]
140,113,81,8,[135]
141,114,435,11,[]
142,115,141,19,"[143, 146]"
143,116,149,10,[142]
144,116,172,12,[152]
145,116,303,7,[]
146,117,137,17,[142]
147,118,68,20,[135]
148,118,419,19,[]
149,119,313,15,[139]
150,119,394,9,[155]
151,120,12,28,[]
152,121,173,11,[144]
153,121,229,19,[]
154,121,294,14,[]
155,122,395,10,[150]
156,122,448,13,[]
157,124,98,11,[]
158,128,369,13,[163]
159,129,394,9,[]
160,130,48,4,[]
161,131,149,20,[169]
162,132,182,14,[]
163,132,361,19,[158]
164,133,66,13,[]
165,133,213,19,[]
166,134,55,18,[]
167,134,265,20,[]
168,134,440,23,[175]
169,135,145,11,[161]
170,136,113,15,[]
171,136,402,19,[]
172,137,234,18,[]
173,137,324,13,[]
174,139,95,8,[185]
175,141,449,19,[168]
176,143,212,6,[183]
177,144,87,16,[185]
178,145,252,17,[]
179,145,272,6,[]
180,146,26,16,[188]
181,146,138,10,[]
182,146,189,22,[]
183,146,214,22,[176]
184,147,413,15,[]
185,148,96,16,"[174, 177]"
186,148,202,10,[]
187,148,434,13,[]
188,149,25,13,[180]
189,149,462,18,[]
190,154,303,12,[]
191,154,394,13,[]
192,156,182,17,[]
193,160,130,5,[]
194,162,314,20,[198]
195,162,430,21,[201]
196,164,76,24,[]
197,166,48,15,"[212, 216]"
198,166,309,3,[194]
199,166,378,8,[]
200,166,464,19,[214]
201,169,431,14,"[195, 220]"
202,170,131,18,[]
203,170,161,12,[]
204,171,23,10,[]
205,171,135,11,[]
206,171,157,22,[207]
207,171,166,13,[206]
208,171,298,13,[]
209,172,227,21,"[218, 219]"
210,172,282,12,[]
211,172,309,6,[]
212,173,49,15,"[216, 197]"
213,173,89,14,[]
214,174,464,14,[200]
215,175,409,20,[]
216,176,51,16,"[212, 197]"
217,176,189,14,"[222, 224]"
218,176,216,14,"[209, 219]"
219,177,221,13,"[209, 218]"
220,177,431,15,[201]
221,180,75,16,[229]
222,181,193,12,"[217, 224, 230]"
223,182,304,3,[]
224,184,193,18,"[217, 222, 230, 244]"
225,184,295,9,[]
226,185,89,18,[]
227,185,212,14,[]
228,186,57,8,[]
229,186,73,14,"[221, 234]"
230,187,191,9,"[222, 224]"
231,189,44,15,[]
232,189,179,7,[240]
233,189,354,10,[235]
234,190,79,9,"[229, 237]"
235,191,345,14,"[233, 238]"
236,192,30,14,[251]
237,192,80,6,[234]
238,192,342,24,"[235, 245]"
239,192,458,18,[254]
240,193,174,16,[232]
241,194,126,15,[248]
242,194,410,10,[]
243,195,186,8,[]
244,195,196,18,"[224, 249]"
245,195,338,8,[238]
246,195,386,15,[]
247,197,98,10,"[250, 258]"
248,198,128,14,[241]
249,198,204,13,[244]
250,199,103,12,"[247, 258]"
251,200,30,14,"[236, 255]"
252,200,242,19,[257]
253,200,295,9,[]
254,201,454,19,[239]
255,202,31,9,[251]
256,203,282,8,[]
257,205,239,9,[252]
258,206,95,20,"[247, 250]"
259,207,379,6,[]
260,207,427,9,[]
261,208,144,17,[]
262,208,315,20,[]
263,209,174,6,[]
264,209,199,14,[]
265,210,358,15,[]
266,213,460,7,[]
267,214,337,16,[]
268,216,297,13,[]
269,217,171,12,[273]
270,217,248,15,[]
271,219,156,14,[279]
272,221,98,12,[]
273,221,176,19,"[269, 281]"
274,221,279,19,[]
275,223,13,17,[280]
276,223,227,8,[]
277,224,69,9,[285]
278,224,360,24,[289]
279,228,157,17,"[271, 281]"
280,229,17,10,"[275, 287]"
281,229,168,20,"[273, 279]"
282,230,118,12,[]
283,230,193,16,[]
284,230,417,19,[]
285,232,66,16,[277]
286,232,388,21,"[291, 295]"
287,233,15,8,[280]
288,233,429,12,[290]
289,234,359,18,"[278, 304]"
290,235,433,16,[288]
291,236,378,11,[286]
292,237,209,20,[]
293,237,243,25,[311]
294,238,273,16,[309]
295,238,388,17,[286]
296,239,12,8,[]
297,239,108,5,[]
298,239,327,14,[]
299,240,86,13,[]
300,240,347,15,[304]
301,240,421,11,[308]
302,240,443,11,[312]
303,241,60,10,[]
304,241,353,17,"[289, 300]"
305,242,152,15,[]
306,243,132,11,[]
307,243,288,19,[]
308,243,416,15,[301]
309,244,269,15,[294]
310,247,74,7,[324]
311,247,236,19,"[293, 315]"
312,247,444,18,[302]
313,248,2,22,[323]
314,248,179,14,[]
315,249,240,16,[311]
316,249,254,14,[]
317,249,302,13,[]
318,250,35,13,[]
319,250,340,4,[]
320,251,204,10,[321]
321,251,208,3,[320]
322,251,459,8,[]
323,252,12,12,[313]
324,252,67,16,[310]
325,253,393,13,[]
326,259,248,13,[]
327,259,452,9,[]
328,260,6,7,[329]
329,260,7,11,[328]
330,260,178,15,[]
331,260,320,12,[]
332,261,42,14,"[337, 339]"
333,261,339,10,[]
334,262,382,6,[]
335,263,303,4,[]
336,264,408,18,[]
337,265,38,15,"[332, 340, 344]"
338,265,389,17,[]
339,266,51,13,[332]
340,267,30,10,"[337, 344]"
341,267,262,6,[]
342,268,293,8,[343]
343,269,283,21,[342]
344,270,34,10,"[337, 340]"
345,270,443,19,[]
346,272,461,9,[348]
347,275,42,5,[]
348,275,465,10,[346]
349,276,296,13,[]
350,277,404,3,[353]
351,278,135,14,"[352, 355, 362]"
352,280,135,16,"[351, 355, 362]"
353,281,402,11,"[350, 359, 364]"
354,282,49,11,[]
355,282,128,13,"[351, 352]"
356,283,186,13,[357]
357,285,188,17,[356]
358,285,393,11,[359]
359,285,400,16,"[353, 358, 364]"
360,285,448,7,[]
361,286,6,18,[373]
362,287,137,16,"[351, 352, 367]"
363,288,462,14,[]
364,289,404,16,"[353, 359, 375, 380]"
365,290,169,11,"[369, 372]"
366,290,316,22,[]
367,292,143,21,"[362, 378]"
368,292,348,7,[]
369,293,177,20,"[365, 372, 394]"
370,293,259,15,[]
371,294,217,20,"[377, 379]"
372,295,172,26,"[365, 369]"
373,296,3,14,[361]
374,296,340,17,[]
375,296,413,24,"[364, 380]"
376,296,432,17,[]
