DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,212,18,[]
2,1,237,15,[]
3,1,395,14,[]
4,2,288,17,[]
5,2,358,13,[]
6,2,418,28,[12]
7,3,437,12,[8]
8,4,433,8,[7]
9,7,16,15,[14]
10,7,105,6,[11]
11,7,108,12,"[10, 13]"
12,7,417,5,[6]
13,11,109,10,[11]
14,12,14,6,"[9, 21]"
15,12,448,13,[]
16,13,38,15,[]
17,15,99,6,[]
18,16,143,10,[]
19,16,201,8,[]
20,17,284,17,[]
21,18,15,22,[14]
22,18,89,18,[24]
23,18,327,10,[]
24,21,85,13,[22]
25,21,106,19,[]
26,21,338,6,[]
27,22,159,7,[]
28,23,217,12,[]
29,24,31,9,[]
30,24,356,6,[]
31,25,439,18,[39]
32,27,403,12,[37]
33,28,350,12,[]
34,30,121,9,[]
35,32,100,13,[]
36,32,139,9,[]
37,32,409,16,"[44, 32]"
38,33,163,15,[46]
39,33,447,18,[31]
40,34,112,13,[]
41,34,267,16,[]
42,34,320,9,[]
43,34,376,19,[]
44,37,412,9,[37]
45,37,425,4,[]
46,38,160,20,[38]
47,38,208,20,[56]
48,39,358,15,[]
49,41,292,17,[]
50,41,400,10,[55]
51,43,239,12,[]
52,43,461,14,"[60, 63]"
53,44,42,12,[]
54,44,120,15,[69]
55,45,396,11,[50]
56,46,212,25,[47]
57,46,249,8,[66]
58,47,300,11,[]
59,47,409,13,[]
60,47,455,14,[52]
61,48,355,9,[]
62,48,370,18,[68]
63,48,467,7,[52]
64,52,11,15,[]
65,52,195,14,[72]
66,52,249,17,"[73, 76, 57]"
67,53,33,10,[]
68,53,373,15,[62]
69,54,121,13,"[75, 54]"
70,54,177,18,[]
71,55,239,7,[73]
72,57,199,8,[65]
73,57,245,15,"[66, 71, 76, 85]"
74,57,292,18,[78]
75,59,122,10,[69]
76,59,252,16,"[66, 73]"
77,60,94,27,[]
78,60,291,15,[74]
79,61,220,21,[]
80,62,68,12,[90]
81,64,54,3,[]
82,64,115,3,[]
83,64,428,21,[]
84,65,23,11,[]
85,65,242,17,[73]
86,65,384,20,[]
87,66,348,9,[]
88,67,363,13,[]
89,68,192,10,[]
90,69,74,15,"[80, 93]"
91,70,41,29,[]
92,71,219,5,[]
93,72,84,12,[90]
94,72,326,6,[]
95,73,366,5,[]
96,74,334,11,[]
97,75,149,13,[]
98,75,179,19,[]
99,75,300,13,[]
100,77,50,12,[]
101,79,13,17,[105]
102,79,209,10,[]
103,80,356,16,[]
104,82,398,13,[]
105,84,20,16,[101]
106,84,130,12,[]
107,84,235,16,"[120, 116]"
108,85,411,12,[]
109,86,146,22,[115]
110,87,197,10,[]
111,87,283,7,[]
112,87,332,13,[]
113,88,92,14,[]
114,88,112,23,[125]
115,88,155,12,[109]
116,88,232,15,"[120, 107, 122]"
117,88,272,14,[]
118,89,214,14,"[119, 127]"
119,90,214,9,[118]
120,90,228,18,"[107, 116]"
121,92,12,7,[]
122,93,227,14,[116]
123,93,432,16,[]
124,94,353,14,[]
125,95,106,26,[114]
126,95,169,11,[]
127,95,216,13,[118]
128,95,317,10,[]
129,96,154,12,[132]
130,96,187,15,[]
131,97,202,14,[]
132,98,148,13,[129]
133,99,294,20,[140]
134,102,78,19,[]
135,102,248,18,[142]
136,103,133,15,[]
137,107,46,15,[]
138,107,178,6,[]
139,107,235,7,[]
140,107,288,17,[133]
141,109,320,12,[]
142,110,248,12,[135]
143,111,100,11,[]
144,112,152,11,"[147, 157]"
145,113,108,13,[]
146,113,162,14,"[147, 153]"
147,114,163,19,"[144, 146, 153]"
148,116,330,17,[]
149,116,360,15,[]
150,117,46,9,[]
151,117,59,8,[]
152,117,82,13,[]
153,117,164,11,"[146, 147, 160]"
154,117,300,18,[]
155,117,439,14,[]
156,119,374,11,[]
157,120,149,17,[144]
158,121,122,15,[]
159,121,287,19,"[162, 169]"
160,123,167,9,[153]
161,123,342,13,[]
162,126,289,9,"[159, 169]"
163,127,322,11,[]
164,128,237,15,"[167, 170]"
165,129,63,13,[]
166,130,189,11,[]
167,130,245,20,"[164, 170]"
168,131,424,19,[]
169,132,285,19,"[159, 162]"
170,133,245,17,"[164, 167]"
171,135,317,11,[172]
172,138,322,16,"[171, 180]"
173,139,17,14,[183]
174,140,258,16,[]
175,140,354,16,[]
176,140,437,10,[]
177,141,165,12,[]
178,143,198,11,[]
179,143,446,11,[]
180,145,331,19,[172]
181,146,192,7,[]
182,147,126,12,[]
183,148,17,13,[173]
184,149,45,16,[]
185,151,317,7,[]
186,153,225,19,[]
187,153,360,13,[194]
188,154,86,16,[]
189,154,436,4,[191]
190,155,343,15,[]
191,155,436,9,[189]
192,156,110,11,[]
193,156,393,17,[]
194,157,364,14,[187]
195,158,159,24,[]
196,158,174,20,[]
197,160,63,10,[200]
198,161,379,19,[207]
199,161,464,18,[]
200,162,57,12,[197]
201,162,123,16,[210]
202,163,213,11,[212]
203,164,336,17,[]
204,165,132,7,[210]
205,165,402,18,[]
206,166,73,6,[]
207,166,376,21,"[198, 213, 219]"
208,167,44,14,[]
209,168,451,8,[]
210,169,130,17,"[201, 204]"
211,170,189,10,[]
212,171,213,18,[202]
213,172,384,12,"[219, 207]"
214,173,18,5,[]
215,173,59,11,[224]
216,174,87,16,[]
217,174,199,8,[]
218,176,6,7,[]
219,176,377,14,"[213, 207]"
220,178,184,18,[]
221,178,291,20,[]
222,178,402,15,[231]
223,178,414,12,[]
224,179,56,20,"[215, 227]"
225,179,232,13,[228]
226,180,335,23,[238]
227,182,48,13,[224]
228,183,240,23,"[225, 235]"
229,183,456,7,[]
230,184,391,14,"[231, 242]"
231,184,397,16,"[222, 230, 249]"
232,185,318,17,[]
233,186,222,22,"[237, 247]"
234,186,357,22,[]
235,187,234,10,[228]
236,189,169,9,[]
