DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,389,22,[2]
2,0,390,11,[1]
3,0,441,15,[]
4,1,131,12,[]
5,1,265,20,[12]
6,1,279,13,[]
7,3,296,12,[]
8,3,320,23,"[13, 20]"
9,3,419,22,[]
10,4,164,9,[16]
11,4,207,16,[]
12,6,260,12,[5]
13,7,313,10,[8]
14,7,405,22,[]
15,8,361,14,[]
16,9,170,23,"[10, 30]"
17,10,18,16,[]
18,13,43,10,"[22, 25, 27]"
19,13,81,15,"[23, 29]"
20,13,325,18,[8]
21,13,348,10,[]
22,15,35,19,"[18, 25, 27, 31]"
23,15,89,15,"[19, 29]"
24,15,395,17,[]
25,16,37,19,"[18, 22, 27, 31]"
26,16,111,15,[]
27,17,39,20,"[18, 22, 25, 31]"
28,17,58,4,[]
29,17,87,6,"[19, 23]"
30,18,169,14,[16]
31,19,33,11,"[22, 25, 27]"
32,19,68,14,[41]
33,19,186,15,[35]
34,21,280,11,[]
35,22,187,11,"[33, 44]"
36,22,436,16,[]
37,23,151,24,[42]
38,23,218,10,[]
39,23,344,22,[]
40,24,318,6,[]
41,25,63,12,"[32, 43]"
42,25,147,9,[37]
43,26,55,11,"[41, 54]"
44,26,193,8,[35]
45,26,423,16,[]
46,28,110,20,[]
47,29,20,17,[57]
48,29,77,21,[55]
49,31,133,10,[]
50,31,248,16,[]
51,31,270,9,[]
52,31,336,13,[]
53,31,410,18,[]
54,32,54,13,"[43, 67]"
55,32,69,7,[48]
56,32,395,25,[61]
57,33,15,12,[47]
58,33,128,15,[62]
59,35,150,12,[]
60,36,227,9,[]
61,37,398,13,[56]
62,38,128,8,[58]
63,39,84,6,[]
64,40,213,19,[76]
65,40,378,18,[]
66,40,458,13,[]
67,41,51,19,[54]
68,41,141,10,[]
69,41,180,6,[73]
70,41,425,15,[]
71,42,294,9,[]
72,44,24,14,[75]
73,44,179,16,[69]
74,44,200,8,[]
75,46,20,18,[72]
76,47,222,14,"[64, 91]"
77,47,407,13,"[87, 88]"
78,48,98,12,[]
79,49,417,14,"[84, 88]"
80,50,237,6,[]
81,50,319,16,[]
82,51,7,10,[]
83,51,124,16,[]
84,51,418,11,"[88, 79]"
85,52,150,12,[]
86,52,237,8,[]
87,52,402,11,[77]
88,52,412,14,"[84, 77, 79]"
89,53,105,12,[]
90,53,217,12,[91]
91,54,226,14,"[90, 107, 76]"
92,54,296,13,[104]
93,55,339,7,[]
94,55,380,9,[101]
95,56,36,19,[]
96,57,6,19,[]
97,58,284,8,[]
98,59,252,25,[]
99,59,308,8,[]
100,59,367,20,[]
101,59,379,10,[94]
102,59,427,12,[]
103,60,197,9,[]
104,60,296,10,[92]
105,61,260,6,[]
106,64,114,16,[]
107,64,231,13,[91]
108,65,28,10,[]
109,65,53,19,"[110, 113]"
110,65,57,10,[109]
111,65,135,8,[114]
112,65,444,5,[]
113,67,45,14,[109]
114,69,138,19,[111]
115,69,204,15,[121]
116,69,450,16,[]
117,71,76,9,[119]
118,71,220,20,[135]
119,73,70,9,[117]
120,73,116,6,[]
121,73,208,8,"[115, 130]"
122,74,320,11,[138]
123,75,36,14,[]
124,76,166,15,"[127, 129]"
125,77,397,21,[136]
126,78,96,24,[134]
127,79,168,18,"[124, 129]"
128,79,372,13,[144]
129,80,172,6,"[124, 127]"
130,80,211,20,"[121, 135]"
131,80,250,12,[]
132,80,285,15,[]
133,81,28,10,[]
134,81,100,17,[126]
135,81,222,16,"[118, 130, 140]"
136,81,399,17,[125]
137,81,453,8,[145]
138,82,315,18,[122]
139,83,344,12,[]
140,84,224,14,[135]
141,85,238,7,[]
142,86,115,17,[]
143,88,31,7,[]
144,88,367,20,"[128, 154]"
145,88,458,19,"[137, 146, 160]"
146,88,464,14,[145]
147,89,42,9,[]
148,91,298,15,[]
149,91,379,16,[]
150,92,134,8,[]
151,93,388,8,[]
152,94,93,15,[]
153,95,165,15,[157]
154,95,371,10,[144]
155,95,399,10,[]
156,95,443,8,[158]
157,96,157,17,"[153, 162]"
158,96,440,18,[156]
159,98,120,18,[]
160,99,455,17,"[174, 145]"
161,100,56,19,[168]
162,101,154,20,"[157, 172]"
163,101,349,8,[]
164,102,406,16,[170]
165,104,82,14,[]
166,104,324,19,[]
167,105,357,11,[]
168,107,56,12,[161]
169,108,292,16,[]
170,108,410,18,[164]
171,109,1,27,[]
172,109,147,11,[162]
173,109,234,13,[176]
174,109,457,13,[160]
175,112,303,16,[177]
176,113,240,11,[173]
177,114,310,8,[175]
178,114,322,11,[]
179,116,467,18,[190]
180,117,432,13,[189]
181,119,31,12,[187]
182,120,83,18,[183]
183,120,88,19,[182]
184,120,164,7,[188]
185,120,447,12,"[186, 191]"
186,121,447,8,"[185, 191]"
187,122,21,14,[181]
188,122,170,17,[184]
189,122,424,24,[180]
190,125,466,15,[179]
191,126,449,27,"[185, 186, 199, 201]"
192,127,410,19,[]
193,128,150,10,[]
194,129,160,14,[]
195,129,258,11,[]
196,130,1,17,[]
197,130,181,7,[]
198,130,349,10,[]
199,130,448,8,"[191, 201]"
200,131,331,9,[210]
201,132,447,14,"[191, 199]"
202,133,209,16,[212]
203,135,139,19,[]
204,136,243,8,[]
205,136,385,16,[]
206,138,112,20,[213]
207,138,437,5,[]
208,139,172,13,[]
209,140,13,24,[]
210,140,328,18,[200]
211,141,41,21,"[214, 221]"
212,141,218,19,[202]
213,144,104,17,"[206, 217, 222]"
214,146,28,19,"[211, 221]"
215,146,280,22,[]
216,147,383,8,[]
217,148,107,8,[213]
218,150,357,13,[223]
219,151,228,12,[]
220,151,429,15,[]
221,152,37,20,"[211, 214]"
222,152,99,8,"[213, 226]"
223,155,358,14,[218]
224,156,126,3,[]
225,156,164,9,[227]
226,157,95,17,"[222, 229]"
227,157,157,11,[225]
228,157,446,20,[]
229,158,86,12,[226]
230,159,303,18,[]
231,159,346,25,[]
232,160,457,7,[]
233,161,129,10,"[236, 239]"
234,161,198,10,[]
235,161,402,14,[241]
236,163,136,12,"[233, 239]"
237,163,219,19,[]
238,163,416,16,"[241, 248]"
239,164,133,19,"[233, 236]"
240,165,118,10,[243]
241,165,413,21,"[235, 238, 248]"
242,167,390,8,[]
243,168,113,12,[240]
244,168,275,7,[]
245,169,84,17,[]
246,170,455,16,[]
247,171,372,11,[]
248,171,420,18,"[260, 261, 238, 241]"
249,171,432,8,[]
250,172,354,14,"[256, 259]"
251,175,43,13,[]
252,175,170,14,[265]
253,175,315,10,[]
254,175,463,17,[]
255,178,227,7,[]
256,178,356,9,"[250, 259]"
