DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,31,14,[]
2,0,414,15,[7]
3,1,95,16,[]
4,2,270,13,[]
5,2,377,19,[6]
6,3,372,11,[5]
7,3,413,12,"[2, 14]"
8,5,71,13,[15]
9,5,337,16,[]
10,6,144,10,[]
11,6,233,25,[]
12,7,125,4,[13]
13,9,131,14,[12]
14,9,417,9,[7]
15,12,71,8,[8]
16,12,278,12,[17]
17,12,281,20,[16]
18,12,306,9,[]
19,13,118,12,[]
20,17,58,12,[]
21,17,161,13,[24]
22,18,444,14,[31]
23,19,18,8,[]
24,19,164,11,[21]
25,19,330,17,[38]
26,20,3,16,[27]
27,21,10,13,"[26, 35]"
28,22,149,11,[]
29,22,193,21,[]
30,22,400,9,[]
31,22,437,16,[22]
32,23,90,19,[]
33,27,33,15,[]
34,27,172,7,[]
35,29,11,13,[27]
36,29,321,7,[38]
37,30,249,11,[]
38,30,326,20,"[25, 36]"
39,30,353,10,[]
40,30,445,9,[]
41,31,423,13,[]
42,33,413,12,[]
43,33,449,24,[]
44,35,269,5,[]
45,40,304,13,[]
46,41,40,16,[]
47,41,107,20,[]
48,42,253,21,[49]
49,42,264,12,[48]
50,45,129,17,[52]
51,48,168,12,[]
52,51,136,16,[50]
53,51,232,8,[]
54,52,177,4,[]
55,52,240,18,[]
56,53,277,11,[]
57,54,396,10,[]
58,55,288,16,"[63, 64, 65]"
59,57,87,10,[]
60,58,350,10,[]
61,58,451,11,[79]
62,59,438,14,[79]
63,60,297,18,"[58, 65]"
64,61,286,17,"[58, 65]"
65,62,290,8,"[58, 63, 64]"
66,62,343,4,[]
67,63,15,12,"[68, 74]"
68,63,19,17,"[67, 74]"
69,63,262,10,[]
70,63,385,13,[]
71,64,2,18,[]
72,66,133,19,[]
73,66,429,5,[76]
74,67,15,20,"[67, 68]"
75,67,309,13,"[86, 87]"
76,67,430,9,[73]
77,69,370,15,"[81, 98]"
78,70,335,18,[]
79,70,446,29,"[61, 62, 91]"
80,71,146,8,[83]
81,71,369,7,"[77, 98]"
82,72,196,20,[]
83,74,147,15,"[80, 92]"
84,74,225,9,[]
85,74,273,19,[99]
86,74,306,23,"[75, 87, 96]"
87,74,315,18,"[75, 86, 88, 96]"
88,74,321,16,[87]
89,75,87,9,[]
90,75,394,14,[]
91,76,442,13,[79]
92,77,153,25,[83]
93,79,77,20,[]
94,81,14,13,[104]
95,81,373,14,"[98, 101]"
96,82,313,24,"[86, 87, 103]"
97,82,455,14,[]
98,83,363,29,"[77, 81, 95, 119]"
99,84,270,12,[85]
100,85,5,13,[104]
101,86,377,15,"[95, 112, 120]"
102,87,121,11,[]
103,87,308,13,[96]
104,88,10,11,"[94, 100, 122]"
105,88,149,15,[]
106,88,280,8,[]
107,88,410,12,[]
108,89,237,14,[]
109,90,92,11,[]
110,91,130,16,[]
111,91,159,9,[]
112,91,372,11,"[120, 101]"
113,94,299,4,[]
114,94,451,15,[115]
115,94,457,13,[114]
116,95,279,22,[125]
117,96,195,10,[124]
118,96,320,2,[]
119,96,358,21,[98]
120,96,375,21,"[112, 137, 101]"
121,96,466,9,[]
122,97,10,16,[104]
123,98,34,7,[]
124,98,194,14,[117]
125,98,276,4,[116]
126,99,106,12,[]
127,99,173,13,[]
128,101,239,6,[]
129,102,399,19,[]
130,102,427,24,[]
131,103,57,9,[138]
132,103,224,11,[]
133,104,87,17,[135]
134,105,300,20,"[136, 141, 145, 147]"
135,106,94,16,"[133, 146]"
136,106,289,16,[134]
137,106,371,13,[120]
138,108,59,23,"[131, 140]"
139,109,216,10,[]
140,110,67,14,[138]
141,110,305,20,"[134, 145, 147]"
142,112,144,23,[158]
143,114,189,13,[]
144,114,240,12,[]
145,115,298,16,"[134, 141, 147, 161]"
146,116,95,13,[135]
147,116,297,19,"[134, 141, 145, 161, 170]"
148,116,350,14,[]
149,117,35,14,[]
150,117,455,11,[164]
151,118,315,12,[162]
152,118,383,17,[]
153,118,398,9,[175]
154,118,463,6,[164]
155,119,14,10,[]
156,119,25,11,[]
157,119,116,11,[]
158,119,145,11,"[142, 171]"
159,119,199,4,[]
160,120,402,3,[175]
161,121,294,20,"[145, 147, 170, 182]"
162,121,309,24,"[151, 174]"
163,122,58,15,[]
164,122,460,14,"[150, 154, 183]"
165,123,184,9,[]
166,123,254,12,[180]
167,124,136,12,[171]
168,124,217,13,[185]
169,124,266,19,[]
170,124,295,12,"[147, 161, 182]"
171,126,139,16,"[158, 167]"
172,126,161,20,[]
173,126,175,13,[]
