DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,1,183,29,[]
2,2,35,13,[]
3,2,327,10,[]
4,3,355,26,[]
5,4,236,9,[]
6,4,259,17,[7]
7,6,251,13,[6]
8,7,78,19,[13]
9,10,25,16,[12]
10,10,340,13,[]
11,11,42,10,[12]
12,15,35,17,"[9, 11]"
13,16,74,15,[8]
14,17,321,25,[18]
15,18,271,8,[]
16,19,251,21,[]
17,22,56,15,[]
18,22,317,9,[14]
19,23,138,22,[]
20,27,380,14,[]
21,28,163,4,[]
22,29,336,19,[]
23,31,79,25,[]
24,31,83,9,[]
25,31,243,11,[]
26,32,365,11,[27]
27,33,364,11,[26]
28,33,458,27,[]
29,36,373,13,[]
30,39,211,14,[34]
31,39,236,10,[]
32,40,186,12,[]
33,40,311,7,[]
34,41,209,14,[30]
35,44,464,14,[]
36,47,71,11,[]
37,47,291,10,[]
38,49,412,16,[]
39,50,325,14,[]
40,51,275,18,[]
41,52,380,13,[]
42,53,460,13,[]
43,54,362,20,[46]
44,56,10,20,[]
45,57,238,11,[]
46,58,371,13,[43]
47,59,164,11,[50]
48,61,53,9,[]
49,62,130,9,[53]
50,62,167,25,[47]
51,63,61,11,[]
52,65,307,3,[]
53,67,130,16,"[49, 56]"
54,69,240,9,[]
55,70,69,15,[]
56,73,126,13,[53]
57,75,102,5,[]
58,76,261,18,[59]
59,76,261,13,[58]
60,77,298,21,[67]
61,78,34,16,[]
62,78,82,15,[]
63,78,368,16,[]
64,81,459,17,[]
65,82,112,12,[]
66,83,14,9,[]
67,83,303,8,[60]
68,84,380,16,[]
69,86,444,9,[71]
70,87,217,23,[]
71,88,444,18,[69]
72,89,257,12,[]
73,91,347,14,[]
74,92,172,16,[]
75,94,337,10,[]
76,98,90,5,[]
77,99,238,8,[]
78,99,326,10,[81]
79,99,368,7,[]
80,102,207,12,[86]
81,102,329,11,[78]
82,103,216,6,[]
83,104,306,15,[]
84,105,50,21,"[85, 89]"
85,105,58,10,[84]
86,105,208,11,[80]
87,106,39,11,[]
88,106,242,10,[93]
89,111,58,9,[84]
90,112,93,16,[91]
91,113,87,11,[90]
92,113,131,19,[]
93,113,243,13,[88]
94,114,145,8,[]
95,114,317,9,[]
96,119,364,16,[]
97,123,405,28,[]
98,125,168,17,[]
99,127,59,19,[]
100,132,316,18,[]
101,134,143,18,[]
102,135,34,14,[]
103,135,293,16,[108]
104,136,203,18,"[107, 111]"
105,141,248,18,[]
106,142,414,18,[109]
107,143,195,22,"[104, 111]"
108,143,290,14,[103]
109,143,405,12,[106]
110,144,94,3,[]
111,145,202,14,"[104, 107]"
112,145,220,12,[]
113,148,68,16,[]
114,150,117,10,"[115, 117]"
115,153,117,13,"[114, 117]"
116,154,93,7,[121]
117,155,119,12,"[114, 115]"
118,156,130,15,[]
119,157,398,16,[]
120,159,76,16,[122]
121,159,87,15,"[116, 122, 123]"
122,162,81,16,"[120, 121]"
123,162,96,11,[121]
124,162,277,18,[]
125,162,465,22,[]
126,164,223,14,[]
127,164,294,6,[]
128,167,285,7,[]
129,168,419,8,[]
130,169,121,23,[]
131,170,368,8,[]
132,171,399,17,[]
133,172,243,16,[141]
134,173,10,13,[]
135,173,212,18,[]
136,176,279,22,[]
137,177,388,14,[]
138,179,252,15,[141]
139,180,439,10,[]
140,181,236,14,[141]
141,181,243,19,"[133, 138, 140]"
142,184,447,18,[144]
143,188,97,14,[]
144,192,453,11,[142]
145,193,402,12,[]
146,194,80,20,[152]
147,197,173,7,[]
148,199,94,8,[]
149,200,48,16,[]
150,202,104,10,[]
151,202,245,11,[155]
152,203,84,10,[146]
153,203,415,8,[]
154,204,424,10,[]
155,205,240,10,[151]
156,210,180,14,[]
157,210,354,11,[]
158,211,139,17,[]
159,212,310,15,[165]
160,213,322,8,[]
161,214,117,8,[]
162,214,409,12,[169]
163,214,466,14,[]
164,215,289,9,[]
165,216,316,9,[159]
166,219,376,16,[167]
167,219,384,10,[166]
168,220,167,17,[]
169,220,414,23,[162]
170,221,177,13,[]
171,222,152,9,[]
172,230,324,25,[]
173,231,12,12,[]
174,232,396,17,[]
175,234,339,12,[]
176,238,162,14,[178]
177,238,316,15,[]
178,242,160,19,[176]
179,242,436,11,[]
180,244,402,4,[]
181,250,203,6,[]
182,251,242,16,[184]
183,253,253,6,[184]
184,257,250,16,"[182, 183]"
185,257,394,24,[]
186,258,101,12,[]
187,258,143,14,[]
188,261,269,8,[]
189,261,293,13,[]
190,263,159,9,[]
191,268,17,21,[]
192,270,94,4,[]
193,270,332,17,[198]
194,270,466,13,[]
195,274,108,19,[]
196,275,193,11,[199]
197,275,253,15,[]
198,275,340,23,"[193, 203]"
199,276,190,15,[196]
200,280,386,15,[]
201,281,297,13,[]
202,284,23,11,[]
203,284,337,17,[198]
204,286,395,11,[]
205,288,315,20,"[209, 212]"
206,288,463,5,[]
207,289,85,12,[]
208,291,171,5,[]
209,293,322,9,[205]
210,294,22,15,[]
211,295,179,14,[]
212,297,307,21,[205]
213,298,382,20,[216]
214,300,201,15,[]
215,302,153,12,[]
216,302,377,16,"[213, 226]"
217,303,243,8,[]
218,304,141,21,[227]
219,304,414,11,[]
220,308,425,8,[]
221,309,466,20,[222]
222,311,464,13,[221]
223,312,43,14,[]
224,313,74,15,"[228, 235]"
225,313,242,27,[]
226,314,382,20,[216]
227,315,143,12,[218]
228,317,68,17,"[224, 235]"
229,317,133,13,[]
230,317,272,13,[]
231,319,302,18,[]
232,322,75,6,[235]
233,323,115,14,[]
234,324,231,16,[]
235,325,77,21,"[224, 228, 241, 243, 232]"
236,325,98,14,[]
237,326,204,6,[]
238,327,318,11,[]
239,328,330,16,[]
240,328,447,15,[]
241,330,72,12,"[243, 235]"
242,330,195,19,[]
243,333,70,21,"[241, 235]"
244,333,242,17,[]
245,336,434,8,[]
246,337,75,9,[]
247,339,59,2,[]
248,339,222,13,[250]
249,341,83,10,[]
250,344,218,13,[248]
251,347,196,12,[252]
252,348,188,12,"[251, 254]"
253,349,89,14,[]
254,349,182,18,[252]
255,349,273,17,[]
256,351,34,6,[]
257,351,150,11,[]
258,352,72,10,[]
259,352,359,13,[263]
260,354,168,13,[]
261,356,50,18,[]
262,357,431,15,[]
263,358,358,15,[259]
264,359,421,8,[]
265,360,128,20,[270]
266,360,276,13,[267]
267,363,273,16,"[266, 275]"
268,363,301,15,[]
269,363,334,15,[]
270,365,119,13,[265]
271,365,406,8,[]
272,367,14,15,[]
273,368,248,16,[]
274,371,230,11,[]
275,371,273,9,[267]
276,374,458,14,[]
277,375,265,12,[]
278,376,19,12,[]
279,376,37,7,[283]
280,377,11,10,[]
281,377,335,22,[]
282,377,389,16,[285]
283,378,34,15,[279]
284,380,75,9,[]
285,380,394,14,[282]
286,384,311,10,[]
287,389,257,21,[290]
288,390,278,9,[291]
289,392,447,24,[]
290,394,263,8,[287]
291,394,278,17,[288]
292,394,466,8,[]
293,396,45,27,[]
294,398,121,20,[]
295,398,360,24,[]
296,402,192,14,[]
297,402,291,13,[]
298,403,183,12,[]
299,403,215,18,[]
300,407,442,17,[]
301,408,29,18,[]
302,408,269,5,[309]
303,409,65,18,[]
304,409,121,7,[]
305,409,132,20,[]
306,409,161,10,[]
307,410,248,7,[]
308,413,45,13,[]
309,413,275,20,"[302, 310, 311]"
310,413,278,22,"[309, 311]"
311,414,281,13,"[309, 310]"
312,418,78,15,[]
313,418,162,8,[316]
314,420,416,7,[]
315,422,450,19,[]
316,423,166,18,[313]
317,428,432,11,[]
318,432,337,12,[]
319,433,304,7,[]
320,436,145,13,[]
321,437,308,6,[]
322,444,293,12,[]
323,446,456,11,[]
324,447,43,12,[327]
325,448,213,11,[]
