DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,2,222,17,"[2, 12]"
2,3,233,21,"[1, 17]"
3,4,159,16,[]
4,5,96,7,[]
5,6,328,17,[]
6,7,60,16,"[14, 18]"
7,8,347,10,[]
8,8,379,13,[21]
9,9,17,16,[]
10,9,428,8,[11]
11,10,428,14,[10]
12,11,224,12,[1]
13,11,250,10,[]
14,12,50,16,"[6, 24]"
15,12,262,8,[]
16,12,385,3,[21]
17,13,240,15,[2]
18,14,66,15,[6]
19,15,270,9,[]
20,15,281,13,[]
21,16,379,18,"[8, 16, 26]"
22,19,80,8,[]
23,20,231,11,[]
24,21,57,21,"[14, 27]"
25,21,88,8,[]
26,22,379,12,[21]
27,23,61,15,[24]
28,24,17,18,[]
29,24,39,10,[]
30,24,341,15,[]
31,24,463,20,"[38, 40]"
32,25,134,9,[]
33,25,301,9,[]
34,26,317,15,[]
35,26,437,16,[]
36,28,0,12,[]
37,31,288,21,[]
38,31,464,19,"[40, 31]"
39,32,354,14,[45]
40,33,466,13,"[38, 31]"
41,36,203,11,[]
42,36,377,24,[]
43,37,285,16,[]
44,38,251,16,[]
45,38,356,13,[39]
46,38,445,3,[]
47,39,429,8,[48]
48,40,430,20,"[47, 63, 58]"
49,41,4,8,[]
50,41,339,15,[56]
51,43,292,5,[]
52,44,235,13,[]
53,45,74,12,[]
54,45,107,15,[]
55,45,170,14,[]
56,45,338,16,"[50, 64]"
57,46,387,14,[67]
58,46,421,11,"[48, 63]"
59,47,192,11,[]
60,48,298,10,[]
61,49,47,11,[]
62,50,307,9,[]
63,51,428,23,"[48, 58]"
64,52,345,22,[56]
65,53,81,22,[]
66,53,138,13,[]
67,54,388,15,[57]
68,54,456,15,[]
69,55,10,11,[]
70,56,279,12,[]
71,58,206,13,[]
72,59,151,11,[]
73,60,408,16,[]
74,61,264,16,[]
75,62,19,8,[]
76,63,126,8,[]
77,66,247,6,[]
78,67,428,8,[]
79,68,85,10,[]
80,68,274,11,[]
81,69,0,14,[]
82,69,21,5,[]
83,75,97,12,[]
84,76,180,16,[]
85,77,59,17,[92]
86,77,246,15,[]
87,79,298,10,[]
88,83,276,18,[95]
89,84,417,9,[]
90,85,390,9,[]
91,85,431,12,[]
92,86,60,9,[85]
93,86,138,6,[]
94,87,182,10,[101]
95,87,278,21,[88]
96,87,360,12,[100]
97,88,11,10,[]
98,88,70,10,[]
99,88,400,14,[]
100,89,365,13,[96]
101,92,183,13,[94]
102,92,286,5,[]
103,93,198,14,[105]
104,95,349,11,[]
105,97,203,19,[103]
106,99,57,14,[]
107,100,103,10,[109]
108,101,91,12,[116]
109,101,111,18,[107]
110,102,71,10,"[115, 121]"
111,102,324,8,[]
112,102,406,14,[]
113,104,338,15,[]
114,106,15,14,[125]
115,107,71,7,"[110, 121]"
116,107,93,7,[108]
117,107,195,6,[]
118,108,266,24,[124]
119,108,287,15,[]
120,109,155,12,[]
121,110,68,18,"[110, 115]"
122,110,130,16,[]
123,110,241,17,[]
124,110,270,12,[118]
125,112,23,20,"[114, 133]"
126,112,48,23,[128]
127,114,86,17,[]
128,115,36,14,[126]
129,117,303,6,[]
