DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,377,8,[10]
2,1,35,18,[]
3,1,109,11,[]
4,1,132,18,[]
5,3,338,11,[]
6,4,53,12,[]
7,4,445,15,[]
8,5,268,19,[]
9,7,348,17,[12]
10,7,377,18,[1]
11,8,97,10,[]
12,8,350,12,[9]
13,11,13,6,[]
14,11,394,10,[22]
15,12,305,22,"[16, 17]"
16,13,310,16,"[15, 17]"
17,13,312,21,"[15, 16]"
18,14,30,5,[]
19,14,113,7,[]
20,14,151,16,[]
21,14,236,18,[]
22,14,387,10,[14]
23,15,431,5,[]
24,18,12,7,[]
25,18,129,22,[]
26,20,38,12,[31]
27,22,210,14,[]
28,22,456,6,[]
29,23,303,12,[34]
30,25,350,6,[]
31,27,42,15,[26]
32,28,329,8,[]
33,29,71,6,[]
34,30,299,9,[29]
35,30,454,6,[]
36,33,177,16,[]
37,33,181,10,[]
38,33,385,21,[]
39,34,257,8,[44]
40,36,37,8,[]
41,36,56,14,[]
42,37,276,27,[]
43,37,325,13,[]
44,38,264,14,"[39, 51]"
45,38,294,13,[]
46,41,3,14,[]
47,41,245,14,[51]
48,41,317,12,[54]
49,41,340,13,[57]
50,45,205,16,[]
51,46,257,20,"[44, 47, 62]"
52,46,462,16,[]
53,47,220,19,[]
54,47,316,14,[48]
55,49,289,20,"[60, 63]"
56,50,70,9,[]
57,50,332,19,[49]
58,52,23,15,[]
59,52,118,15,[]
60,52,293,12,"[63, 55]"
61,52,416,12,[]
62,53,258,16,[51]
63,54,287,17,"[60, 55]"
64,57,154,17,[]
65,58,170,19,[70]
66,59,329,12,[69]
67,60,130,12,[]
68,60,436,21,[]
69,61,323,19,[66]
70,62,166,18,"[65, 83, 85]"
71,62,203,17,[76]
72,64,92,11,[]
73,64,354,14,[]
74,64,378,3,[]
75,65,143,12,[]
76,65,208,15,[71]
77,65,270,10,[]
78,68,109,14,[79]
79,68,117,8,[78]
80,68,423,13,[]
81,69,194,13,[]
82,69,447,5,[]
83,71,162,21,"[70, 85, 89]"
84,73,229,9,[]
85,74,165,20,"[70, 83, 89]"
86,76,91,9,[]
87,79,61,13,[93]
88,80,143,18,[]
89,80,159,9,"[83, 85]"
90,83,448,7,[]
91,85,310,16,[]
92,85,342,14,[]
93,86,66,12,[87]
94,86,114,12,[]
95,87,77,15,[]
96,88,414,7,[]
97,90,95,11,[]
98,90,274,15,[]
99,91,4,11,[]
100,91,153,12,[]
101,91,295,13,[]
102,92,37,17,[]
103,92,323,11,[]
104,93,270,11,[109]
105,93,446,16,[]
106,95,386,16,[112]
107,95,459,21,[]
108,97,86,27,[]
109,97,275,15,[104]
110,97,421,16,[]
111,103,367,8,[115]
112,103,391,15,[106]
113,104,133,14,[]
114,104,345,19,[]
115,105,363,12,[111]
116,107,179,18,[]
117,108,328,11,[]
118,108,410,6,[]
119,109,17,10,[]
120,109,452,12,[]
121,113,213,7,[127]
122,113,461,7,[]
123,114,240,18,[130]
124,116,200,16,[127]
125,118,115,16,[]
126,119,30,12,[]
127,119,209,15,"[121, 124]"
128,120,63,18,[]
129,121,144,15,[]
130,121,247,14,[123]
131,122,405,16,[]
132,124,78,7,[]
133,126,309,12,[]
134,126,332,12,[]
135,128,16,23,[]
136,130,160,12,[]
137,134,290,6,[]
138,134,430,9,[143]
139,136,405,15,[]
140,136,459,11,[]
141,137,104,9,[147]
142,137,233,12,[]
143,138,429,14,"[138, 148]"
144,140,117,9,[]
145,140,276,14,[]
146,140,376,16,[]
147,141,108,11,[141]
148,141,421,11,[143]
149,144,168,13,[]
150,144,189,16,[]
151,144,303,8,[158]
152,144,440,16,[]
153,145,146,14,[]
154,146,2,13,[]
155,146,50,10,[]
156,147,259,15,[]
157,149,387,8,[161]
158,150,308,18,[151]
159,151,26,16,[165]
160,156,96,11,[]
161,156,384,19,"[157, 163]"
162,157,157,16,[]
163,157,375,17,[161]
164,158,183,19,[175]
165,159,28,16,[159]
166,161,59,19,[167]
167,161,64,17,[166]
168,161,117,13,"[173, 176]"
169,161,210,13,[177]
170,161,404,19,[178]
171,162,354,8,[174]
172,163,103,9,[]
173,163,113,15,"[168, 176]"
174,164,353,11,[171]
175,165,181,22,[164]
176,167,118,9,"[168, 173]"
177,167,205,18,[169]
178,167,417,21,[170]
179,172,24,13,[]
180,172,309,7,[]
181,172,434,14,[184]
182,174,172,15,[]
183,175,100,8,[]
184,176,435,21,[181]
185,179,21,15,[]
186,179,401,11,[]
187,180,231,16,[191]
188,180,377,17,"[189, 197]"
189,180,386,18,"[188, 193]"
190,180,416,8,[]
191,181,237,16,[187]
192,182,267,17,[200]
193,183,391,14,[189]
194,184,73,22,[]
195,184,360,6,[]
196,185,134,19,[]
197,188,373,11,[188]
198,189,24,9,[]
199,189,417,11,[]
200,191,265,13,[192]
201,191,349,22,[202]
202,192,339,15,[201]
203,194,328,17,[]
204,195,387,11,[]
205,196,47,18,[]
206,196,450,12,[]
207,197,360,22,[208]
208,199,359,15,[207]
209,200,76,19,[]
210,200,168,18,"[212, 215]"
211,201,1,18,[219]
212,201,178,15,"[210, 217]"
213,201,377,7,[]
214,202,142,18,[]
215,202,162,12,"[210, 216]"
216,203,158,12,[215]
217,205,184,6,[212]
218,205,391,6,[]
219,206,10,12,"[211, 221]"
