DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,1,193,12,[]
2,2,332,20,[23]
3,2,361,13,[19]
4,3,134,10,[9]
5,3,157,15,[10]
6,3,171,12,[]
7,4,225,21,[]
8,4,245,14,[]
9,5,143,15,"[4, 10]"
10,5,152,9,"[5, 9]"
11,5,384,11,[]
12,6,313,11,[14]
13,7,116,15,[]
14,7,309,13,[12]
15,7,350,14,"[19, 22]"
16,8,286,9,"[17, 21]"
17,8,289,20,"[16, 21]"
18,9,462,2,[]
19,10,358,18,"[3, 15, 22]"
20,11,156,8,[]
21,12,289,19,"[16, 17, 26]"
22,12,351,17,"[15, 19]"
23,14,332,13,"[2, 30, 35]"
24,15,415,12,[42]
25,15,425,22,"[38, 42]"
26,17,281,13,[21]
27,17,394,14,[32]
28,18,0,7,[]
29,19,18,16,[]
30,19,336,16,"[23, 35]"
31,20,375,20,[]
32,20,392,5,[27]
33,21,167,22,"[34, 48]"
34,21,167,17,"[33, 48]"
35,21,332,22,"[23, 30]"
36,21,409,13,[]
37,22,297,15,[49]
38,22,422,8,"[25, 42, 43]"
39,23,273,17,[]
40,23,451,6,[]
41,25,39,16,[]
42,25,422,20,"[24, 25, 38, 43]"
43,26,420,17,"[38, 42]"
44,27,113,13,[]
45,27,262,12,[]
46,28,59,14,[]
47,28,185,15,[]
48,29,168,16,"[33, 34]"
49,29,298,18,"[37, 58]"
50,29,321,9,[]
51,29,460,21,[]
52,30,26,16,[]
53,30,356,8,[]
54,31,387,5,[]
55,32,148,15,[56]
56,32,154,14,[55]
57,32,393,10,"[59, 63]"
58,33,300,8,[49]
59,33,401,14,[57]
60,34,222,7,[]
61,35,34,8,[]
62,36,127,12,[]
63,36,386,11,"[57, 74]"
64,37,97,19,[]
65,37,341,10,[]
66,37,373,12,[]
67,38,177,18,[]
68,40,139,15,[73]
69,40,397,12,[74]
70,41,116,7,[]
71,41,190,9,[]
72,42,47,16,[]
73,42,136,7,[68]
74,42,388,16,"[63, 69]"
75,43,235,23,[87]
76,43,363,13,[82]
77,43,424,13,[]
78,44,129,8,[]
79,44,334,16,[84]
80,45,107,3,[89]
81,45,278,15,[]
82,45,355,21,"[76, 84, 86, 94, 95, 97]"
83,46,151,13,[85]
84,46,344,18,"[79, 82, 86]"
85,47,153,10,[83]
86,47,350,12,"[82, 84, 95]"
87,48,230,11,[75]
88,50,63,21,[]
89,50,110,16,[80]
90,52,23,6,[]
91,53,25,19,[]
92,53,142,15,[104]
93,53,458,8,[]
94,54,366,21,"[95, 97, 82]"
95,55,354,18,"[94, 97, 108, 82, 86]"
96,57,226,5,[]
97,57,360,24,"[94, 95, 82]"
98,57,429,11,[107]
99,58,155,16,[]
100,58,309,20,[118]
101,59,245,11,"[106, 109]"
102,61,182,12,[105]
103,61,198,14,[]
104,62,134,19,"[92, 117]"
105,62,175,11,[102]
106,62,238,20,"[101, 109]"
107,62,435,18,[98]
108,64,348,16,[95]
109,65,250,20,"[101, 106]"
110,66,276,7,[]
111,66,378,7,[]
112,67,323,11,[]
113,67,447,12,[]
114,68,121,10,[]
115,68,407,16,[]
116,69,465,14,[125]
117,70,136,11,[104]
118,70,310,20,[100]
119,71,260,17,[]
120,71,335,16,[]
121,72,56,6,[127]
122,73,33,14,[128]
123,73,79,11,[]
124,75,113,17,[]
125,75,463,15,[116]
126,76,4,9,[]
127,76,64,19,[121]
128,77,29,10,[122]
129,77,184,12,[]
130,80,44,14,[]
131,80,405,14,[]
132,81,91,16,"[141, 143]"
133,82,17,13,[]
134,82,372,5,[]
135,82,389,11,"[138, 140]"
136,83,7,12,[139]
137,83,433,16,[]
138,84,383,15,"[135, 140]"
139,85,3,13,[136]
140,86,394,15,"[135, 138]"
141,88,98,26,"[132, 144]"
142,89,46,10,[]
143,89,87,20,"[152, 132]"
144,89,101,8,[141]
145,89,259,14,[]
146,89,322,16,[154]
147,89,370,14,[151]
148,89,466,10,[]
149,90,192,20,[]
150,90,215,18,[]
151,90,361,11,[147]
152,93,84,18,[143]
153,93,132,15,[]
154,93,330,17,"[158, 162, 146]"
155,93,434,10,[]
156,96,405,10,[160]
157,97,458,6,[]
158,99,331,19,"[154, 162]"
159,100,206,15,[]
160,100,397,14,[156]
161,101,62,14,[]
162,101,336,17,"[154, 158]"
163,101,354,11,[169]
164,106,228,21,[]
165,106,441,19,[]
166,107,212,9,[167]
167,108,214,9,[166]
168,108,391,7,[]
169,109,357,16,[163]
170,113,115,13,[181]
171,113,247,13,[178]
172,113,330,12,[173]
173,113,336,20,[172]
174,114,383,20,[189]
175,115,59,16,[]
176,116,176,14,[182]
177,116,197,16,[186]
178,116,255,20,"[171, 183]"
179,117,288,23,[180]
180,117,295,15,[179]
181,120,109,16,[170]
182,120,175,14,[176]
183,121,259,21,[178]
184,121,435,11,[]
185,124,24,18,[203]
186,124,200,12,"[177, 204]"
187,124,386,8,"[189, 194]"
188,124,448,9,[]
189,126,382,16,"[174, 187, 194]"
190,126,413,8,[]
191,128,305,5,[]
192,129,133,12,[193]
193,129,135,10,[192]
194,129,387,20,"[187, 189, 209]"
195,130,223,20,"[198, 211]"
196,130,361,17,[]
197,131,317,6,[]
198,132,220,18,"[195, 211]"
199,133,4,16,"[200, 201]"
200,133,7,14,"[199, 201]"
201,133,11,11,"[199, 200, 203]"
202,133,117,12,[215]
203,134,19,14,"[185, 201]"
204,134,195,21,"[186, 206]"
205,134,432,9,[]
206,135,188,7,[204]
207,135,277,11,[210]
208,136,263,17,"[218, 224]"
209,136,383,11,[194]
210,137,281,12,[207]
211,138,220,11,"[195, 198]"
212,138,296,21,[]
213,139,166,12,[]
214,139,315,7,[]
215,140,115,10,"[202, 217]"
216,140,334,10,[]
217,143,118,6,[215]
218,143,265,11,"[208, 224, 225, 232]"
219,144,206,16,"[223, 226]"
220,146,62,19,[]
221,146,361,10,[]
222,147,144,16,[231]
223,147,208,9,"[219, 226]"
224,148,265,19,"[208, 218, 225, 232]"
225,149,269,9,"[218, 224, 232]"
226,150,204,7,"[219, 223]"
227,150,285,17,[]
228,151,2,13,[]
229,151,253,12,[234]
230,152,122,10,[]
231,152,146,18,[222]
232,153,269,23,"[218, 224, 225, 241]"
233,154,48,3,[]
234,155,250,8,[229]
235,156,371,13,[]
236,156,393,13,[]
237,158,94,8,[]
238,159,179,7,[239]
239,161,180,16,"[238, 251]"
240,161,218,14,[]
241,161,265,13,[232]
242,161,308,4,[]
243,161,428,13,[]
244,162,49,9,[]
245,163,190,11,[251]
246,164,135,3,[]
247,165,155,23,[253]
248,165,295,24,[]
249,165,360,17,[256]
250,168,466,12,[]
251,169,181,16,"[239, 245]"
252,171,50,13,[]
253,171,159,11,[247]
254,172,50,17,[266]
255,172,332,13,[275]
256,172,362,12,"[262, 249]"
257,173,125,14,[264]
258,173,224,9,[]
259,175,39,15,"[265, 278]"
260,176,25,12,[265]
261,177,341,8,[]
262,177,355,22,"[256, 285]"
263,178,4,8,[]
264,178,119,13,[257]
265,180,36,23,"[259, 260, 278, 282]"
266,180,52,9,[254]
267,180,195,15,[]
268,180,226,11,[271]
269,180,409,22,[]
270,181,104,23,[]
271,181,222,10,[268]
272,181,253,18,[280]
273,181,276,10,[]
274,181,298,14,[]
275,181,331,14,"[255, 284]"
276,181,431,17,[]
277,182,12,17,[]
278,182,39,22,"[259, 265, 282]"
279,182,380,22,[]
280,185,262,18,"[272, 281]"
281,185,264,17,[280]
282,186,32,22,"[265, 278, 293]"
283,186,180,16,[286]
284,186,336,15,[275]
285,186,366,23,[262]
286,187,184,9,[283]
287,187,452,11,[]
288,188,327,7,[]
289,190,141,12,[]
290,190,399,15,[]
291,191,92,9,[]
292,191,297,4,[]
293,193,32,13,[282]
294,194,17,12,[]
295,195,460,15,[]
296,196,330,15,[]
297,197,76,13,[]
298,199,241,23,[]
299,200,41,15,[313]
300,200,299,13,"[301, 307]"
301,200,303,13,"[300, 307]"
302,201,200,11,[315]
303,201,258,5,[]
304,202,29,10,[313]
305,202,361,17,[]
306,203,181,23,[315]
307,203,304,8,"[300, 301]"
308,203,319,15,[310]
309,204,78,9,[]
310,205,315,8,[308]
311,206,131,11,[323]
312,206,264,9,[]
313,207,33,18,"[299, 304, 319]"
314,207,89,5,[]
315,208,195,19,"[302, 306, 320, 325]"
316,210,244,8,[328]
317,210,466,10,[]
318,211,163,4,[]
319,212,38,18,[313]
320,212,203,24,"[315, 325]"
321,212,427,9,[]
322,213,70,25,"[333, 337]"
323,213,130,11,"[311, 326, 335]"
