DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,311,5,[9]
2,1,330,11,[]
3,1,372,12,[]
4,1,392,12,[]
5,2,109,17,[]
6,3,75,23,"[10, 17]"
7,4,39,21,[11]
8,4,279,16,[]
9,4,316,15,"[1, 16]"
10,5,72,14,"[6, 17]"
11,6,42,13,[7]
12,6,142,15,[]
13,6,256,17,[]
14,8,161,15,[]
15,8,242,20,[]
16,8,320,20,[9]
17,10,71,12,"[6, 10]"
18,11,395,14,[]
19,14,336,11,[21]
20,14,372,20,[25]
21,15,336,14,[19]
22,16,124,24,[]
23,17,31,13,[]
24,17,180,18,[26]
25,17,381,16,"[20, 43]"
26,18,178,11,[24]
27,19,70,9,[]
28,20,5,19,[]
29,20,202,10,[36]
30,21,168,16,[]
31,21,296,12,[]
32,22,391,7,[]
33,22,439,7,[38]
34,23,149,10,[]
35,24,103,10,[]
36,24,198,13,"[29, 40]"
37,24,217,22,[49]
38,24,443,14,[33]
39,25,87,9,[]
40,26,190,22,[36]
41,26,279,11,[]
42,26,463,14,[]
43,28,378,19,[25]
44,29,23,17,[]
45,29,136,3,[]
46,30,73,16,[]
47,31,84,8,[]
48,32,348,8,[]
49,33,224,17,"[54, 37]"
50,33,400,5,[]
51,37,270,11,[]
52,38,281,7,[]
53,39,77,14,"[55, 62]"
54,39,216,14,[49]
55,41,67,14,[53]
56,41,204,2,[]
57,41,392,21,"[71, 73]"
58,42,247,13,"[65, 63]"
59,42,443,10,[]
60,43,357,13,[]
61,45,49,8,[69]
62,48,79,16,[53]
63,48,248,10,"[65, 58]"
64,49,404,17,[]
65,50,251,17,"[66, 58, 63]"
66,50,253,6,[65]
67,50,373,12,[]
68,51,114,4,[]
69,52,52,20,"[77, 61]"
70,52,162,19,[]
71,53,392,12,"[73, 57]"
72,54,140,20,"[76, 86, 90, 95]"
73,54,394,13,"[71, 57]"
74,54,460,15,[75]
75,54,461,13,[74]
76,55,140,10,[72]
77,56,50,15,[69]
78,56,92,12,[88]
79,56,223,10,[]
80,56,267,11,[]
81,56,420,18,[]
82,57,69,9,[]
83,57,119,22,[92]
84,57,209,8,[89]
85,58,10,21,[93]
86,58,149,13,[72]
87,58,323,17,[96]
88,60,98,16,"[78, 94]"
89,60,208,7,[84]
90,62,142,9,"[72, 95]"
91,63,237,20,[]
92,64,111,21,"[83, 94, 99]"
93,65,11,5,[85]
94,65,105,22,"[88, 92, 99]"
95,65,137,17,"[72, 90]"
96,65,322,21,"[87, 106]"
97,66,350,11,[]
98,67,421,6,[]
99,69,110,14,"[92, 94]"
100,69,435,10,[101]
101,71,435,25,"[100, 117]"
102,72,290,8,[]
103,73,90,22,"[110, 112]"
104,73,376,15,[109]
105,75,298,11,[]
106,75,320,14,[96]
107,76,11,7,[]
108,76,82,9,[110]
109,76,369,11,"[104, 113]"
110,77,81,19,"[103, 108]"
111,78,207,14,[]
112,79,99,14,"[103, 120]"
113,79,361,22,[109]
114,80,191,9,[]
115,80,244,11,[]
116,80,336,13,[]
117,80,437,16,"[101, 121]"
118,81,111,7,[]
119,84,38,10,[]
120,84,96,15,[112]
121,84,444,12,"[117, 127]"
122,84,460,7,[]
123,89,2,11,[]
124,89,162,19,[]
125,89,249,15,[]
126,90,88,9,[]
127,92,442,15,[121]
128,94,385,13,[]
129,94,423,13,[]
130,95,270,18,"[131, 134]"
131,102,273,18,"[130, 134, 144]"
132,102,458,23,[]
133,103,178,8,[139]
134,103,264,21,"[130, 131, 144, 149]"
135,103,433,12,[]
136,104,365,12,[140]
137,105,339,11,[]
138,107,9,10,[]
139,107,177,7,[133]
140,107,371,15,"[136, 142]"
141,108,142,17,[]
142,111,379,14,"[140, 143, 158]"
143,111,384,12,"[142, 158]"
144,113,274,14,"[131, 134]"
145,113,355,13,[150]
146,114,29,10,[147]
147,114,31,14,[146]
148,114,83,10,[154]
149,114,259,19,[134]
150,114,357,12,[145]
151,115,0,4,[]
152,115,70,19,[]
153,115,152,10,[]
154,116,86,15,"[148, 170]"
155,117,299,17,[]
156,117,371,15,[]
157,117,453,13,[]
158,118,388,14,"[142, 143]"
