DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,0,34,15,[]
2,1,69,15,[]
3,2,81,10,[]
4,2,319,16,"[11, 18]"
5,3,173,20,[]
6,3,439,14,[13]
7,4,420,8,[]
8,5,236,20,[]
9,5,457,10,[]
10,6,285,12,[]
11,7,328,14,"[4, 18]"
12,8,394,13,[]
13,8,434,13,[6]
14,10,340,14,[]
15,11,260,10,[23]
16,12,135,11,[]
17,12,218,14,[34]
18,12,322,13,"[4, 11, 24]"
19,13,6,15,[]
20,13,249,14,[23]
21,14,30,19,[]
22,14,148,17,[39]
23,14,254,18,"[15, 20]"
24,14,315,11,[18]
25,16,70,14,[]
26,16,427,12,[]
27,18,334,7,[]
28,19,124,18,[]
29,19,235,4,[]
30,19,409,9,[41]
31,21,243,13,[]
32,22,383,22,[]
33,22,436,24,[]
34,23,215,19,"[17, 46]"
35,23,307,20,[]
36,23,400,10,[]
37,23,419,17,[41]
38,25,69,11,[]
39,25,141,23,"[22, 42]"
40,25,173,10,[]
41,25,413,17,"[30, 37]"
42,26,146,17,[39]
43,27,291,4,[]
44,27,366,15,[]
45,30,96,16,[]
46,31,218,12,[34]
47,32,202,12,[]
48,32,221,6,[49]
49,32,224,11,[48]
50,32,424,6,[]
51,32,448,17,[57]
52,33,242,18,[]
53,33,356,22,[]
54,36,332,22,[56]
55,37,163,16,[]
56,38,330,4,[54]
57,38,451,19,[51]
58,39,415,16,[]
59,40,318,11,[]
60,42,254,11,[]
61,43,153,18,[73]
62,43,181,9,[]
63,44,367,14,[]
64,44,461,12,[]
65,48,433,5,[]
66,50,226,16,[]
67,50,344,24,[]
68,52,243,5,[]
69,52,286,11,[70]
70,52,289,17,[69]
71,52,343,16,[82]
72,55,81,12,[76]
73,55,152,17,"[79, 61]"
74,55,270,15,[]
75,56,394,18,"[81, 90]"
76,57,73,11,[72]
77,58,203,16,"[80, 85, 94]"
78,59,250,8,[]
79,60,151,15,[73]
80,60,201,6,"[77, 94]"
81,60,391,8,"[75, 90]"
82,61,346,14,[71]
83,62,14,16,[93]
84,64,132,18,[]
85,64,203,7,"[77, 94]"
86,64,409,11,[96]
87,65,46,5,[]
88,65,360,15,[89]
89,65,369,14,[88]
90,65,389,19,"[75, 81]"
91,67,222,17,[99]
92,68,7,6,[93]
93,68,14,26,"[83, 92]"
94,69,197,28,"[77, 80, 85, 106]"
95,71,308,18,[]
96,71,409,17,"[86, 98]"
97,72,113,19,[]
98,72,417,13,[96]
99,74,213,14,[91]
100,76,401,7,[]
101,77,92,14,[]
102,79,155,13,[105]
103,79,279,16,[]
104,79,428,11,[]
105,81,163,18,[102]
106,82,204,21,[94]
107,83,406,14,[110]
108,84,220,24,"[119, 113]"
109,85,380,21,"[122, 126]"
110,85,415,13,[107]
111,86,315,14,[]
112,87,71,9,[]
113,87,229,19,"[119, 108]"
114,88,34,13,[]
115,89,175,22,[]
116,89,395,18,"[117, 123]"
117,89,395,14,"[116, 123]"
118,90,456,13,[]
119,91,225,19,"[108, 113]"
120,91,271,22,[]
121,91,451,17,[]
122,93,386,13,"[123, 126, 109]"
123,94,392,13,"[122, 126, 116, 117]"
124,95,340,11,[]
125,96,253,14,[]
126,97,384,14,"[122, 123, 109]"
127,98,29,6,[]
128,100,61,14,[]
129,100,207,18,[]
130,100,244,7,[]
131,102,83,20,[139]
132,102,95,11,[]
133,103,160,10,[]
134,104,432,17,[]
135,107,186,18,[]
136,107,419,14,"[137, 147]"
137,107,421,11,"[136, 147]"
138,108,377,12,[]
139,109,83,10,[131]
140,109,170,11,[]
141,110,329,17,"[142, 149]"
142,110,333,7,"[141, 149]"
143,111,359,12,[]
144,112,298,18,[]
145,112,348,13,[]
146,114,122,12,[]
147,114,416,15,"[136, 137, 155]"
148,118,101,5,[]
149,118,332,16,"[141, 142]"
150,119,18,25,"[162, 166]"
151,119,148,18,[152]
152,119,151,20,[151]
153,122,306,13,[]
154,123,227,7,[]
155,123,415,15,[147]
156,124,189,10,[]
157,126,41,19,"[167, 170]"
158,126,221,13,[]
159,126,292,10,[]
160,126,346,12,[168]
161,126,385,16,[]
162,127,9,19,"[150, 163]"
163,127,13,11,"[162, 166]"
164,129,98,9,[]
165,129,361,11,[]
166,130,21,17,"[150, 163]"
167,131,35,12,[157]
168,132,339,18,[160]
169,135,278,20,[]
170,136,46,13,[157]
171,139,419,16,[]
172,140,246,20,[173]
173,140,251,17,[172]
174,141,31,7,[]
175,141,324,11,[]
176,143,372,19,"[179, 181]"
177,145,4,15,[]
178,146,74,6,[]
179,146,373,13,"[176, 181]"
180,147,291,20,[]
