DropletID,CenterX,CenterY,Area,OverlappedDropletsID
1,1,192,14,[4]
2,1,225,15,"[6, 18]"
3,1,258,14,[23]
4,2,194,22,[1]
5,3,55,22,[]
6,3,233,2,"[2, 18]"
7,3,436,15,[]
8,4,31,24,[]
9,4,158,13,[]
10,4,210,10,[27]
11,4,382,10,[]
12,5,365,16,[]
13,6,7,12,[]
14,6,150,12,[]
15,6,276,19,[28]
16,6,287,13,[]
17,6,426,10,[]
18,9,227,17,"[2, 6]"
19,10,98,21,[]
20,11,13,10,[]
21,11,45,10,[]
22,11,70,21,[]
23,11,257,16,"[3, 32]"
24,12,215,15,[27]
25,13,134,18,[]
26,13,193,5,[]
27,13,209,19,"[10, 24]"
28,15,273,14,"[15, 34]"
29,16,389,23,[43]
30,16,437,13,[]
31,18,355,23,[]
32,19,258,9,[23]
33,22,148,18,"[37, 42]"
34,22,279,14,[28]
35,23,34,15,[]
36,23,49,8,[]
37,24,150,24,"[33, 42]"
38,25,200,14,[]
39,25,324,13,[]
40,26,177,16,[44]
41,26,436,11,[]
42,27,145,9,"[33, 37]"
43,27,396,18,"[29, 45]"
44,29,179,25,[40]
45,29,392,10,[43]
46,30,87,3,[]
47,32,256,21,[]
48,33,105,13,[56]
49,33,350,11,[]
50,35,373,8,[]
51,36,325,14,[58]
52,38,75,15,[]
53,38,224,8,[]
54,40,31,18,[68]
55,40,120,10,[56]
56,41,110,19,"[48, 55]"
57,42,238,16,[67]
58,42,326,14,"[51, 63]"
59,43,360,18,[]
60,44,390,22,[]
61,45,282,8,[]
62,46,301,12,[70]
63,46,333,17,"[58, 74]"
64,46,448,5,[]
65,48,273,12,[]
66,48,310,12,[70]
67,49,229,14,[57]
68,50,23,19,"[54, 72]"
69,50,79,4,[]
70,50,302,12,"[62, 66]"
71,50,316,5,[]
72,51,14,7,[68]
73,51,58,12,[]
74,52,337,13,[63]
75,53,83,9,[]
76,55,88,8,[]
77,55,385,6,[]
78,58,115,16,[]
79,58,445,9,[]
80,59,37,22,[]
81,59,427,18,[89]
82,60,101,15,[]
83,62,325,20,[84]
84,62,326,10,[83]
85,63,304,22,[]
86,65,140,15,[]
87,66,234,18,[100]
88,67,254,9,[]
89,67,424,16,[81]
90,69,53,10,[]
91,69,404,12,[]
92,70,33,12,[93]
93,70,34,17,"[92, 104]"
94,70,156,18,[101]
95,71,359,21,[98]
96,73,98,16,[]
97,73,180,15,[102]
98,73,354,19,[95]
99,73,391,11,[]
100,74,235,6,[87]
101,75,159,10,[94]
102,75,193,23,"[97, 107]"
103,76,255,10,[]
104,77,42,27,[93]
105,78,72,20,[]
106,78,168,13,[]
107,78,199,16,[102]
108,82,112,16,[]
109,82,336,18,[]
110,83,20,10,[]
111,83,133,19,[]
112,85,357,16,[]
113,87,32,12,[]
114,87,97,16,[]
115,88,261,19,[119]
116,89,205,8,[]
117,90,230,17,[]
118,90,285,12,[]
119,93,270,2,[115]
120,93,424,10,[]
121,93,456,8,[]
122,94,139,11,[]
123,94,395,19,[133]
124,97,159,18,[]
125,100,39,16,[127]
126,100,96,17,[]
127,102,43,26,[125]
128,104,216,13,[]
129,104,277,9,[]
130,104,298,17,[]
131,105,392,22,[133]
132,106,84,12,[135]
133,106,389,16,"[123, 131]"
134,106,449,15,[]
135,107,82,15,"[132, 140]"
136,108,332,3,[]
137,112,145,12,[]
138,113,28,12,[]
139,114,337,14,[]
140,115,91,18,[135]
141,116,318,19,[145]
142,117,48,16,"[147, 149, 157]"
143,117,218,17,[]
144,118,410,17,[]
145,119,318,12,[141]
146,119,442,17,[]
147,120,43,21,"[142, 149, 157]"
148,120,72,10,[]
149,121,42,13,"[142, 147, 157]"
150,121,170,19,[]
151,122,268,21,[]
152,123,354,12,[]
153,124,245,5,[]
154,124,402,8,[]
155,126,296,13,[]
156,127,21,6,[]
157,129,44,16,"[142, 147, 149]"
158,130,177,8,[]
159,131,226,8,[]
160,136,72,17,[]
161,136,380,18,[]
162,138,266,17,[]
163,139,148,17,[173]
164,141,339,18,[172]
165,143,30,5,[]
166,143,160,14,[]
167,143,351,13,"[170, 172]"
168,144,212,16,[]
169,144,278,7,[175]
170,146,356,27,"[167, 172, 179]"
171,147,78,24,[]
172,147,345,18,"[164, 167, 170, 179]"
173,148,149,20,[163]
174,149,295,13,[]
175,151,279,14,[169]
176,152,198,10,[]
177,152,252,14,[185]
178,154,48,18,[]
179,154,352,19,"[170, 172]"
180,154,379,11,[]
181,154,462,15,[]
182,156,92,10,[]
183,156,368,8,[186]
184,156,429,10,[]
185,161,250,15,"[177, 194]"
186,161,367,14,"[183, 187]"
187,161,370,8,[186]
188,161,400,8,[191]
189,161,440,10,[]
190,162,113,18,"[207, 200, 201, 202]"
191,162,393,19,[188]
192,163,306,10,[]
193,164,271,11,[]
