Volume,Cumulative Fraction
0.2692793703076965,5.900749395173186e-05
0.2991993003418851,0.00012457137612032282
0.2991993003418851,0.0001901352582889138
0.2991993003418851,0.00025569914045750475
0.32911923037607355,0.00032781941084295484
0.35903916041026207,0.000406496069445264
0.35903916041026207,0.0004851727280475731
0.35903916041026207,0.0005638493866498823
0.35903916041026207,0.0006425260452521915
0.35903916041026207,0.0007212027038545006
0.35903916041026207,0.0007998793624568098
0.41887902047863906,0.000891668797492837
0.4487989505128276,0.0009900146207457235
0.4487989505128276,0.00108836044399861
0.4487989505128276,0.0011867062672514964
0.4787188805470161,0.001291608478721242
0.4787188805470161,0.0013965106901909876
0.4787188805470161,0.0015014129016607332
0.5086388105812046,0.0016128715013473379
0.5086388105812046,0.0017243301010339423
0.538558740615393,0.0018423450889374058
0.538558740615393,0.0019603600768408696
0.538558740615393,0.0020783750647443335
0.538558740615393,0.002196390052647797
0.5684786706495816,0.00232096142876812
0.5983986006837702,0.002452089193105302
0.5983986006837702,0.002583216957442484
0.5983986006837702,0.002714344721779666
0.5983986006837702,0.002845472486116848
0.6283185307179586,0.002983156638670889
0.6283185307179586,0.0031208407912249304
0.6283185307179586,0.0032585249437789713
0.6283185307179586,0.003396209096333012
0.6582384607521471,0.0035404496371039124
0.6582384607521471,0.0036846901778748125
0.6582384607521471,0.003828930718645713
0.6582384607521471,0.003973171259416613
0.6881583907863357,0.004123968188404372
0.6881583907863357,0.004274765117392131
0.6881583907863357,0.0044255620463798905
0.6881583907863357,0.0045763589753676495
0.7180783208205241,0.004733712292572268
0.7180783208205241,0.004891065609776886
0.7479982508547126,0.005054975315198364
0.7779181808889012,0.0052254414088367
0.8078381109230895,0.005402463890691896
0.8078381109230895,0.005579486372547091
0.8078381109230895,0.005756508854402286
0.8078381109230895,0.0059335313362574825
0.8078381109230895,0.006110553818112678
0.8078381109230895,0.006287576299967874
0.8078381109230895,0.006464598781823069
0.8078381109230895,0.0066416212636782644
0.8377580409572781,0.00682520013375032
0.8377580409572781,0.007008779003822374
0.8377580409572781,0.007192357873894429
0.8377580409572781,0.0073759367439664835
0.8377580409572781,0.007559515614038537
0.8377580409572781,0.007743094484110592
0.8377580409572781,0.007926673354182645
0.8377580409572781,0.0081102522242547
0.8377580409572781,0.008293831094326755
0.8676779709914667,0.008483966352615668
0.8676779709914667,0.00867410161090458
0.8676779709914667,0.008864236869193494
0.8676779709914667,0.009054372127482408
0.8676779709914667,0.009244507385771322
0.8676779709914667,0.009434642644060236
0.8676779709914667,0.00962477790234915
0.8676779709914667,0.009814913160638062
0.8676779709914667,0.010005048418926975
0.8676779709914667,0.01019518367721589
0.8676779709914667,0.010385318935504803
0.8676779709914667,0.010575454193793717
0.8975979010256552,0.01077214584029949
0.8975979010256552,0.010968837486805263
0.9275178310598436,0.011172085521527896
0.9275178310598436,0.011375333556250526
0.9275178310598436,0.011578581590973159
0.9275178310598436,0.011781829625695791
0.9275178310598436,0.011985077660418423
0.9275178310598436,0.012188325695141056
0.9275178310598436,0.012391573729863688
0.9275178310598436,0.01259482176458632
