DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,1,176,104.0,[],16
2,4,220,109.5,[],17
3,4,340,113.5,[],16
4,6,768,37.0,[],9
5,10,111,46.0,[],11
6,10,368,39.0,[],10
7,14,403,97.5,[],15
8,17,481,85.5,[],14
9,17,519,70.0,[],14
10,20,449,95.0,[],15
11,20,832,17.5,[],6
12,23,767,80.5,[],14
13,24,31,41.5,[],9
14,30,252,73.0,[],13
15,30,285,40.0,[],9
16,33,30,39.5,[],10
17,36,538,51.5,[],11
18,37,437,62.0,[21],13
19,39,777,40.5,[],10
20,41,752,53.0,[],11
21,42,440,84.5,[18],15
22,47,119,76.5,[],13
23,47,159,29.0,[],9
24,47,720,77.5,[],14
25,48,180,70.5,[],13
26,49,91,60.0,[],12
27,51,643,66.5,[],13
28,51,808,73.0,[],13
29,53,493,66.0,[],13
30,56,0,43.5,[],11
31,56,556,69.5,[],13
32,57,825,38.0,[],10
33,58,48,15.0,[],5
34,61,21,81.5,[],14
35,61,368,55.5,[],12
36,62,636,102.5,[],16
37,63,34,70.5,[],13
38,63,513,58.0,[],12
39,67,837,46.0,[],11
40,68,274,55.0,[],12
41,68,320,41.0,[],10
42,68,403,48.0,[],11
43,70,145,63.5,[],12
44,71,240,8.0,[],4
45,71,340,51.0,[],11
46,74,565,50.0,[],11
47,78,103,52.0,[],11
48,79,352,71.0,[],13
49,81,382,87.0,[],14
50,82,886,51.5,[],11
51,84,742,16.5,[],6
52,85,452,81.0,[],14
53,85,834,69.0,[],12
54,86,810,82.5,[55],13
55,86,814,48.0,[54],11
56,88,573,57.0,[],12
57,88,788,77.5,[],14
58,89,102,60.0,[],12
59,89,324,45.0,[],10
60,91,206,84.5,[],15
61,92,60,58.5,[],12
62,92,164,49.0,[],11
63,93,682,52.0,[],11
64,95,455,19.0,[],7
65,98,69,36.5,[],9
66,101,731,49.5,[],11
67,104,576,50.5,[74],11
68,104,833,65.5,[],13
69,105,360,37.5,[],10
70,107,279,51.5,[],11
71,107,380,54.0,[72],12
72,107,387,56.5,[71],12
73,109,468,86.5,[77],14
74,109,579,56.5,[67],12
75,113,111,86.5,[],14
76,115,13,36.0,[],9
77,115,459,86.5,[73],14
