DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,2,239,331.0,"[12, 15]",30
2,6,5,586.0,[],40
3,6,462,628.5,[],42
4,6,1152,345.0,[],32
5,8,150,167.5,[],21
6,10,1015,435.5,[],34
7,11,964,193.0,[],21
8,11,1037,374.0,[],31
9,13,617,274.5,[],27
10,14,74,194.0,[],23
11,14,129,406.0,[16],32
12,15,229,496.0,"[1, 15, 25]",37
13,16,665,372.0,[21],31
14,17,41,478.0,[],36
15,17,222,399.5,"[1, 12, 25]",33
16,18,107,603.5,[11],41
17,18,198,235.0,[],25
18,20,543,125.0,[],17
19,21,1086,109.5,[],16
20,22,377,446.5,"[29, 32]",34
21,22,659,208.0,[13],22
22,24,804,260.0,[],26
23,25,416,212.5,[],23
24,26,834,479.5,[],37
25,27,234,359.0,"[12, 15]",30
26,27,950,331.5,[33],29
27,28,984,335.5,[],28
28,29,323,405.5,[],32
29,31,398,358.0,[20],31
30,33,540,362.0,[],31
31,34,773,225.5,[],26
32,36,374,291.5,[20],26
33,37,937,238.5,[26],25
34,40,407,248.5,[],25
35,47,799,386.5,[],33
36,47,1053,587.5,[40],39
37,48,1018,359.5,[],32
38,51,425,326.5,[],30
39,53,709,501.0,[],35
40,53,1047,455.5,[36],34
41,58,950,329.0,[43],29
42,59,818,457.0,[46],35
43,59,931,423.0,[41],33
44,60,229,255.0,[],26
45,60,375,215.0,[],24
46,60,821,157.5,[42],20
47,62,973,378.5,[],31
48,64,485,178.5,[],22
49,66,904,332.5,[],30
50,67,89,577.5,[],37
51,67,999,295.5,[],29
52,69,536,412.5,[],32
53,70,625,550.5,[55],37
54,70,841,426.0,[],33
55,71,614,161.0,[53],20
56,71,758,255.0,[],26
57,72,171,276.5,[],27
58,72,464,216.5,[],24
59,73,683,328.0,[],29
60,78,58,300.0,[],27
61,78,576,304.0,[63],28
62,78,1157,312.0,[65],29
63,81,591,256.5,[61],26
64,83,270,165.0,[],21
65,84,1151,227.0,"[62, 70]",24
66,85,928,281.5,[67],28
67,95,921,309.0,[66],28
68,95,1003,290.5,[76],27
69,96,326,479.5,"[82, 86]",37
70,96,1166,448.5,[65],33
71,99,16,186.5,[],22
72,100,113,280.0,[],28
73,100,777,216.0,[],22
74,100,871,495.0,[],38
75,101,983,331.5,[],31
76,101,1020,259.0,[68],26
77,103,435,313.0,[],29
78,103,841,282.0,[],27
79,105,357,360.5,[82],29
80,106,565,312.5,[],27
81,107,253,270.0,[],28
82,107,341,341.0,"[69, 79, 86]",29
83,111,532,125.0,[],19
84,113,584,238.0,[],26
85,115,66,153.0,[],20
86,115,335,363.5,"[69, 82]",32
87,125,136,586.0,[],40
88,125,436,191.0,[],23
89,125,1099,160.0,[],20
90,129,1126,315.0,[97],28
91,130,737,220.5,[],24
92,133,603,439.5,[],33
93,133,989,372.5,[],32
94,140,929,239.0,[],25
95,142,806,303.5,[96],27
96,143,819,330.5,[95],31
97,143,1125,467.5,[90],35
98,146,913,110.0,[],18
99,148,521,336.0,[],29
100,148,1018,458.5,[],34
101,151,407,354.0,[],30
102,154,628,272.5,[],26
103,158,676,414.0,"[107, 110]",33
104,161,988,408.5,[],34
105,162,547,343.5,[],30
106,164,912,250.5,[108],25
107,166,678,395.5,"[103, 110, 115]",33
108,167,927,266.0,[106],26
109,168,250,330.5,[],30
110,168,683,404.0,"[103, 107, 115]",31
111,173,872,194.0,[],23
112,178,37,178.5,[],22
113,178,171,417.5,[],33
114,178,522,138.0,[],19
115,178,673,444.0,"[107, 110]",34
116,179,968,381.0,[],31
117,179,1053,613.0,[127],38
118,181,409,119.0,[],18
119,182,1111,211.5,[],23
120,184,827,156.5,[],20
121,184,1090,479.5,[],37
122,186,544,364.5,[125],30
123,187,878,476.0,[],35
124,187,1002,427.0,[],33
125,189,559,372.5,[122],32
126,192,134,326.5,[],30
127,194,1038,363.0,"[117, 136]",31
128,195,748,295.5,[132],29
129,196,57,285.0,[],27
130,196,1168,513.0,[],36
131,198,448,344.0,[133],30
132,198,746,430.0,[128],34
133,208,458,148.5,[131],20
134,209,786,318.5,[148],29
135,209,972,491.5,[],35
136,209,1029,493.5,[127],38
137,210,250,152.0,[],20
138,212,479,221.5,[],25
139,213,608,180.5,[],22
140,214,867,239.5,[],25
141,215,758,285.5,[],27
142,218,939,107.0,[],15
143,220,124,276.0,[144],27
144,221,113,417.5,[143],33
145,224,625,435.0,[],33
146,226,300,441.0,[],34
147,228,170,297.5,[],27
148,228,778,285.0,[134],27
149,229,271,477.5,[],35
150,230,85,289.5,[154],27
151,230,209,175.0,[],20
152,231,872,123.5,[],17
153,233,43,577.0,[154],38
154,233,67,357.5,"[150, 153]",31
155,233,230,247.5,[],25
156,233,1028,293.5,[163],27
157,235,246,77.5,[],14
158,235,858,130.5,[],19
159,239,1101,359.0,"[160, 161]",30
160,243,1094,774.0,"[159, 161]",44
161,244,1116,521.0,"[159, 160]",36
162,246,305,57.0,[],12
163,248,1021,276.0,"[156, 171]",26
164,249,458,271.5,[],27
165,252,483,202.0,[],24
166,253,860,406.0,[],33
167,256,193,128.5,[],18
168,256,361,467.5,[],35
169,259,391,374.0,"[172, 184]",31
170,259,925,354.5,[],29
171,259,1032,326.5,[163],30
172,261,408,255.5,"[169, 184]",25
173,264,583,291.0,[],27
174,266,640,430.0,[],34
175,267,1068,354.0,[180],30
176,269,480,122.0,[],18
177,270,220,414.0,[182],33
178,270,1027,62.0,[],13
179,271,456,267.0,[],28
180,271,1078,348.5,[175],31
181,273,86,394.5,[],31
182,274,205,271.5,[177],27
183,274,326,628.0,[],42
184,274,397,341.5,"[169, 172]",29
185,274,1159,157.5,[186],20
186,282,1145,393.5,[185],32
187,284,849,245.0,[194],25
188,286,564,501.0,[191],35
189,287,292,115.5,[],17
190,288,1053,248.5,[],25
191,293,564,413.5,"[188, 199]",33
192,295,111,245.0,[],24
193,295,690,215.0,[200],24
194,297,862,318.0,[187],29
195,298,19,285.0,[],27
196,299,815,310.5,[],29
197,302,1094,285.0,[],27
198,303,195,280.5,[207],28
199,304,580,276.0,[191],26
200,308,687,267.5,"[193, 201]",27
201,310,693,125.5,[200],17
202,311,456,228.5,[206],24
203,313,961,406.0,[],32
204,313,1040,238.0,[208],26
205,314,607,444.5,[],36
206,315,451,190.0,[202],22
207,317,207,439.5,[198],36
208,318,1057,644.5,"[204, 219, 216]",40
209,323,1146,780.0,[],45
210,324,433,172.5,[],22
211,324,811,327.0,[],29
212,325,515,400.5,[],32
213,325,926,276.5,[],26
214,327,257,162.0,[215],20
215,327,260,150.0,[214],20
216,327,1064,255.0,"[208, 219]",26
217,330,42,255.5,[],25
218,330,639,164.5,[],20
219,330,1071,472.0,"[208, 216]",36
220,333,675,250.5,[],24
221,334,602,483.5,[232],35
222,336,143,266.5,[],25
223,336,966,398.5,[],33
224,339,238,413.5,[],33
225,341,375,501.5,[],37
226,343,857,394.5,[],31
227,344,766,359.0,[],30
228,346,503,228.5,[],24
229,347,663,546.5,[239],38
230,349,19,100.5,[],17
231,350,524,412.5,[238],32
232,350,594,206.5,[221],23
233,350,1026,577.0,[],38
234,351,640,375.0,[239],32
235,352,1081,375.0,[],32
236,356,798,408.5,[],32
237,357,696,408.5,[],32
238,362,528,225.5,[231],26
239,365,656,516.5,"[229, 234]",37
240,365,835,564.5,[],38
241,367,416,209.5,[244],24
242,372,545,280.0,[],27
243,374,117,304.0,[],28
244,374,433,258.5,[241],27
245,375,1138,145.0,[249],20
246,378,66,166.0,[],21
247,379,320,271.5,[],26
248,382,860,56.0,[],12
249,382,1146,487.0,[245],36
250,383,32,390.5,[],31
251,385,450,157.0,[],21
252,385,742,230.5,[],24
253,387,782,274.0,[],27
254,390,649,570.5,[],39
255,392,677,253.0,[],26
256,395,583,380.0,"[261, 263]",30
257,399,1054,370.5,[260],32
258,400,95,432.5,[],33
259,401,884,280.0,[],27
260,402,1047,239.5,[257],26
261,404,586,390.5,"[256, 263]",31
262,405,434,216.5,[],24
263,405,597,363.0,"[256, 261]",31
264,406,49,440.0,[273],33
265,408,177,390.0,[],32
266,409,300,38.5,[],9
267,410,209,155.5,[],19
268,411,547,473.5,[],35
269,413,1112,133.0,[],18
270,415,644,226.5,[],24
271,417,365,199.0,[],22
272,417,742,426.0,[279],33
273,419,47,477.5,"[264, 289]",35
274,419,911,288.5,[286],28
275,422,108,253.0,[287],26
276,422,707,53.0,[],12
277,423,142,145.0,[],19
278,423,500,462.5,[],35
279,424,723,280.0,"[272, 290]",28
280,429,776,391.5,[],30
281,431,1004,264.0,"[285, 298]",27
282,432,1121,395.5,[297],33
283,435,445,427.5,[292],33
284,435,537,491.5,[],35
285,436,1015,393.5,"[281, 298]",32
286,437,924,361.0,"[274, 295]",29
287,438,109,466.5,[275],36
288,438,1063,211.0,[],23
289,439,50,483.5,[273],35
290,439,715,314.0,[279],28
291,440,26,252.5,[],26
292,440,464,423.0,[283],33
293,446,83,221.5,[],24
294,446,694,362.0,[],30
295,447,926,126.0,"[286, 306]",17
296,448,165,140.0,[],20
297,448,1114,394.5,"[282, 310]",32
298,451,993,542.5,"[281, 285]",37
299,451,1049,438.5,[],33
300,452,725,145.0,[],20
301,453,870,378.5,[],31
302,454,485,341.0,[],30
303,455,426,335.5,[],28
304,455,1151,391.5,[],32
305,456,400,218.5,[],24
306,456,925,145.0,[295],19
307,457,890,182.5,[311],21
308,458,1033,73.0,[],13
309,464,461,356.5,[],30
310,467,1115,336.5,[297],29
311,469,887,335.0,[307],30
312,473,64,262.5,[],27
313,473,373,423.0,[],33
314,476,598,217.5,[],23
315,477,238,444.5,[317],36
316,480,140,186.5,[],21
317,480,219,176.0,[315],21
318,480,808,334.0,[325],29
319,483,474,391.5,[],30
320,486,419,296.0,[],29
321,488,783,545.5,[325],37
322,491,497,276.5,[],27
323,494,443,402.5,[],34
324,496,722,476.0,[],35
325,499,802,414.5,"[318, 321, 332]",33
326,500,631,360.5,[],29
327,501,28,233.5,[],26
328,503,1034,411.0,[340],32
329,505,300,462.5,[],35
330,507,105,410.5,[],31
331,507,240,216.0,[],23
332,507,803,117.5,"[325, 344]",17
333,511,361,462.5,[338],35
334,514,190,532.0,[339],37
335,514,1137,216.5,[346],23
336,515,421,445.5,"[341, 350]",35
337,517,333,475.0,[],34
338,517,386,518.0,"[333, 351]",37
339,518,171,276.0,[334],26
340,518,1029,312.5,[328],27
341,519,418,328.0,"[336, 350]",30
342,522,215,198.5,[343],22
343,523,226,293.0,[342],29
344,524,795,661.5,[332],43
345,524,1112,342.0,[],29
346,524,1142,228.5,[335],24
347,525,644,338.0,[],30
348,527,943,382.5,[],32
349,529,753,348.5,[356],31
350,534,421,577.0,"[336, 341]",37
351,535,379,340.0,"[338, 354]",29
352,538,1054,724.0,[369],43
353,539,904,284.0,[],27
354,541,360,242.0,[351],25
355,542,238,238.5,[],25
356,542,752,435.5,[349],33
357,543,528,287.5,[],28
358,544,332,418.5,[],33
359,546,213,398.0,[],32
360,548,575,290.5,[367],29
361,548,1002,427.5,"[362, 370]",33
362,549,1024,363.0,[361],31
363,550,613,362.0,[],31
364,552,490,546.0,[],37
365,555,1115,478.5,[371],35
366,557,23,305.5,[],28
367,559,569,203.5,[360],23
368,561,734,437.5,[373],34
369,561,1041,291.5,[352],26
370,562,995,264.0,"[361, 375]",26
371,562,1112,478.0,[365],36
372,563,534,42.5,[],9
373,563,750,287.5,[368],28
374,569,273,252.0,[],26
375,569,987,299.0,[370],27
376,570,98,521.0,[],36
377,572,331,458.5,[],34
378,575,893,245.5,[],26
379,578,577,394.5,[],32
380,579,1023,138.5,[385],19
381,580,710,190.0,[390],23
382,582,158,267.5,[394],27
383,583,31,250.5,[],26
384,584,506,290.5,[],29
385,585,1013,273.5,[380],27
386,586,48,105.0,[392],17
387,586,751,95.5,[],16
388,587,183,237.0,[],26
389,589,225,132.0,[],19
390,590,714,242.5,[381],25
391,590,985,307.5,[],29
392,591,55,557.5,[386],39
393,592,634,412.5,[398],32
394,594,147,285.0,[382],27
395,595,833,325.5,[],29
396,598,898,401.5,[],31
397,599,123,191.0,[],23
398,599,641,209.0,[393],23
399,600,384,435.5,[409],34
400,603,752,369.5,[],31
401,607,1028,545.5,[],37
402,610,26,423.0,[],32
403,611,254,146.0,[],19
404,611,360,375.5,[],31
405,611,459,158.0,[],19
406,612,280,131.0,[],19
407,613,177,255.0,[],26
408,613,990,237.0,[],26
409,614,396,277.5,"[399, 412, 416]",27
410,615,504,278.5,[],26
411,617,946,322.5,[],29
412,618,410,444.0,"[409, 413, 416]",34
413,620,420,520.0,[412],36
414,621,124,291.5,[],28
415,621,774,249.5,[],25
416,623,393,285.0,"[409, 412]",27
417,623,806,448.5,[],34
418,624,551,151.0,[],19
419,625,476,341.0,[],29
420,626,1096,586.0,[],40
421,628,47,303.5,[],27
422,629,1152,365.5,[],30
423,634,1046,164.5,[],19
424,635,1016,334.0,[],30
425,647,964,221.5,[],24
426,648,304,238.0,[],26
427,650,338,266.5,[],25
428,651,879,306.5,[],29
429,654,1049,398.0,[],32
430,658,269,408.5,[],33
431,658,411,242.5,[435],25
432,663,11,178.5,[],21
433,667,979,187.0,[],22
434,668,857,291.5,[],26
435,669,419,405.5,[431],32
436,670,227,276.5,[449],26
437,672,127,270.0,[],27
438,672,1100,398.5,[],33
439,677,350,383.0,[444],32
440,677,713,107.0,"[441, 445]",17
441,679,731,577.5,"[440, 445, 447]",37
442,680,57,139.5,[],20
443,680,453,192.5,[],22
444,681,352,574.0,[439],38
445,681,723,385.0,"[440, 441, 447]",33
446,682,628,728.5,[453],43
447,685,738,207.0,"[441, 445, 454]",22
448,685,886,487.0,[],36
449,687,230,338.0,[436],30
450,690,1168,523.5,[],36
451,693,829,201.5,[],22
452,693,1007,190.0,[],22
453,695,623,345.0,"[446, 460]",32
454,695,751,218.0,"[447, 455]",23
455,695,765,383.0,[454],31
456,697,479,120.5,[],18
457,698,430,342.0,[],28
458,704,402,421.0,[],34
459,708,371,312.5,"[463, 468]",27
460,710,633,313.0,[453],29
461,715,46,400.5,[],34
462,716,742,362.5,"[465, 473]",32
463,717,355,252.0,[459],25
464,717,1119,520.0,[470],36
465,718,742,327.0,"[462, 473]",30
466,718,990,541.0,[476],39
467,719,1088,183.5,[],23
468,720,374,282.0,[459],27
469,720,923,311.0,"[471, 477]",29
470,723,1139,381.0,[464],31
471,724,902,579.5,[469],38
472,726,324,106.0,[],16
473,730,737,289.0,"[462, 465]",27
474,731,269,213.0,[],24
475,732,4,124.0,[],18
476,735,974,254.5,[466],24
477,736,927,405.5,[469],32
478,739,785,247.5,[],26
479,741,74,285.5,[],28
480,741,439,341.0,[],30
481,744,399,162.5,[],21
482,752,266,187.5,[488],23
483,753,215,394.5,[],31
484,753,967,206.5,[],23
485,755,1111,178.0,[492],22
486,756,537,166.5,[],21
487,758,889,245.0,[497],26
488,761,260,256.0,[482],25
489,761,742,475.0,[],34
490,761,816,172.5,[],20
491,763,936,427.5,[494],34
492,766,1118,308.0,[485],28
493,767,562,354.0,[],30
494,767,931,380.5,[491],30
495,770,300,419.0,[500],33
496,770,851,54.5,[],11
497,775,875,516.5,"[487, 499]",37
498,780,703,614.5,[],39
499,780,863,166.5,[497],20
500,781,302,104.5,[495],17
501,782,19,613.0,[],39
502,787,362,157.5,[504],21
503,789,336,365.5,[],30
504,789,371,290.0,"[502, 511]",28
505,790,664,186.0,[],23
506,790,1142,300.5,[],28
507,792,276,411.0,[],32
508,793,748,435.5,[],33
509,794,172,311.5,[],29
510,794,510,457.0,"[514, 517]",35
511,796,379,479.5,[504],37
512,800,919,250.5,[],25
513,806,1117,37.5,[],9
514,807,515,516.5,"[510, 517]",37
515,808,97,484.0,[],35
516,808,704,96.5,[],16
517,811,507,391.5,"[510, 514]",32
518,813,400,311.0,[525],27
519,814,327,291.5,[521],26
520,815,243,221.5,[],25
521,816,324,378.5,[519],31
522,817,207,99.0,[],16
523,819,1119,215.0,[],23
524,820,67,343.5,[],30
525,820,419,542.5,"[518, 527, 533]",37
526,820,1030,46.0,[],10
527,823,432,342.0,"[525, 533]",28
528,824,618,193.0,[535],22
529,829,720,325.0,[],29
530,829,911,435.5,[],33
531,830,1086,86.5,[],14
532,835,964,541.0,[],39
533,836,432,280.5,"[525, 527]",28
534,838,1027,184.5,[],21
535,840,602,621.5,"[528, 538]",39
536,842,333,358.0,[],31
537,844,176,484.0,"[540, 541, 544]",35
538,844,580,343.0,[535],29
539,848,276,380.0,[],30
540,851,186,354.5,"[537, 544, 558]",29
541,854,165,265.0,"[537, 542, 544]",26
542,856,151,374.0,[541],31
543,857,513,483.0,[],38
544,858,180,204.5,"[537, 540, 541]",23
545,858,1061,293.5,[],27
546,859,401,382.0,[],32
547,860,541,351.5,[],31
548,860,988,172.0,[],20
549,861,98,323.5,[555],27
550,862,352,417.5,[],33
551,862,675,196.0,[],22
552,862,702,194.0,[],22
553,865,0,504.5,[],35
554,866,1093,227.0,[],25
555,868,78,515.5,[549],34
556,869,832,281.0,"[557, 562, 563]",28
557,870,838,173.0,"[556, 562, 563]",21
558,871,191,348.5,[540],31
559,872,231,402.5,[],34
560,873,1127,577.0,[],37
561,877,477,400.5,[],32
562,877,831,273.0,"[556, 557, 563]",27
563,879,851,535.5,"[556, 557, 562]",37
564,883,961,359.5,[],32
565,886,432,40.5,[],10
566,888,100,116.5,[568],17
567,889,156,301.0,[569],28
568,891,106,220.5,[566],24
569,891,144,214.5,[567],23
570,891,259,231.5,[],24
571,893,415,211.5,[],23
572,894,802,120.0,[],17
573,897,1081,417.0,[587],34
574,899,836,143.0,[],19
575,901,343,348.5,[],31
576,905,567,248.0,[],25
577,905,660,550.5,[],39
578,906,790,233.0,[582],23
579,906,936,619.0,[586],40
580,907,481,265.5,[],27
581,908,615,282.0,"[584, 585]",28
