DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,4,136,41.5,[],10
2,4,209,89.0,[],15
3,5,684,32.0,[],9
4,5,833,36.5,[],10
5,11,31,104.5,[],16
6,12,366,72.0,[],13
7,12,778,71.0,[],13
8,13,895,65.0,[],12
9,19,623,52.5,[],11
10,19,793,158.0,[13],20
11,21,988,76.0,[],13
12,25,87,142.0,[],19
13,28,798,53.5,[10],12
14,28,899,73.0,[],14
15,32,56,74.0,[],14
16,33,343,87.0,[],15
17,33,443,49.0,[],11
18,33,696,78.0,[],14
19,37,27,47.5,[],10
20,37,324,38.5,[],10
21,37,860,75.5,[],14
22,40,650,62.0,[],12
23,41,353,50.0,[26],11
24,42,131,48.5,[],12
25,43,511,91.0,[],15
26,45,349,42.5,[23],10
27,45,789,77.0,[],14
28,46,162,126.0,[30],17
29,46,1076,73.0,[],13
30,47,170,118.0,[28],17
31,47,1010,83.0,[],13
32,49,408,94.5,[],16
33,49,522,45.5,[],11
34,51,2,65.5,[],13
35,52,806,30.5,[],8
36,53,494,44.0,[],10
37,54,1073,47.5,[],11
38,55,392,17.5,[],7
39,57,514,55.0,[],12
40,57,616,69.5,[],13
41,59,376,49.5,[],12
42,61,992,135.5,[],19
43,64,1018,107.0,[],17
44,65,397,19.5,[],7
45,66,22,86.0,[],14
46,70,710,52.5,[],11
47,75,578,50.5,[],11
48,80,664,24.0,[],7
49,81,0,87.0,[],14
50,85,974,126.0,[],16
51,86,609,45.5,[],11
52,88,209,90.5,[],14
53,94,40,80.5,[],14
54,95,78,106.5,[],17
55,98,374,85.0,[],15
56,99,110,109.5,[],16
57,101,49,51.5,[],11
58,103,304,81.0,[],14
59,103,1135,107.0,[],17
60,107,620,22.0,[],7
61,108,118,130.5,[62],19
62,111,120,73.0,[61],13
63,111,498,62.5,[],12
64,114,728,89.0,[],15
65,115,297,48.0,[],11
66,115,464,39.5,[],9
67,115,587,73.5,[],13
68,115,1141,73.0,[],14
69,116,870,84.0,[],14
70,116,1063,58.5,[],12
71,117,969,88.5,[],14
72,120,1017,114.5,[],16
73,121,181,83.0,[],15
74,122,9,14.0,[],5
75,132,612,37.5,[],10
76,137,106,94.5,[],15
77,139,382,99.0,[],16
78,141,717,120.0,[],18
79,141,955,100.0,[],15
80,142,137,78.0,[],14
81,145,915,97.5,[83],16
82,146,445,47.5,[],11
83,146,907,112.5,[81],17
84,147,113,61.0,[],12
85,152,35,180.0,[],20
86,152,712,86.0,[],14
87,153,1,76.5,[],14
88,157,587,125.5,[],18
89,159,1068,58.0,[90],12
90,160,1074,110.0,[89],16
91,162,1115,25.5,[],7
92,166,879,47.0,[],11
93,169,639,80.5,[],15
94,177,82,117.0,[],17
95,179,167,125.0,[],17
96,179,886,82.5,[],15
97,179,1133,105.5,[],17
98,183,736,49.5,[],12
99,189,275,119.5,[],17
100,189,796,59.0,[],12
101,195,737,87.0,[],15
102,196,321,71.0,[],12
103,199,1016,131.5,[],18
104,200,409,60.0,[],12
105,201,1101,65.0,[],12
106,204,959,65.5,[],12
107,205,287,34.5,[],10
108,205,829,33.0,[],9
109,206,302,35.0,[],9
110,213,624,79.5,[],15
111,217,1037,73.5,[115],13
112,220,869,67.5,[],14
113,221,183,54.5,[],12
114,221,293,90.5,[],14
115,221,1036,91.5,[111],15
116,224,424,47.5,[],10
117,225,145,73.0,[],13
118,226,589,82.0,[],14
119,227,40,97.5,"[121, 122]",16
120,230,1139,37.0,[],9
121,232,40,131.5,"[119, 122]",18
122,237,42,99.5,"[119, 121]",16
123,240,869,67.5,[],14
124,241,840,79.0,[127],15
125,244,312,112.0,[],16
126,245,1102,36.5,[],9
127,249,835,118.5,[124],18
128,257,928,44.0,[],10
129,258,202,63.5,[],12
130,260,1110,109.0,[],16
131,265,665,75.0,[],14
132,266,979,75.0,[],15
133,269,253,49.5,[],11
134,273,479,78.0,[141],13
135,274,273,89.5,[],15
136,275,735,86.0,[],14
137,275,1153,53.5,[],11
138,277,460,75.0,[],13
139,280,515,55.5,[],12
140,280,698,60.5,[143],13
141,281,486,84.5,[134],13
142,284,592,71.5,[],13
143,284,696,76.5,[140],14
144,289,405,122.5,[],17
145,290,1060,109.5,[],16
146,291,106,66.0,[],13
147,294,747,94.5,[],16
148,296,65,65.5,[],13
149,304,330,91.5,[],15
150,305,73,89.0,[],15
151,307,422,83.5,[],15
152,311,370,42.0,[],10
153,314,298,109.5,[],16
154,318,115,62.0,[],13
155,321,231,56.0,[],12
156,328,46,82.5,[],14
157,328,204,105.5,[],16
158,328,914,41.0,[],10
159,330,30,94.5,[],15
160,330,192,47.5,[],11
161,330,564,72.0,[],13
162,330,875,101.0,[],15
163,335,772,76.5,[],14
164,336,211,77.5,[168],14
165,336,517,83.5,[],15
166,337,976,139.5,[],19
167,343,879,86.0,[],14
168,344,210,49.0,[164],11
169,344,557,65.0,[],12
170,348,851,67.5,[],12
171,349,737,62.0,[],13
172,353,532,56.0,[],12
173,355,182,37.5,[],10
174,356,201,54.0,[],12
175,356,1041,102.0,[],16
176,358,449,91.5,[],15
177,361,375,47.0,[],10
178,361,570,80.0,[],13
179,363,958,60.5,[],13
180,366,460,43.5,[],10
181,369,791,93.0,[],16
182,377,144,58.0,[],12
183,377,198,61.5,[],12
184,378,350,107.5,[],17
185,380,912,92.0,[],15
186,386,220,51.5,[],11
187,387,476,57.0,[],12
188,392,715,103.5,[192],16
189,393,376,48.0,[],11
190,393,1029,100.5,[],15
191,394,298,126.5,[],17
192,395,716,122.0,[188],16
193,396,5,121.0,[194],16
194,397,3,37.5,[193],9
195,398,1092,87.0,[],15
196,404,916,66.0,[],13
197,404,1119,87.0,[],14
198,405,779,60.0,[],12
199,410,929,100.5,[],14
200,415,325,41.0,[],10
201,416,150,65.0,[],12
202,417,1038,30.5,[],8
203,419,855,67.0,[],12
204,420,25,79.0,[],14
205,428,71,102.5,[],14
206,429,361,103.5,[],16
207,433,484,55.5,[],12
208,435,1036,68.0,[],13
209,435,1080,66.0,[],13
210,439,492,50.0,[],11
211,440,813,76.0,[],14
212,442,766,93.0,[],15
213,442,1153,70.5,[],13
214,445,705,55.5,[],12
215,446,584,83.5,[],15
216,449,135,121.5,[],18
217,450,411,88.0,[],14
218,450,886,89.0,[],14
219,452,36,66.5,[],12
220,453,1035,69.0,[],13
221,454,275,137.0,[222],19
222,454,278,41.5,[221],10
223,455,332,32.5,[224],8
224,456,338,102.0,[223],15
225,458,5,58.5,[],12
226,460,930,64.5,[],13
227,464,856,77.0,[],14
228,465,1005,26.5,[],8
229,468,492,86.0,[],15
230,470,1152,31.0,[],9
231,472,163,131.5,[],18
232,475,624,87.5,[233],15
233,478,619,132.5,[232],18
234,479,193,110.5,[],15
235,479,436,101.5,[240],15
236,482,315,126.5,[],18
237,487,54,70.5,[],13
238,487,588,41.0,[],10
239,488,431,38.0,[240],9
240,488,434,52.0,"[235, 239]",11
241,491,262,93.0,[],15
242,491,331,60.0,[],12
243,493,238,37.5,[],10
244,493,1064,162.5,[],19
245,494,1082,56.5,[],12
246,496,853,80.5,[],15
247,497,104,19.5,[],7
248,499,976,55.5,[],12
249,503,736,20.5,[],7
250,505,189,41.0,[],10
251,505,693,79.0,[],14
252,505,744,54.0,[],12
253,508,413,110.0,[],16
254,513,29,125.5,[],18
255,515,297,38.0,[],10
256,518,283,32.5,[],9
257,522,704,66.0,[],13
258,524,390,76.5,[],13
259,527,48,117.5,[],17
260,527,219,105.5,[],16
261,527,510,77.0,[],14
262,531,1069,99.5,[],16
263,533,122,75.5,[],14
264,536,892,44.0,[],11
265,537,375,72.5,[],14
266,537,701,101.5,[],15
267,540,902,82.5,[],14
268,543,56,86.5,[],15
269,544,1049,62.0,[275],13
270,545,101,121.5,[],18
271,546,410,114.5,[],16
272,547,862,62.0,[],13
273,547,882,48.5,[],11
274,549,829,30.5,[],8
275,550,1047,101.5,[269],16
276,553,867,60.0,[],12
277,555,626,97.0,[],15
278,559,453,60.0,[],12
279,562,39,159.0,[],19
280,562,126,28.0,[],8
281,563,307,91.5,[],14
282,564,353,48.0,[],12
283,567,1069,109.5,[],16
284,570,1020,174.0,[],20
285,571,366,93.0,[],15
286,572,12,37.0,[],10
287,573,723,121.5,[],18
288,575,565,72.5,[],14
289,576,775,32.0,[],8
290,578,166,94.5,[],15
291,580,747,95.0,[],15
292,581,585,76.5,[],13
293,582,9,108.0,[],16
294,587,119,128.0,[295],17
295,590,110,73.5,[294],13
296,591,72,66.0,[],13
297,591,270,147.5,[],19
298,595,209,73.0,[],14
299,596,622,78.0,[],13
300,598,632,77.5,[],15
301,601,1062,86.0,[],14
302,602,441,66.5,[],13
303,604,495,63.0,[],12
304,611,245,86.5,[],15
305,611,548,138.5,[],19
306,611,1043,17.0,[],6
307,617,34,67.5,[],13
308,618,303,66.0,[],13
309,618,707,71.0,[],13
310,620,408,94.0,[],15
311,621,498,25.0,[],8
312,628,837,33.5,[],9
313,629,1079,116.0,[],17
314,632,474,136.5,[],19
315,634,985,66.5,[],13
316,635,108,78.5,[],14
317,635,856,115.5,[],16
318,637,831,40.5,[],10
319,640,68,30.0,[],9
320,640,325,99.0,[],16
321,641,185,154.5,[],20
322,641,971,65.0,[],13
323,646,223,92.5,[],15
324,648,602,64.0,"[326, 329]",13
325,649,748,129.0,[],18
326,651,601,99.5,[324],16
327,652,1103,85.0,[],14
328,653,310,82.5,[],15
329,654,597,104.5,"[333, 324]",16
330,654,1073,139.5,[],19
331,655,449,46.0,[],10
332,660,145,104.5,[],16
333,660,597,43.5,"[329, 334]",10
334,664,603,95.0,[333],15
335,665,514,59.5,[],12
336,665,742,33.0,[],9
337,667,436,50.5,[],11
338,669,210,94.0,[339],16
339,669,212,122.5,[338],17
340,671,360,172.5,[],20
341,671,1085,52.5,[],11
342,674,497,73.5,[],14
343,676,134,52.0,[],12
344,676,822,48.0,[],11
345,678,940,28.5,[],8
346,679,558,93.0,[],15
347,679,756,90.0,[],15
348,681,675,37.0,[],9
349,685,1029,38.0,[],10
350,688,276,104.5,[],16
351,688,1162,55.0,[],11
352,689,788,69.5,[],13
353,694,825,72.0,[],13
354,701,142,141.0,[],19
355,701,319,70.0,[],14
356,708,580,47.5,[],12
357,712,311,70.5,[],13
358,716,145,32.0,[],8
359,716,871,73.0,[365],15
360,723,1013,38.0,[],10
361,724,60,60.0,[],13
362,725,740,63.0,[],13
363,726,203,58.5,[],12
364,726,230,13.5,[],5
365,726,868,99.0,"[359, 369]",15
366,727,919,58.5,[],12
367,730,661,125.5,[],18
368,731,621,60.5,[],12
369,732,876,60.5,[365],12
370,732,977,51.0,[],12
371,733,754,51.0,[],12
372,733,816,81.5,[],14
373,736,265,32.5,[],9
374,736,499,76.0,[],13
375,738,209,122.0,[],18
376,738,1096,24.0,[],8
377,741,225,90.5,[],14
378,746,930,61.5,[],12
379,747,433,64.5,[382],13
380,750,80,92.0,[],15
381,754,192,71.0,[],14
382,755,439,100.5,[379],15
383,755,898,50.5,[],11
384,758,17,55.0,[],12
385,758,1122,94.5,[],15
386,759,280,80.5,[387],13
387,765,281,39.5,[386],10
388,770,1093,69.0,[],13
389,773,833,82.5,[],14
390,776,266,55.0,[],12
391,779,597,97.0,[],16
392,779,715,152.5,[],19
393,782,1094,114.0,[],16
394,784,476,38.0,[],10
395,784,980,68.5,[],13
396,785,359,81.5,[],14
397,789,106,52.0,[],10
398,792,127,86.5,[],15
399,792,1155,116.5,[],16
400,797,456,167.0,[],20
401,798,549,20.5,[],7
402,804,715,55.5,[],12
403,807,1016,73.5,[],13
404,811,640,50.5,[],11
405,813,90,59.5,[],12
406,817,686,69.5,[],13
407,818,830,134.0,[],19
408,821,646,90.0,[],15
409,822,74,72.5,[],13
410,825,63,43.5,[],10
411,825,1055,26.5,[],8
412,826,1098,65.5,[],12
413,830,924,25.5,[],8
414,831,149,84.5,[],14
415,834,254,94.5,[],15
416,834,576,55.0,[],12
417,835,23,83.5,[],14
418,835,769,17.5,[],6
419,835,932,79.0,[423],14
420,839,329,72.5,[],14
421,840,52,37.5,[],10
422,841,316,9.0,[],5
423,843,936,71.0,[419],13
424,844,517,123.0,[],18
425,844,811,72.5,[],13
426,844,962,71.0,[],14
427,849,173,43.5,[],11
428,851,683,19.0,[433],7
429,853,1087,28.0,[],8
430,854,567,20.5,[],7
431,856,537,96.5,[432],16
432,858,546,141.0,[431],18
433,859,683,122.0,[428],18
434,861,386,85.5,[],14
435,861,705,91.0,[],15
436,861,865,81.0,[],14
437,862,845,73.0,[],13
438,868,1096,36.5,[],9
439,869,932,131.0,[],18
440,872,160,61.0,[],12
441,874,148,73.0,[],13
442,875,310,126.0,[],17
443,875,337,122.0,[445],17
444,875,1064,28.0,[],8
445,878,334,35.0,[443],9
446,880,467,54.5,[],12
447,881,506,82.5,[],14
448,882,569,72.5,[],13
449,882,814,47.5,[],11
450,882,888,95.5,[453],16
451,888,109,91.0,[],15
452,888,831,52.0,[],12
453,889,882,52.5,[450],10
454,889,1045,40.0,[],10
455,890,183,72.5,[],13
456,891,1121,18.0,[],6
457,892,282,31.5,[],8
458,892,637,66.0,[],13
459,894,982,16.0,[],6
460,894,1067,57.5,[],11
461,896,96,75.5,[],15
462,896,890,98.5,[],16
463,897,416,68.0,[],13
464,897,620,124.5,[],17
465,898,850,43.5,[],10
466,899,459,72.5,[],14
467,900,573,113.5,[],17
468,905,207,72.5,[],13
469,910,1111,45.0,[],10
470,916,705,37.5,[],9
471,920,866,140.5,[],18
472,924,513,94.0,[],14
473,927,287,39.0,[],10
474,928,579,21.0,[],7
475,930,755,71.0,[],14
476,930,784,148.0,[],20
477,932,111,57.5,[],13
478,936,882,67.0,[],14
479,940,192,70.0,[],13
480,940,937,120.0,[],17
481,941,740,96.5,[],15
482,944,421,69.5,[],13
483,944,458,32.0,[],9
484,944,896,129.0,[],17
485,949,628,50.0,[],11
486,950,715,63.0,[],12
487,951,10,76.5,[],13
488,952,58,52.0,[],11
489,954,1160,77.5,[],15
490,955,931,143.5,[],19
491,959,409,131.0,[],19
492,961,234,81.5,[],14
493,966,360,47.5,[],11
494,969,769,50.5,[],11
495,969,943,83.0,[],15
496,971,966,72.5,[],12
497,972,1002,46.0,[],11
498,973,612,57.5,[],12
499,973,828,56.5,[],11
500,974,954,86.5,[],14
501,976,1109,107.0,[],17
502,980,231,147.5,[],19
503,986,244,60.5,[508],12
504,992,1092,71.0,[],14
505,993,125,81.0,[506],14
506,993,128,70.5,[505],13
507,994,190,99.5,[],15
508,994,245,79.0,[503],14
509,994,696,121.0,[],17
510,995,80,70.0,[],13
511,997,939,81.0,[],14
512,998,753,99.0,[],16
513,999,37,110.5,[],16
514,999,288,40.0,[],10
515,999,1166,73.0,[],13
516,1006,158,52.0,[],12
517,1007,367,24.5,[],7
518,1007,979,50.0,[],11
519,1010,891,79.5,[],14
520,1010,938,85.5,[],15
521,1014,119,124.5,[],18
522,1019,213,44.0,[],10
523,1022,47,70.0,[],14
524,1024,925,62.0,[],13
525,1026,845,68.0,[],13
526,1037,349,46.5,[],11
527,1043,668,36.0,[],10
528,1043,800,29.0,[],8
529,1047,185,68.5,[],13
530,1060,985,66.0,[],13
531,1063,834,99.5,[],16
532,1065,208,58.5,[],12
533,1065,245,90.0,[],16
534,1067,417,115.0,[],17
535,1067,1096,85.5,[],15
536,1076,938,77.5,[],14
537,1079,575,38.0,[],9
538,1080,635,104.0,[],17
539,1082,927,92.5,[543],16
540,1083,702,107.5,[],17
541,1085,125,62.5,[],12
542,1085,852,32.5,[],9
543,1088,934,184.0,[539],21
544,1102,293,55.5,[],12
545,1102,313,135.5,[],18
546,1107,124,100.5,[],14
547,1107,696,31.5,[],9
548,1108,708,90.0,[],16
549,1108,811,74.0,[],14
550,1111,5,55.0,[],12
551,1111,423,101.5,[],15
552,1112,593,33.0,[],9
553,1113,171,33.0,[],9
554,1114,1010,9.0,[],5
555,1116,254,28.0,[],8
556,1120,237,98.0,[],16
557,1120,957,97.0,[],16
558,1120,1055,30.5,[],8
559,1122,477,37.5,[],10
560,1124,533,67.5,[562],14
561,1127,99,154.0,[],20
562,1128,531,62.0,[560],12
563,1131,52,83.5,[],15
564,1132,498,91.0,[],14
565,1132,571,112.5,[],17
566,1135,713,51.5,[568],11
567,1136,443,109.5,[],16
568,1136,705,85.5,[566],15
569,1137,1068,40.5,[],9
570,1138,514,77.5,[],14
571,1141,161,145.5,[],18
572,1141,222,91.0,[],15
573,1141,784,111.5,[576],18
574,1143,1157,134.0,[],17
575,1146,1128,60.0,[],12
576,1148,779,76.0,[573],13
577,1149,56,91.0,[],15
578,1149,579,29.0,[],8
579,1152,310,50.5,[],11
580,1152,615,45.0,[],11
581,1157,864,87.5,[],14
582,1160,110,97.0,[],15
583,1163,599,38.0,[],9
584,1163,998,32.0,[],9
585,1164,347,96.5,[586],15
586,1164,356,129.0,[585],18
587,1164,641,63.0,[],12
588,1164,1124,75.0,[],14
589,1165,787,81.5,[],14
590,1166,417,46.0,[],11
591,1169,1113,75.5,[],15
592,1176,482,70.0,[],13
593,1176,921,99.0,[],16
594,1179,445,42.5,[],11
595,1183,1047,71.5,[],13
596,1190,427,66.0,[],13
597,1191,226,71.0,[],13
598,1193,789,97.5,[],15
599,1194,201,68.5,[],13
600,1194,448,56.5,[],13
601,1194,537,119.5,[],17
602,1195,1136,53.5,[],11
603,1198,16,57.0,[],12
604,1201,330,71.0,[],13
605,1204,804,66.0,[606],13
606,1207,803,54.5,[605],12
607,1211,479,47.5,[],11
608,1212,678,69.5,[],13
609,1216,95,76.5,[],14
610,1217,814,106.0,[],17
611,1222,1159,97.5,[614],15
612,1224,721,128.5,[],17
613,1226,135,89.5,[],14
614,1226,1168,141.0,[611],19
615,1229,489,117.0,[],16
616,1229,793,72.0,[],13
617,1229,852,71.0,[],13
618,1232,628,33.5,[],9
619,1235,104,30.5,[],8
620,1236,1041,62.5,[],14
621,1239,265,61.5,[],12
622,1242,907,95.5,[],15
623,1248,470,119.0,[],18
624,1248,738,61.5,[],13
625,1249,800,56.0,[],11
626,1251,653,77.5,[],13
627,1251,769,37.5,[],10
628,1252,812,61.0,[],13
629,1254,893,83.0,[],15
630,1260,1114,59.0,[],13
631,1264,976,56.0,[],12
632,1265,1010,47.0,[],11
633,1266,657,92.5,[],15
634,1267,437,79.0,[],14
635,1267,747,63.5,[],12
636,1268,221,92.0,[],14
637,1269,472,45.5,[],11
638,1271,1135,56.0,[],11
639,1275,203,61.0,[],13
640,1275,328,64.5,[],13
