DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,302,30.5,[4],8
2,1,177,15.5,[],6
3,1,512,6.0,[],4
4,2,301,17.0,[1],6
5,3,47,11.0,[],5
6,5,499,21.0,[],7
7,7,309,17.5,[],6
8,8,267,19.5,[],7
9,9,86,21.5,[],7
10,12,335,4.5,[],3
11,13,28,16.0,[],6
12,14,234,27.0,[],8
13,16,277,19.5,[],7
14,16,340,18.0,[],6
15,21,320,18.5,[],6
16,22,3,20.0,[],7
17,22,134,6.0,[],4
18,25,361,12.0,[20],5
19,26,131,7.5,[],4
20,26,358,29.5,[18],8
21,27,422,15.0,[],6
22,29,137,4.0,[25],3
23,29,392,21.5,[],7
24,30,216,15.5,[],6
25,31,140,18.0,[22],7
26,33,38,16.5,[],6
27,33,147,7.5,[],4
28,33,291,21.5,[],7
29,34,328,27.5,[],8
30,35,211,15.5,[],6
31,38,439,16.0,[],6
32,42,257,14.0,[],5
33,44,211,15.0,[],5
34,45,465,27.0,[],7
35,46,27,8.5,[],5
36,47,353,6.0,[],4
37,47,446,12.5,[],5
38,50,229,18.5,[],6
39,51,147,21.0,[],7
40,52,262,16.0,[],6
41,53,75,16.5,[],6
42,54,387,42.5,[],9
43,55,43,10.5,[],5
44,55,72,7.0,[],4
45,55,129,15.5,[],6
46,55,201,21.5,[],7
47,55,257,26.5,[],7
48,56,37,13.0,[],5
49,56,426,31.5,[],8
50,57,1,7.5,[],4
51,57,298,11.5,[],5
52,58,172,5.0,[],3
53,58,501,22.0,[],7
54,61,31,13.5,[],5
55,61,486,10.0,[],5
56,62,372,7.0,[],4
57,65,224,6.0,[],4
58,65,343,13.5,[],5
59,66,291,19.0,[],7
60,67,40,10.0,[],5
61,68,409,18.5,[],6
62,69,31,24.5,[],7
63,71,139,7.0,[],4
64,71,332,21.5,[],7
65,72,64,14.5,[],6
66,74,486,24.0,[],7
67,75,28,22.0,[],7
68,76,78,14.5,[],6
69,76,191,13.5,[],5
70,76,394,10.5,[],5
71,77,257,16.0,[],6
72,77,475,15.5,[],6
73,80,206,32.5,[],8
74,81,217,9.0,[],5
75,81,303,8.5,[],4
76,83,412,18.5,[],6
77,84,261,4.0,[],3
78,85,49,4.5,[],3
79,85,230,16.0,[],6
80,86,211,11.5,[],5
81,86,419,11.0,[],5
82,86,505,20.0,[],7
83,88,349,9.0,[],5
84,89,78,16.0,[],6
85,89,487,6.0,[],4
86,92,4,25.5,[],7
87,92,183,8.5,[],4
88,92,387,18.0,[],6
89,92,410,24.5,[],7
90,94,156,7.5,[],4
91,96,425,18.0,[],6
92,99,359,16.0,[],6
93,101,426,8.5,[],4
94,102,186,18.0,[],7
95,103,274,12.5,[],6
96,104,353,17.5,[],6
97,106,100,18.5,[],6
98,107,82,29.0,[],9
99,108,2,15.5,[],6
100,110,273,22.5,[],7
101,110,472,16.0,[],6
102,112,370,16.0,[],6
103,114,500,13.0,[],5
104,114,517,6.0,[],4
105,116,313,26.5,[],7
106,117,508,18.5,[],6
107,118,393,17.5,[],6
108,120,99,18.5,[],6
109,121,40,12.0,[],5
110,122,0,9.0,[],5
111,124,467,24.5,[],7
112,125,389,20.0,[],7
113,126,55,18.0,[],6
114,127,136,29.0,[],8
115,127,303,12.5,[],6
116,127,514,14.0,[],6
117,128,128,15.5,[],6
118,128,452,18.0,[],6
119,130,101,7.0,[],5
120,130,189,16.5,[],6
121,131,42,5.0,[],3
122,135,147,7.0,[],4
123,135,377,8.5,[],5
124,138,150,7.5,[],4
125,139,96,13.5,[126],5
126,139,96,20.5,[125],7
127,141,273,15.0,[],5
128,143,77,22.5,[],7
129,145,118,7.0,[],5
130,147,402,14.0,[],6
131,148,370,18.5,[],7
132,149,292,10.0,[],5
133,151,233,20.0,[],7
134,152,359,15.0,[],6
135,154,500,14.5,[],6
136,156,368,15.5,[],6
137,156,482,25.0,[],7
138,157,44,8.5,[],4
139,157,159,16.0,[],6
140,158,39,21.5,[],7
141,158,417,20.5,[],7
142,158,512,8.0,[],4
143,160,129,23.0,[],7
144,160,430,9.0,[],5
145,161,63,10.0,[],5
146,162,259,11.0,[],5
147,163,393,18.0,[],6
148,164,197,11.0,[],5
149,165,76,20.0,[],7
150,166,132,4.5,[],3
151,168,45,16.5,[154],6
152,168,498,15.0,[],5
153,171,341,7.0,[],4
154,172,47,14.0,[151],6
155,172,323,11.5,[],5
156,172,484,4.5,[],3
157,173,266,28.0,[],8
158,175,364,18.5,[],6
159,175,408,23.5,[],8
160,176,434,11.5,[],5
161,177,446,27.0,[],7
162,178,352,8.5,[],4
163,178,439,31.0,[],8
164,179,269,27.0,[],7
165,179,507,20.0,[],7
166,184,53,25.5,"[167, 168]",7
167,184,53,17.0,"[166, 168]",6
168,184,55,25.5,"[166, 167]",8
169,185,145,19.0,[],6
170,185,275,5.5,[],4
171,185,397,15.5,[],6
172,186,453,7.5,[174],4
173,187,100,31.0,[],8
174,187,454,15.5,[172],6
175,188,42,17.0,[],6
176,188,300,6.0,[],4
177,188,390,22.0,[],7
178,188,502,20.5,[],7
179,188,516,18.5,[],6
180,189,470,20.5,[],7
181,190,365,14.5,[],6
182,190,508,22.0,[],8
183,191,93,22.5,[],7
184,191,494,17.5,[],6
185,194,42,18.0,[],6
186,195,48,20.0,[],7
187,198,318,18.0,[],6
188,198,379,19.0,[],6
189,199,111,29.0,[],8
190,199,153,26.0,[],7
191,199,282,17.5,[],7
192,201,285,6.0,[],4
193,202,337,16.5,[],6
194,207,91,16.0,[],6
195,207,122,14.5,[],6
196,207,149,23.0,[],7
197,208,95,17.0,[],6
198,208,144,17.5,[],6
199,209,246,15.5,[200],6
200,210,243,12.5,[199],5
201,212,28,26.0,[204],7
202,213,405,22.0,[],7
203,214,256,19.5,[],7
204,215,28,10.5,[201],5
205,215,171,8.0,[],4
206,216,61,5.5,[],4
207,216,415,24.0,[],7
208,216,431,19.5,[],7
209,217,446,6.0,[],4
210,218,298,24.0,[],7
211,219,64,7.5,[],4
212,220,71,14.0,[],5
213,221,96,16.5,[],6
214,222,112,19.0,[],6
215,224,226,17.0,[219],6
216,225,169,25.5,[],7
217,225,289,28.5,[],7
218,226,45,16.0,[],6
219,226,227,15.5,[215],6
220,226,387,20.0,[],7
221,228,149,13.5,[],5
222,231,394,17.5,[],6
223,232,113,17.5,[227],6
224,233,193,11.5,[],5
225,233,363,14.0,[],6
226,234,74,14.5,[],6
227,234,117,28.0,[223],8
228,234,179,14.0,[],6
229,234,302,11.0,[232],5
230,235,451,17.0,[],6
231,236,336,5.0,[],3
232,237,304,27.0,[229],8
233,240,5,8.0,[],4
234,242,169,19.5,[],7
235,242,173,11.0,[],5
236,242,181,83.0,[239],2
237,242,481,16.0,[],6
238,244,513,18.0,[],6
239,245,185,15.5,[236],6
240,246,215,15.0,[],6
241,247,100,18.0,[],6
242,247,335,10.0,[],5
243,249,255,18.0,[],6
244,251,172,17.0,[],6
245,252,41,22.5,[],7
246,252,166,15.0,[],5
247,253,283,24.0,[],7
248,254,456,22.0,[],7
249,255,410,15.0,[],6
250,256,61,25.0,[],7
251,257,71,17.0,[],6
252,257,85,17.0,[],6
253,257,260,16.0,[],6
254,257,415,21.5,[256],7
255,259,377,17.0,[],6
256,260,412,14.0,[254],5
257,260,483,18.0,[],7
258,262,397,20.5,[],7
259,263,156,17.5,[],6
260,266,75,23.0,[],7
261,266,200,19.5,[],7
262,267,12,21.0,[],7
263,267,153,8.0,[],4
264,267,462,25.0,[],7
265,268,211,17.0,[],6
266,269,248,17.5,[],6
267,269,302,7.0,[],4
268,271,242,16.5,[],6
269,271,371,23.0,[],7
270,272,135,25.5,[274],8
271,272,384,15.5,[],6
272,274,452,14.5,[],6
273,275,49,8.5,[],4
274,277,135,19.0,[270],7
275,277,382,10.5,[],5
276,278,348,18.0,[],7
277,281,431,28.0,[],8
278,281,445,31.0,[],8
279,284,97,14.5,[],5
280,284,360,17.5,[],6
281,285,189,31.0,[],8
282,285,227,22.0,[],7
283,287,29,20.5,[],7
284,287,270,11.5,[],5
285,287,368,14.5,[],5
286,289,156,12.5,[],6
287,292,487,24.5,[],7
288,293,289,6.0,[],4
289,294,63,18.0,[],7
290,294,228,18.0,[],6
291,294,275,18.0,[],7
292,294,455,17.0,[],6
293,298,167,20.0,[],7
294,299,66,17.0,[],6
295,300,338,14.0,[],5
296,301,141,27.5,[],8
297,301,457,8.5,[],5
298,302,504,20.5,[],7
299,302,508,15.5,[],6
300,306,195,7.0,[],4
301,306,245,8.0,[],4
302,306,283,30.0,[],8
303,308,434,18.0,[],6
304,310,108,22.0,[],7
305,310,204,20.5,[],7
306,310,408,17.0,[],6
307,311,5,30.0,[],8
308,311,22,13.5,[],5
309,313,463,32.0,[],9
310,314,518,26.0,[],7
311,317,144,19.5,[],7
312,317,198,13.0,[],5
313,317,482,19.0,[],6
314,319,452,26.5,[],7
315,320,205,20.0,[],7
316,320,290,16.0,[],6
317,321,100,25.5,[],7
318,322,245,28.5,[],8
319,325,181,33.5,[],9
320,325,240,14.0,[],6
321,326,368,11.0,[],5
322,327,192,25.5,[],7
323,328,108,13.5,[],5
324,328,270,9.0,[],5
325,330,378,14.0,[],5
326,331,496,14.0,[],5
327,332,292,20.0,[],7
328,332,455,16.5,[],6
329,333,324,13.0,[],5
330,334,340,29.0,[],7
331,334,492,9.0,[],5
332,335,17,30.5,[],8
333,336,111,16.0,[],6
334,336,348,13.0,[],5
335,336,402,18.0,[],6
336,337,127,19.0,[],6
337,339,190,15.5,[],6
338,340,355,9.0,[],5
339,341,227,15.5,[],6
340,343,320,11.0,[],5
341,343,375,16.5,[],6
342,343,444,17.0,[],6
343,344,138,6.0,[],4
344,344,341,24.0,[],8
345,345,408,14.0,[],6
346,347,293,9.0,[],5
347,347,334,22.5,[],7
348,347,440,8.5,[],5
349,350,221,16.5,[],7
350,351,177,17.5,[],6
351,351,326,23.5,[],7
352,352,55,12.5,[],5
353,354,421,13.5,[],5
354,354,446,29.5,[],8
355,355,107,17.0,[],6
356,355,505,18.0,[],6
357,356,94,16.0,[],6
358,357,353,16.0,[],6
359,358,182,14.0,[],5
360,361,144,20.0,[],7
361,363,430,6.0,[],4
362,365,36,22.5,[],7
363,365,135,18.0,[],6
364,365,162,6.0,[],4
365,366,48,18.0,[],6
366,374,350,8.0,[],4
367,375,134,9.0,[],5
368,375,498,14.5,[],6
369,378,186,18.5,[],7
370,378,363,8.0,[],4
371,380,48,19.0,[],7
372,380,144,19.0,[],6
373,380,436,15.5,[],6
374,381,516,13.0,[],5
375,384,416,12.0,[],5
376,384,469,22.5,[385],7
377,385,183,13.0,[],5
378,385,434,18.0,[],6
379,385,491,10.5,[],5
380,387,3,24.5,[],7
381,387,277,21.0,[],7
382,388,19,16.0,[387],6
383,388,263,16.0,[],6
384,389,271,29.5,[],8
385,389,466,101.0,"[376, 389]",2
386,390,516,33.0,[],9
387,392,18,26.5,[382],8
388,393,188,11.5,[],5
389,393,471,16.5,[385],6
390,397,105,10.0,[],5
391,397,312,5.0,[],3
392,397,371,12.0,[],5
393,398,412,34.0,[],9
394,399,25,25.0,[],7
395,400,17,9.0,[],5
396,405,139,5.0,[],3
397,406,237,28.0,[],8
398,406,356,11.0,[],5
399,407,375,9.0,[],5
400,408,22,18.0,[],6
401,410,284,17.5,[],6
402,413,227,16.0,[],6
403,413,396,6.0,[],4
404,414,510,33.0,[],8
405,415,403,31.0,[409],8
406,416,174,13.5,[],5
407,417,11,15.5,[],6
408,417,301,16.0,[],6
409,417,403,16.0,"[405, 413]",6
410,418,309,7.0,[],5
411,418,334,13.0,[],5
412,419,79,34.0,[],9
413,419,406,13.5,[409],5
414,420,1,14.0,[],5
415,420,286,19.5,[],6
416,421,250,15.5,[],6
417,421,420,20.0,[],7
418,423,216,15.0,[],6
419,423,410,16.5,[],6
420,424,485,27.0,[],7
421,425,78,6.0,[],4
422,427,494,30.0,[426],8
423,428,87,13.5,[],5
424,429,472,11.5,[],5
425,429,476,8.0,[],4
426,431,493,12.0,[422],5
427,432,306,18.0,[],6
428,433,87,15.0,[],6
429,435,178,17.5,[],6
430,436,387,90.5,[],2
431,436,412,12.0,[],5
432,437,378,24.5,[],7
433,438,97,14.5,[],6
