DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,370,152.5,"[4, 5, 11]",19
2,1,905,219.0,[],25
3,2,400,181.5,[],22
4,3,374,79.0,[1],14
5,5,360,127.0,"[1, 11, 16]",18
6,6,545,131.0,[20],18
7,6,585,60.0,[12],13
8,6,624,293.5,[],27
9,7,166,227.5,[],24
10,7,817,151.5,[],20
11,8,357,194.0,"[1, 5, 16]",22
12,8,579,124.5,[7],18
13,8,837,181.5,[],22
14,8,859,226.5,[],24
15,9,134,141.0,[],18
16,9,355,159.0,"[5, 11]",20
17,10,243,188.5,[21],22
18,10,322,153.0,[],19
19,12,605,124.5,[],19
20,14,541,118.0,[6],17
21,17,236,165.5,[17],20
22,17,375,91.0,[],14
23,17,765,105.5,[],17
24,18,27,184.0,[28],22
25,19,52,176.5,[],21
26,19,780,89.5,[],16
27,20,258,34.5,[],9
28,21,30,180.5,[24],22
29,23,314,33.5,[],10
30,27,284,154.0,[41],20
31,27,570,228.0,[],24
32,29,175,231.5,[],24
33,29,483,168.5,[],21
34,29,742,118.0,[],17
35,29,879,234.5,[],24
36,33,363,225.0,[],24
37,36,59,127.0,[],18
38,36,833,102.0,[],16
39,37,193,52.0,[],11
40,37,351,199.0,[],21
41,40,282,192.5,[30],23
42,43,309,187.0,[],22
43,43,369,74.5,[],13
44,44,79,166.0,[],21
45,51,577,110.0,[],16
46,52,630,102.5,[],16
47,53,705,87.5,[],14
48,55,359,165.0,[],20
49,55,538,98.5,[],16
50,55,580,184.0,[],22
51,56,788,54.0,[],12
52,57,639,79.5,[],14
53,60,491,148.5,[],19
54,62,594,194.0,[],22
55,63,16,130.5,[],18
56,64,685,196.5,[],23
57,66,826,91.0,[],14
58,70,881,225.0,[],25
59,71,531,84.0,[],15
60,72,218,140.0,[],18
61,74,630,42.5,[],9
62,74,736,72.5,[65],14
63,76,581,90.5,[69],15
64,77,710,211.5,[],24
65,80,738,59.5,[62],12
66,82,137,65.0,[],13
67,84,285,75.0,[],13
68,86,15,169.0,[],20
69,86,591,200.5,"[63, 78]",22
70,89,177,231.0,[],24
71,90,403,109.0,[],17
72,93,305,49.5,[],12
73,93,484,158.5,[81],20
74,94,709,178.5,[],21
75,94,787,212.0,[],23
76,97,508,32.5,[],9
77,97,694,16.5,[],6
78,98,595,228.5,[69],24
79,102,167,103.5,[],16
80,102,556,126.0,[],19
81,103,489,131.0,[73],19
82,105,46,199.0,"[86, 89]",22
83,105,222,158.0,[],21
84,105,689,153.0,[],19
85,106,446,130.0,[],19
86,108,42,214.0,"[82, 89]",24
