DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,1,904,190.0,[],21
2,2,320,73.5,[],14
3,3,257,57.0,[],12
4,7,79,292.0,[],27
5,7,843,186.5,[],21
6,8,673,128.0,[],19
7,11,124,112.0,[],16
8,12,867,128.5,[],18
9,14,237,196.5,[],21
10,14,429,161.5,[],20
11,16,459,114.5,[],17
12,17,660,71.5,[],12
13,19,651,53.5,[],12
14,22,160,113.5,[18],18
15,25,285,154.5,[],20
16,29,788,96.0,[],15
17,32,832,86.0,[],16
18,33,168,259.5,[14],27
19,40,630,119.0,[],18
20,43,769,194.0,[],23
21,45,674,78.5,[],14
22,47,246,75.0,[],15
23,51,602,175.0,[],22
24,53,909,106.5,[],17
25,61,876,124.5,[],18
26,63,102,198.0,[],23
27,67,39,137.0,[],18
28,70,829,216.5,[],23
29,71,598,197.0,[37],23
30,72,494,138.0,[],18
31,74,733,278.5,[],26
32,76,330,205.0,[34],25
33,77,764,104.0,[],16
34,79,334,212.0,[32],22
35,79,641,191.0,[],23
36,82,24,207.0,[],24
37,83,604,216.5,[29],22
38,85,890,153.5,[],20
39,86,378,85.5,[],14
40,89,319,112.5,[],16
41,92,591,177.0,[],22
42,98,80,182.5,[47],21
43,100,116,242.5,[],25
44,103,546,210.0,[49],22
45,104,97,125.0,[48],19
46,105,361,141.0,[],18
47,106,76,117.5,[42],17
48,106,94,68.5,[45],14
49,106,555,153.5,"[44, 64]",20
50,106,688,113.0,[],17
51,108,331,293.5,[],27
52,108,445,218.0,[60],23
53,109,533,109.0,[],16
54,110,800,101.0,[],15
55,112,630,132.5,[],18
56,113,601,166.0,[58],20
57,115,146,206.0,[59],23
58,115,587,232.5,"[56, 74]",25
59,116,143,126.0,[57],19
60,116,438,160.5,[52],20
61,116,660,175.5,[],21
62,117,491,193.5,[],21
63,120,296,178.5,[],21
64,120,559,238.5,"[49, 76]",24
65,122,360,96.5,[],16
66,122,526,172.5,[],21
67,123,460,194.0,[71],22
68,123,865,76.0,[],14
69,126,123,120.0,[77],17
70,126,646,90.5,[],15
71,128,461,131.5,[67],19
72,128,682,51.0,[],12
73,129,233,176.5,[],21
74,129,581,187.5,[58],21
75,132,397,107.0,[],15
76,132,553,136.5,[64],19
77,133,121,136.0,[69],19
78,133,613,195.0,[],22
79,134,827,130.0,[],18
80,137,735,200.5,[],23
81,138,184,99.0,[],16
82,140,542,151.0,[84],19
83,140,564,95.5,[],15
84,147,548,245.0,[82],25
85,149,433,158.5,[88],20
86,151,91,156.0,[],19
87,157,299,153.5,[],20
88,158,424,151.0,[85],19
89,158,582,167.5,[],20
90,160,451,78.0,[],14
91,161,517,191.5,[],22
92,167,187,211.5,[95],25
93,167,644,68.5,[],13
94,167,840,195.0,[97],22
95,168,195,98.0,"[92, 100]",15
96,169,781,171.0,[],21
97,170,830,85.0,[94],15
98,173,725,167.0,[],20
99,176,155,248.0,[],25
100,176,199,135.5,[95],19
101,177,399,123.0,[105],17
102,178,45,168.5,[],21
103,180,673,107.5,[],16
104,184,727,210.0,[],23
105,185,409,117.5,[101],17
106,189,296,145.5,[],19
107,190,563,184.5,[112],21
108,192,894,95.0,[],15
109,199,821,42.5,[],10
110,200,499,97.5,[],16
111,202,515,65.0,[],12
112,202,573,198.0,[107],23
113,206,657,121.0,[],16
114,207,527,173.0,[],21
115,207,712,165.5,[],20
116,211,311,153.0,[],19
117,213,362,146.0,[123],18
118,215,691,24.5,[],7
119,217,588,27.5,[],8
120,219,400,97.5,[],15
121,220,1,135.5,[],19
122,221,122,156.0,[],20
123,222,359,103.5,"[117, 127]",16
124,222,882,66.0,[],13
125,226,226,117.0,[],16
126,226,445,40.0,[],10
127,228,362,164.0,[123],21
128,230,610,265.5,[131],26
129,231,73,141.0,[],19
130,231,520,48.5,[],11
131,233,607,134.5,[128],19
132,233,628,157.0,[],20
133,239,348,193.0,[],21
134,244,109,213.0,[],23
135,246,896,225.5,[137],23
136,247,580,130.0,[140],19
137,247,888,114.0,[135],17
138,249,719,175.5,[],22
139,251,704,116.5,[],17
140,252,569,100.5,[136],16
141,253,641,172.0,[145],20
142,254,658,216.5,[],24
143,260,76,228.0,[],24
144,262,286,109.5,[],16
145,264,644,216.5,[141],23
146,265,64,82.5,[],15
147,266,480,96.0,[],15
148,267,692,199.0,[],21
149,270,239,66.0,[],13
150,271,51,240.0,[],26
151,271,778,110.0,[],18
152,275,717,110.0,[],15
153,276,816,127.5,[],18
154,278,535,128.0,[],18
155,281,899,106.5,[158],17
156,285,325,80.5,[],14
157,285,878,160.0,[],20
158,285,904,232.5,[155],24
159,286,582,174.5,[163],21
160,289,288,88.5,[],15
161,292,419,140.5,[],18
162,296,727,94.0,[166],16
163,297,593,195.0,[159],22
164,298,89,119.0,[177],18
165,299,217,160.5,[],19
166,299,731,213.0,[162],24
167,300,331,280.0,[],27
168,300,385,244.5,[],24
169,300,679,162.5,[173],19
170,301,694,101.5,[173],16
171,304,580,146.5,[],19
172,304,606,101.5,[],15
173,305,689,209.0,"[169, 170]",22
174,307,39,151.5,[],20
175,311,274,35.5,[],9
176,312,492,96.5,[],16
177,314,93,235.5,[164],25
178,315,473,158.5,[],20
179,316,337,156.0,[],21
180,316,401,142.5,[],20
181,316,816,163.0,[],21
182,316,864,199.5,[],22
183,318,440,80.5,[],15
184,322,359,99.5,[],16
185,331,56,193.5,[],22
186,331,324,116.5,[188],17
187,332,465,136.0,[],18
188,336,332,200.0,"[186, 195]",21
189,337,61,211.5,[193],25
190,340,487,169.5,[],22
191,341,125,94.0,[],15
192,341,742,129.0,[],18
193,344,57,117.5,[189],17
194,344,364,178.0,[],21
195,346,343,206.0,[188],24
196,347,626,194.0,[198],22
197,348,799,223.5,[],22
198,350,632,209.0,[196],23
199,350,706,51.5,[],11
200,356,327,61.5,[],12
201,357,118,153.0,[],20
202,358,764,42.5,[],10
203,361,81,89.0,[],15
204,362,166,127.5,[],18
205,362,839,155.5,[],19
206,364,401,169.5,[],21
207,365,433,188.5,[212],22
208,366,760,115.5,[],17
209,368,370,196.0,[],22
210,368,598,211.5,[],25
211,369,678,154.5,[],20
212,370,431,121.5,[207],17
213,371,784,188.0,[],24
214,377,166,99.0,[],16
215,377,908,43.5,[],10
216,381,309,150.5,[],20
217,381,721,126.0,[],18
218,382,500,158.0,[],20
219,383,20,157.0,[],19
220,386,352,308.0,[221],28
221,390,350,156.0,[220],19
222,391,172,114.5,[],16
223,392,574,75.5,[229],14
224,394,540,167.5,[],21
225,394,847,67.0,[],13
226,395,444,161.5,[],20
227,396,85,73.0,[230],13
228,398,215,237.0,[],22
229,398,575,199.0,[223],21
230,401,89,141.0,[227],19
231,401,499,147.0,[],19
232,402,681,96.0,[],16
233,404,411,103.5,[237],17
234,407,358,118.5,[],18
235,411,462,42.5,[],10
