DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1466,502,8,[]
2,True,1330,56,22,[]
3,True,691,223,6,[338]
4,True,581,156,10,[115]
5,True,872,292,14,[]
6,True,1628,53,8,[45]
7,True,1075,473,26,[]
8,True,638,409,10,[]
9,True,809,182,18,[483]
10,True,855,142,6,[]
11,True,1256,92,20,[]
12,True,111,459,6,[]
13,True,1495,264,6,[439]
14,True,188,565,24,[]
15,True,1433,48,20,[364]
16,True,168,256,10,[379]
17,True,1479,403,4,[]
18,True,1040,170,8,[]
19,True,1443,398,6,[]
20,True,1171,177,14,[170]
21,True,200,6,8,[438]
22,True,532,221,16,"[181, 420]"
23,True,1412,348,8,[]
24,True,977,241,12,[387]
25,True,213,308,12,[]
26,True,423,421,12,[]
27,True,1241,551,12,[]
28,True,1121,473,12,[]
29,True,1376,546,18,[]
30,True,1591,400,8,[]
31,True,988,304,18,[]
32,True,572,567,14,[]
33,True,1584,21,4,[]
34,True,346,561,14,[]
35,True,894,518,12,[]
36,True,750,399,14,[]
37,True,432,376,10,[]
38,True,572,219,4,[]
39,True,1380,388,12,[]
40,True,1107,400,22,[]
41,True,128,345,14,[]
42,True,1258,438,18,[58]
43,True,681,138,6,[]
44,True,714,29,8,[]
45,True,1639,52,24,[6]
46,True,982,119,4,[]
47,True,1496,215,14,[]
48,True,1694,22,8,[]
49,True,908,174,10,[]
50,True,1147,188,16,[]
51,True,1358,299,16,[]
52,True,173,208,18,[]
53,True,1602,183,22,[]
54,True,790,396,8,[]
55,True,1727,119,22,[]
56,True,1154,446,6,[]
57,True,190,534,2,[]
58,True,1272,439,16,[42]
59,True,726,522,26,[79]
60,True,1683,16,14,[174]
61,True,787,450,18,[]
62,True,417,139,6,[]
63,True,839,98,4,[]
64,True,807,202,4,"[124, 483]"
65,True,631,476,22,[407]
66,True,1672,544,14,[]
67,True,1232,398,20,"[217, 426]"
68,True,255,123,16,[560]
69,True,1494,283,8,[439]
70,True,190,518,6,[]
71,True,1606,286,14,[]
72,True,234,284,8,[]
73,True,1027,324,14,[]
74,True,855,411,8,[]
75,True,1542,447,10,[]
76,True,118,311,18,[]
77,True,1235,529,18,[]
78,True,727,401,10,[]
79,True,722,522,16,[59]
80,True,811,245,12,[]
81,True,937,99,26,[]
82,True,1155,157,22,[]
83,True,588,510,12,[]
84,True,785,416,8,[]
85,True,902,41,20,[456]
86,True,1323,249,22,[]
87,True,849,129,14,[]
88,True,1064,335,10,[]
89,True,114,581,10,[]
90,True,876,454,6,[]
91,True,880,100,12,[]
92,True,1572,68,22,[]
93,True,164,487,6,[]
94,True,1412,169,10,[]
95,True,1610,385,10,[]
96,True,200,437,4,[]
97,True,1538,285,10,[]
98,True,1073,313,20,[404]
99,True,195,373,4,[]
100,True,1443,503,12,"[166, 375]"
101,True,1290,287,8,[484]
102,True,360,203,10,[]
103,True,71,419,12,[]
104,True,1180,456,8,[]
105,True,1646,78,8,[]
106,True,1016,506,10,[]
107,True,823,419,10,[]
108,True,248,251,22,[502]
109,True,1463,480,26,"[188, 554]"
110,True,51,207,10,[]
111,True,1527,12,24,[]
112,True,258,48,8,[319]
113,True,650,379,14,[]
114,True,692,413,12,[]
115,True,592,157,18,[4]
116,True,1692,469,4,[]
117,True,1652,373,14,[]
118,True,571,104,26,[]
119,True,1185,516,8,[424]
120,True,1740,64,4,[]
121,True,341,51,6,[]
122,True,1685,497,8,[]
123,True,145,466,12,[]
124,True,805,208,14,"[64, 483]"
125,True,1487,556,10,[]
126,True,550,387,2,[]
127,True,64,17,6,[]
128,True,529,71,12,[]
129,True,710,85,4,[]
130,True,73,301,8,[]
131,True,644,232,20,[]
132,True,241,413,8,[]
133,True,493,293,4,[]
134,True,624,426,14,[]
135,True,1319,8,12,[178]
136,True,305,590,12,[]
137,True,1407,400,20,[]
138,True,1346,181,20,[]
139,True,330,406,8,[]
140,True,1100,167,8,[]
141,True,331,385,8,[]
142,True,844,113,12,[]
143,True,249,42,8,[]
144,True,1460,227,8,[]
145,True,34,126,10,[]
146,True,858,191,20,[525]
147,True,1509,201,14,[459]
148,True,599,287,14,[]
149,True,1546,542,14,[]
150,True,1178,358,22,[]
151,True,23,222,8,[]
152,True,854,440,16,[]
153,True,141,129,8,[]
154,True,1501,544,16,[]
155,True,726,7,6,[430]
156,True,1626,99,8,[]
157,True,823,351,10,[]
158,True,1171,249,24,[]
159,True,1409,312,4,[]
160,True,103,247,26,[]
161,True,655,40,12,[]
162,True,1340,378,24,[]
163,True,1282,202,6,[]
164,True,1330,80,8,[]
165,True,788,237,12,[]
166,True,1443,505,24,"[100, 375]"
167,True,372,574,10,[550]
168,True,12,196,18,[]
169,True,342,323,14,[]
170,True,1167,185,12,[20]
171,True,972,152,6,[]
172,True,1187,282,14,[356]
173,True,410,278,6,[]
174,True,1685,11,10,[60]
175,True,766,466,6,[]
176,True,685,39,6,[]
177,True,194,50,12,[574]
178,True,1313,7,14,[135]
179,True,847,477,8,[307]
180,True,381,112,24,[]
181,True,527,214,18,"[22, 420]"
182,True,490,320,8,[]
183,True,131,174,16,[]
184,True,41,527,16,[216]
185,True,659,312,12,[]
186,True,876,473,6,[]
187,True,1102,299,8,[]
188,True,1453,474,14,[109]
189,True,1675,361,16,[]
190,True,54,453,22,[513]
191,True,365,589,14,[]
192,True,1719,307,16,[]
193,True,1652,584,14,[]
194,True,136,261,18,[561]
195,True,1629,541,12,[481]
196,True,1384,266,10,[]
197,True,1721,259,14,"[278, 290]"
198,True,243,398,8,[517]
199,True,1323,503,20,"[376, 429]"
200,True,1229,255,6,[]
201,True,302,124,14,[328]
202,True,908,537,30,[]
203,True,804,85,16,[]
204,True,1429,288,6,[]
205,True,447,267,14,[]
206,True,1082,566,8,[]
207,True,373,349,14,[]
208,True,1560,249,8,[]
209,True,1687,480,14,[]
210,True,1662,187,22,"[252, 312, 399]"
211,True,632,115,8,[]
212,True,1098,17,16,[]
213,True,1564,113,8,[]
214,True,408,30,6,[]
215,True,1555,460,10,[]
216,True,37,513,32,[184]
217,True,1220,399,18,"[67, 426]"
218,True,1286,473,10,[]
219,True,1455,421,8,[]
220,True,1185,122,12,[]
221,True,118,285,16,[]
222,True,1576,49,10,[]
223,True,162,339,14,[]
224,True,1604,151,14,[294]
225,True,226,22,2,[]
226,True,1582,148,20,[541]
227,True,1601,370,10,[]
228,True,1139,94,28,[]
229,True,323,40,34,[449]
230,True,472,103,12,[]
231,True,726,348,4,[]
232,True,1079,386,10,[467]
233,True,68,317,16,[]
234,True,1416,563,18,[]
235,True,1019,114,16,[]
236,True,575,434,12,[]
237,True,1016,278,22,[]
238,True,1192,310,12,[]
239,True,1324,570,12,[]
240,True,307,148,14,[328]
241,True,106,49,16,"[253, 298]"
242,True,353,131,10,[]
243,True,1223,362,18,[]
244,True,612,55,10,[]
245,True,1540,333,8,[]
246,True,344,112,22,[]
247,True,807,60,24,[]
248,True,1138,352,12,[]
249,True,41,135,6,[]
250,True,1054,370,16,[]
251,True,338,411,4,[]
252,True,1660,171,26,"[210, 312]"
253,True,99,39,20,"[241, 511]"
254,True,334,180,18,"[477, 482]"
255,True,1617,333,18,[]
256,True,624,521,4,[]
257,True,1618,40,8,[]
258,True,1581,559,18,[]
259,True,953,353,14,[]
260,True,510,163,14,[]
261,True,671,535,12,[]
262,True,300,68,12,[274]
263,True,1124,344,8,[]
264,True,809,478,8,[]
265,True,287,234,6,[]
266,True,474,337,18,[]
267,True,1225,324,24,[]
268,True,1517,369,12,[]
269,True,1231,122,10,[]
270,True,778,368,12,[]
271,True,885,427,24,[]
272,True,1176,102,6,[]
273,True,1591,252,14,[]
274,True,293,56,18,"[262, 449]"
275,True,1617,210,6,[]
276,True,669,10,10,[]
277,True,93,567,14,[]
278,True,1713,259,12,[197]
279,True,427,280,10,[417]
280,True,1215,490,12,[]
281,True,1053,540,10,[494]
282,True,1124,132,20,[538]
283,True,1082,22,4,[]
284,True,1670,403,26,[455]
285,True,943,363,12,[]
286,True,869,263,18,[478]
287,True,589,42,4,[]
288,True,853,56,30,[]
289,True,1227,23,18,[]
290,True,1726,264,6,[197]
291,True,47,144,8,[]
292,True,193,392,20,[]
293,True,1669,298,8,[]
294,True,1620,161,24,[224]
295,True,1400,27,16,[]
296,True,1202,26,28,"[331, 579]"
297,True,107,18,10,[511]
298,True,119,44,12,[241]
299,True,207,224,12,[]
300,True,1059,248,24,[381]
301,True,190,353,16,[]
302,True,54,79,20,[]
303,True,967,23,4,[444]
304,True,1207,299,22,[]
305,True,83,122,6,[460]
306,True,682,326,12,[]
307,True,849,483,16,[179]
308,True,35,110,6,[]
309,True,1443,459,16,[]
310,True,1566,427,28,[582]
311,True,460,68,8,[]
312,True,1672,183,18,"[210, 252]"
313,True,1447,358,2,[]
314,True,649,188,12,[]
315,True,381,208,14,[]
316,True,1016,23,20,[380]
317,True,874,480,8,[]
318,True,154,405,14,[]
319,True,260,55,16,[112]
320,True,1611,410,14,[]
321,True,1737,76,8,[]
322,True,964,102,14,[]
323,True,242,64,8,[]
324,True,734,437,20,[]
325,True,742,246,6,[]
326,True,1210,453,14,[]
327,True,1703,238,24,[]
328,True,311,137,28,"[201, 240]"
329,True,1635,278,10,[]
330,True,1288,29,12,[]
331,True,1202,36,8,[296]
332,True,726,586,10,[]
333,True,319,386,14,[]
334,True,321,107,12,[]
335,True,962,271,10,[]
336,True,744,460,18,[]
337,True,973,440,6,[]
338,True,675,224,38,"[3, 540]"
339,True,1316,452,14,[]
340,True,334,527,14,[]
341,True,293,301,18,[]
342,True,642,67,8,[]
343,True,906,350,18,[]
344,True,927,240,12,[]
345,True,1171,309,8,[]
346,True,1462,290,18,[]
347,True,1378,408,18,[]
348,True,79,346,16,[]
349,True,981,328,14,[]
350,True,515,359,14,[]
351,True,532,239,10,[420]
352,True,1410,545,2,[586]
353,True,1572,182,10,[]
354,True,560,471,10,[]
355,True,511,402,22,[]
356,True,1185,274,12,"[172, 437]"
357,True,114,188,16,[]
358,True,277,447,8,[]
359,True,876,572,6,[]
360,True,1312,143,22,[551]
361,True,527,194,20,[]
362,True,360,242,22,[]
363,True,1655,131,14,[]
364,True,1428,62,22,[15]
365,True,8,235,8,[]
366,True,1459,400,12,[]
367,True,406,93,30,[]
368,True,1194,376,12,[]
369,True,1555,233,16,[]
370,True,1641,198,12,[]
371,True,104,132,10,[]
372,True,883,59,10,[]
373,True,859,29,16,[]
374,True,1422,209,24,[]
375,True,1433,507,10,"[100, 166]"
376,True,1313,498,24,"[199, 451]"
377,True,1486,461,10,[]
378,True,1388,485,16,[]
379,True,169,251,4,[16]
380,True,1013,12,20,[316]
381,True,1069,241,28,[300]
382,True,754,376,12,[]
383,True,1268,583,12,[]
384,True,966,485,8,[]
385,True,1129,504,8,[]
386,True,46,164,14,[]
387,True,977,248,26,[24]
388,True,685,561,20,[]
389,True,565,395,14,[]
390,True,1097,337,18,[]
391,True,199,587,14,[]
392,True,888,266,10,[]
393,True,1688,348,4,[]
394,True,580,64,10,[]
395,True,266,350,8,[]
396,True,853,309,4,[]
397,True,1357,217,28,[]
398,True,616,307,16,[]
399,True,1668,202,18,[210]
400,True,779,176,12,[]
401,True,884,359,8,[]
402,True,178,236,8,[]
403,True,617,130,8,[]
404,True,1070,317,20,[98]
405,True,80,374,20,[]
406,True,670,367,12,[]
407,True,627,470,12,[65]
408,True,1035,572,14,[]
409,True,25,561,14,[]
410,True,1618,17,10,[558]
411,True,775,79,22,[]
412,True,1449,183,12,[]
413,True,1031,57,8,[]
414,True,1599,572,16,[]
415,True,1443,442,6,[]
416,True,30,491,6,[]
417,True,422,289,14,[279]
418,True,1029,176,8,[]
419,True,210,198,20,[]
420,True,527,230,24,"[22, 181, 351]"
421,True,53,575,22,[]
422,True,924,31,18,[]
423,True,1170,49,14,[]
424,True,1182,509,8,[119]
425,True,1508,519,18,[]
426,True,1219,398,10,"[67, 217]"
427,True,246,174,12,[]
