DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1180,27,20,[]
2,True,26,394,16,[]
3,True,783,109,12,[]
4,True,892,9,12,[]
5,True,209,157,12,[166]
6,True,1590,109,6,[]
7,True,1227,484,6,[]
8,True,557,106,10,[]
9,True,1601,508,20,[]
10,True,701,286,24,[167]
11,True,245,533,10,[]
12,True,915,417,8,[]
13,True,199,396,6,[197]
14,True,1422,345,8,[]
15,True,1356,254,14,[]
16,True,1618,55,12,[]
17,True,362,510,14,[]
18,True,644,267,18,[]
19,True,84,584,18,[]
20,True,946,21,24,[232]
21,True,905,50,2,[]
22,True,824,219,22,[]
23,True,138,584,18,[]
24,True,613,226,16,[]
25,True,764,49,6,[]
26,True,1031,242,10,[]
27,True,1013,531,28,[244]
28,True,35,293,8,[]
29,True,884,309,18,[142]
30,True,1410,370,10,[]
31,True,686,133,14,[]
32,True,991,230,8,[]
33,True,554,233,8,[]
34,True,750,409,12,[]
35,True,703,585,8,[]
36,True,614,369,14,[]
37,True,128,358,14,[]
38,True,547,549,18,[]
39,True,550,16,20,[]
40,True,313,107,24,[]
41,True,1604,17,24,[]
42,True,1582,583,14,[]
43,True,619,472,6,[]
44,True,811,117,10,[68]
45,True,1432,279,12,[154]
46,True,1400,546,12,[]
47,True,321,449,20,[94]
48,True,1718,345,4,[]
49,True,1627,59,6,[]
50,True,390,478,20,[]
51,True,1450,286,4,[]
52,True,1722,553,24,[86]
53,True,1690,478,12,[]
54,True,290,176,8,[]
55,True,616,549,10,[96]
56,True,760,143,6,[]
57,True,51,500,16,[]
58,True,1081,368,14,[]
59,True,1367,552,6,[]
60,True,352,159,22,[]
61,True,40,496,6,[]
62,True,690,7,12,[]
63,True,799,167,12,[]
64,True,285,418,6,[]
65,True,1210,378,20,[120]
66,True,634,150,4,[]
67,True,966,271,6,[]
68,True,816,107,16,[44]
69,True,418,505,4,[]
70,True,1162,391,20,[]
71,True,1539,40,8,[218]
72,True,1317,460,14,[]
73,True,193,120,10,[]
74,True,1140,217,10,[]
75,True,167,564,6,[]
76,True,453,344,12,[]
77,True,422,316,18,[144]
78,True,711,149,8,[81]
79,True,1371,352,18,[]
80,True,1660,578,8,[]
81,True,708,154,8,[78]
82,True,106,380,16,[]
83,True,637,233,22,[]
84,True,365,106,16,[]
85,True,540,389,18,[]
