DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,590,195,16,[]
2,True,1166,445,20,[]
3,True,1314,340,12,[319]
4,True,1401,538,18,"[75, 242]"
5,True,169,565,18,[]
6,True,578,22,14,[]
7,True,1165,144,26,[302]
8,True,1541,179,14,[]
9,True,1478,201,12,[197]
10,True,1236,266,32,[51]
11,True,1276,196,22,[]
12,True,766,213,10,[]
13,True,602,87,22,[]
14,True,346,408,6,[363]
15,True,1518,457,26,[74]
16,True,808,591,12,[]
17,True,816,476,4,[380]
18,True,1145,539,18,[]
19,True,259,580,14,[142]
20,True,966,95,22,[410]
21,True,846,153,22,[]
22,True,1044,203,10,[]
23,True,688,316,8,[]
24,True,1436,328,14,[252]
25,True,220,374,16,[]
26,True,105,193,10,[149]
27,True,921,277,6,[]
28,True,1477,81,10,[]
29,True,434,44,6,[]
30,True,131,188,20,[149]
31,True,1449,118,8,[]
32,True,1561,304,14,[88]
33,True,92,554,18,[]
34,True,784,477,22,[]
35,True,243,567,18,[]
36,True,707,167,10,[200]
37,True,1532,436,16,"[74, 204]"
38,True,558,159,26,[59]
39,True,1685,85,16,[]
40,True,252,157,10,[]
41,True,720,365,12,[78]
42,True,679,186,4,[]
43,True,956,190,14,[]
44,True,95,227,10,[161]
45,True,444,127,20,[356]
46,True,113,579,22,[]
47,True,1471,300,12,[373]
48,True,638,452,2,[]
49,True,1367,373,12,[]
50,True,1469,463,8,[]
51,True,1257,250,28,"[10, 353]"
52,True,21,189,14,[]
53,True,1524,300,6,[277]
54,True,1611,420,24,[]
55,True,1515,327,10,[230]
56,True,741,554,6,[]
57,True,552,103,22,[250]
58,True,413,453,20,[365]
59,True,571,152,10,[38]
60,True,1363,316,10,[256]
61,True,1286,388,18,[]
62,True,116,503,6,[]
63,True,970,290,6,[]
64,True,335,279,18,[]
65,True,1017,26,6,[]
66,True,97,379,24,[96]
67,True,1452,149,24,[99]
68,True,1071,75,4,[]
69,True,918,550,4,[]
70,True,616,324,14,[]
71,True,1156,98,14,[]
72,True,1456,312,18,[]
73,True,908,293,14,[168]
74,True,1526,441,24,"[15, 37, 204]"
75,True,1400,545,26,"[4, 242]"
76,True,1411,331,8,[]
77,True,522,436,8,[]
78,True,727,373,16,[41]
79,True,66,468,16,[]
80,True,288,272,34,[399]
81,True,1369,92,20,[121]
82,True,938,502,28,[401]
83,True,359,76,4,[]
84,True,1428,44,24,[]
85,True,1403,259,24,[]
86,True,180,574,10,[]
87,True,1161,563,26,[]
88,True,1554,305,20,[32]
89,True,1095,484,18,[]
90,True,1501,531,10,[92]
91,True,867,55,12,[]
