DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1356,501,12,[]
2,True,1186,331,2,[]
3,True,508,423,8,[]
4,True,556,142,8,[310]
5,True,1193,132,12,[]
6,True,660,233,8,[]
7,True,633,495,10,[]
8,True,1594,192,30,[]
9,True,1621,366,14,[]
10,True,644,95,12,[]
11,True,1416,304,24,[]
12,True,706,333,22,[]
13,True,1471,558,16,[]
14,True,1111,387,16,[]
15,True,1052,200,16,[]
16,True,785,179,14,[219]
17,True,461,511,14,[]
18,True,521,306,10,[]
19,True,185,562,14,[]
20,True,667,394,8,[]
21,True,1055,384,20,[]
22,True,1382,446,14,[]
23,True,607,54,12,[]
24,True,1274,549,2,[]
25,True,589,261,10,[]
26,True,908,566,6,[473]
27,True,1510,466,10,[]
28,True,715,280,10,[]
29,True,1358,106,16,[]
30,True,170,542,16,[]
31,True,278,120,10,[]
32,True,1469,541,8,[]
33,True,836,423,16,[]
34,True,665,506,18,[]
35,True,1171,135,4,[]
36,True,731,557,22,[182]
37,True,13,512,14,[]
38,True,969,59,14,[253]
39,True,1327,405,4,[]
40,True,438,254,16,[]
41,True,529,493,14,[88]
42,True,1722,126,10,[]
43,True,692,562,20,[]
44,True,1285,468,4,[]
45,True,1235,40,14,[190]
46,True,908,432,26,[]
47,True,409,396,12,[]
48,True,571,312,22,[]
49,True,926,198,10,[]
50,True,1699,318,8,[]
51,True,301,177,8,[]
52,True,438,136,16,[]
53,True,996,294,22,[]
54,True,1016,436,16,[]
55,True,344,22,22,[]
56,True,823,37,28,[]
57,True,529,33,12,[]
58,True,366,254,14,[]
59,True,1627,331,22,[]
60,True,1428,425,22,"[317, 325]"
61,True,307,542,18,[]
62,True,83,339,14,[]
63,True,1450,465,18,[227]
64,True,1449,163,8,[]
65,True,476,547,26,[244]
66,True,1181,247,10,[]
67,True,1184,447,24,[205]
68,True,44,425,12,[]
69,True,822,556,8,[141]
70,True,973,189,12,[115]
71,True,1160,399,8,[]
72,True,461,148,6,[]
73,True,41,187,10,[]
74,True,1380,398,8,[]
75,True,511,540,16,[199]
76,True,1372,384,14,[]
77,True,649,543,14,[]
78,True,331,60,8,[]
79,True,1738,127,4,[]
80,True,175,295,14,[]
81,True,857,44,16,[]
82,True,61,559,12,[]
83,True,284,8,10,[]
84,True,1313,319,24,[]
85,True,929,377,6,[]
86,True,261,543,8,[]
87,True,200,27,12,[]
88,True,522,489,30,"[41, 418]"
89,True,239,276,8,[]
90,True,643,169,14,[]
91,True,1261,299,12,[]
92,True,30,413,8,[]
93,True,1078,83,22,[]
94,True,762,394,24,[432]
95,True,851,261,4,[]
96,True,820,417,6,[123]
97,True,1238,76,12,[]
98,True,571,233,8,[]
99,True,947,138,2,[]
100,True,1184,503,8,[]
101,True,207,42,18,[]
102,True,403,142,14,[]
103,True,942,269,16,[]
104,True,1318,79,8,[]
105,True,1380,37,34,"[136, 407]"
106,True,765,423,16,[432]
107,True,870,460,14,[]
108,True,302,336,8,[]
109,True,1540,467,14,[]
110,True,1538,507,14,[186]
111,True,415,44,28,[]
112,True,1463,444,12,[]
113,True,484,283,8,[]
114,True,741,334,12,[]
115,True,985,180,24,[70]
116,True,490,215,8,[]
117,True,1006,162,14,[]
118,True,1545,12,12,[]
119,True,621,131,8,[]
120,True,1023,398,10,[]
121,True,391,22,4,[]
122,True,482,298,14,[375]
123,True,814,420,10,[96]
124,True,1249,446,10,[353]
125,True,227,30,8,[]
126,True,1506,492,20,[417]
127,True,70,333,12,[]
128,True,682,463,12,[]
129,True,270,595,6,[]
130,True,1063,102,10,[]
131,True,386,523,12,[]
132,True,1739,400,12,[]
133,True,1424,245,12,[]
134,True,388,561,6,[]
135,True,545,559,8,[]
136,True,1379,16,26,"[105, 407]"
137,True,1174,47,18,[]
138,True,671,528,12,[]
139,True,1343,351,16,[]
140,True,143,116,16,[]
141,True,816,567,22,[69]
142,True,562,442,14,[]
143,True,1028,222,6,[]
144,True,700,402,12,[]
145,True,922,317,14,[]
146,True,1708,163,12,[]
147,True,97,310,12,[]
148,True,1271,156,22,[]
149,True,191,45,10,[]
150,True,1001,579,10,[]
151,True,1418,511,12,[]
152,True,412,340,22,[442]
153,True,41,510,20,[466]
154,True,253,298,14,[]
155,True,37,253,4,[]
156,True,468,98,8,[]
157,True,655,438,4,[]
158,True,1099,582,16,[]
159,True,162,183,18,[]
160,True,78,43,22,[]
161,True,535,103,12,[]
162,True,1506,233,10,[256]
163,True,575,391,10,[]
164,True,206,282,6,[]
165,True,1209,482,6,[]
166,True,1540,52,16,[460]
167,True,276,382,14,[208]
168,True,1629,86,12,[]
169,True,906,271,18,[]
170,True,1665,187,28,[]
171,True,383,51,12,[204]
172,True,770,565,24,[213]
173,True,1163,149,4,[]
174,True,1446,521,12,[]
175,True,1079,196,14,[]
176,True,318,364,36,[]
177,True,1206,362,14,[301]
178,True,1733,581,14,[]
179,True,349,143,16,[]
180,True,1450,37,2,[]
181,True,589,530,28,[340]
182,True,731,550,20,"[36, 206]"
183,True,736,25,12,[]
184,True,355,275,6,[]
185,True,141,544,14,"[267, 295]"
186,True,1543,504,22,[110]
187,True,708,529,18,[393]
188,True,876,134,18,[]
189,True,1062,323,4,[]
190,True,1242,32,14,[45]
191,True,461,306,10,[]
192,True,392,576,16,[]
193,True,1024,37,4,[]
194,True,1497,13,4,[]
195,True,1206,312,10,[]
196,True,1350,415,16,[]
197,True,818,444,18,[]
198,True,1160,575,6,[]
199,True,511,533,4,[75]
200,True,1091,374,2,[]
201,True,287,71,14,[]
202,True,749,274,18,[]
203,True,122,345,6,[238]
204,True,391,42,18,[171]
205,True,1198,443,16,[67]
206,True,727,539,4,[182]
207,True,750,425,10,[]
208,True,268,375,16,[167]
209,True,116,27,18,[]
210,True,1005,343,36,[]
211,True,457,225,20,[]
212,True,1576,43,14,[]
213,True,781,568,34,[172]
214,True,628,506,8,[]
215,True,524,206,18,[]
216,True,424,506,6,[]
217,True,336,523,16,[247]
218,True,435,324,12,[]
219,True,776,172,14,[16]
220,True,1593,484,4,[]
221,True,21,586,16,[]
222,True,163,142,22,[]
223,True,1513,11,18,[]
224,True,1441,302,8,[]
225,True,1063,320,2,[]
226,True,1483,18,16,[245]
227,True,1441,450,20,[63]
228,True,433,420,4,[]
229,True,1593,444,20,[303]
230,True,904,113,18,[]
231,True,964,259,2,[]
232,True,253,260,4,[362]
233,True,763,308,8,[]
234,True,584,406,18,[]
235,True,1548,281,10,[]
236,True,955,451,18,[]
237,True,453,565,30,[]
238,True,124,344,10,"[203, 313]"
239,True,724,58,20,[]
240,True,779,475,8,[]
241,True,652,66,16,[]
242,True,1107,465,20,[465]
243,True,998,77,18,[]
244,True,483,542,4,[65]
245,True,1486,13,8,[226]
246,True,1088,169,14,[]
247,True,329,521,6,[217]
248,True,985,128,18,[]
249,True,619,460,12,[]
250,True,169,31,6,[441]
251,True,274,340,16,"[254, 394]"
252,True,627,16,6,[]
253,True,956,51,26,[38]
254,True,268,350,18,[251]
255,True,86,460,14,[]
256,True,1498,242,20,[162]
257,True,980,9,8,[]
