DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,False,752,313,26,[]
2,True,135,559,8,[]
3,False,1028,316,8,[]
4,False,355,426,14,[]
5,False,1217,137,4,[]
6,False,86,461,4,[157]
7,False,472,125,10,[]
8,False,1025,258,4,[]
9,False,625,186,20,[]
10,False,1124,388,14,[]
11,False,1472,407,10,[]
12,True,1072,12,16,"[23, 306]"
13,False,646,555,6,[]
14,False,90,469,12,[]
15,False,620,487,18,[]
16,False,892,320,12,[]
17,False,419,266,14,[]
18,False,1649,98,6,[]
19,False,1610,340,4,[]
20,False,1081,158,10,[]
21,False,81,166,20,[]
22,True,1353,503,14,[]
23,False,1059,17,18,"[12, 306]"
24,False,901,113,12,[]
25,False,597,237,26,[]
26,False,1441,315,20,[]
27,False,151,381,6,[259]
28,False,1465,228,12,[]
29,False,59,228,24,[211]
30,False,895,261,6,[]
31,False,107,94,10,[]
32,True,1628,390,14,[]
33,False,748,236,8,[]
34,False,842,396,6,[]
35,False,131,222,8,[]
36,False,272,217,8,[]
37,False,1512,295,26,[]
38,False,1092,332,2,[]
39,False,543,364,16,[]
40,False,91,326,10,[]
41,False,618,151,10,[]
42,True,1533,190,20,[107]
43,False,744,210,22,[]
44,False,1136,540,20,[]
45,False,602,581,10,[]
46,False,1474,183,14,[]
47,False,511,84,2,[]
48,False,225,351,2,[]
49,False,1503,50,8,[]
50,False,1087,234,6,[]
51,False,237,494,12,[]
52,True,1575,487,14,[]
53,False,812,469,24,[]
54,False,7,558,4,[]
55,False,1507,479,22,"[308, 342]"
56,False,1292,336,4,[]
57,False,1662,192,6,[]
58,False,1705,565,10,"[282, 290]"
59,False,401,143,22,[]
60,False,583,527,14,[]
61,False,1280,542,28,[]
62,True,256,281,14,[]
63,False,706,473,10,[283]
64,False,118,295,4,[]
65,False,746,559,12,[]
66,False,1511,501,2,[]
67,False,1705,102,10,[]
68,False,895,522,12,[]
69,False,1083,97,10,[]
70,False,1620,422,12,[]
71,False,54,126,12,[]
72,True,1173,586,20,[]
73,False,192,282,2,[]
74,False,667,512,10,[]
75,False,1236,131,12,[]
76,False,590,104,12,[]
77,False,906,51,6,[]
78,False,532,549,22,"[114, 192]"
79,False,1722,122,22,[]
80,False,952,21,14,[]
81,False,1497,343,6,[]
82,True,329,541,16,[329]
83,False,1625,564,4,[]
84,False,752,349,14,[]
85,False,914,466,14,[]
86,False,871,180,14,[]
87,False,1604,186,20,[227]
88,False,875,148,20,[]
89,False,409,517,8,[]
90,False,1047,320,20,[]
91,False,715,537,6,[]
92,True,1674,474,10,[]
93,False,1438,272,8,[]
94,False,1011,553,12,[]
95,False,663,85,22,[]
96,False,229,386,10,[]
97,False,977,485,16,[]
98,False,405,251,10,[]
99,False,14,382,16,[]
100,False,1597,30,14,"[112, 244]"
101,False,1612,355,12,[]
102,True,938,151,10,[]
103,False,1315,116,8,[]
104,False,1213,304,16,[132]
105,False,68,394,4,[]
106,False,688,387,28,[]
107,False,1539,180,16,[42]
108,False,179,243,8,[]
109,False,1563,426,4,[]
110,False,1124,454,6,[]
111,False,1168,206,14,[]
112,True,1589,47,24,"[100, 206]"
113,False,659,402,12,[]
114,False,551,551,18,[78]
115,False,1065,536,6,[]
116,False,905,263,6,[]
117,False,741,7,12,[]
118,False,548,207,20,[]
119,False,600,499,6,[366]
120,False,1586,284,14,[]
121,False,1015,378,14,[278]
122,True,359,282,18,[131]
123,False,1454,562,14,[]
124,False,1258,522,20,[]
125,False,773,321,12,[]
126,False,16,331,18,[]
127,False,648,155,6,[]
128,False,322,223,6,[]
129,False,1088,25,12,[]
130,False,383,296,10,[]
131,False,358,295,12,[122]
132,True,1201,321,28,[104]
133,False,997,508,12,[]
134,False,1670,77,4,[]
135,False,839,448,16,[364]
136,False,1560,222,14,[]
137,False,1002,200,4,[]
138,False,1451,352,16,[]
139,False,543,167,6,[]
140,False,690,164,12,[]
141,False,872,370,16,[]
142,True,329,81,32,[]
143,False,950,56,16,[]
144,False,287,329,16,[]
145,False,1236,214,14,[]
146,False,739,265,14,[]
147,False,305,96,20,[]
148,False,520,328,2,[]
149,False,1587,540,20,[]
150,False,766,121,8,[]
151,False,1500,106,16,[]
152,True,126,22,6,[]
153,False,89,192,20,[]
154,False,840,309,8,[]
155,False,967,333,22,[]
156,False,1311,147,12,[]
157,False,82,456,12,[6]
158,False,41,567,30,"[184, 236]"
159,False,1432,54,10,[]
160,False,46,370,10,[]
161,False,1004,67,24,[365]
162,True,715,160,6,[]
163,False,1722,98,12,[]
164,False,1431,368,8,[]
165,False,109,494,16,[]
166,False,47,420,8,[]
167,False,326,519,10,[]
168,False,1571,464,18,[]
169,False,979,456,6,[]
170,False,169,113,4,[]
171,False,1266,456,12,[]
172,True,1370,113,12,[]
173,False,444,28,8,[]
174,False,1067,335,10,[]
175,False,335,223,10,[]
176,False,176,57,22,"[305, 343]"
177,False,851,487,4,[]
178,False,82,472,2,[]
179,False,931,10,8,[]
180,False,1394,162,12,"[303, 350]"
181,False,658,126,8,[]
182,True,1546,151,14,[]
183,False,220,182,32,[295]
184,False,41,566,14,[158]
185,False,782,213,10,[]
186,False,488,216,12,[]
187,False,65,298,16,[316]
188,False,1566,197,10,[]
189,False,1704,198,14,[]
190,False,297,419,8,[]
191,False,1144,21,18,[337]
192,True,514,561,30,[78]
193,False,826,533,22,[]
194,False,1236,336,14,[]
195,False,479,510,8,[]
196,False,1044,576,10,[]
197,False,1180,273,18,[]
198,False,1620,379,12,[]
199,False,440,302,8,[]
200,False,800,136,26,[]
201,False,1648,128,8,[]
202,True,221,253,18,[]
203,False,1542,205,8,[247]
204,False,838,294,8,[]
205,False,908,535,10,[]
206,False,1588,55,22,[112]
207,False,1560,518,16,[]
208,False,460,396,10,[242]
209,False,856,40,12,[]
210,False,1253,420,12,[]
211,False,75,227,22,[29]
212,True,415,207,12,[276]
213,False,400,365,12,[]
214,False,1715,83,2,[]
215,False,1507,424,12,[]
216,False,873,577,8,[]
217,False,27,118,8,[]
218,False,1112,57,22,[]
219,False,163,416,12,[]
220,False,1507,518,12,[]
221,False,1092,133,16,[]
222,True,1637,185,8,[]
223,False,1479,562,12,[]
224,False,304,581,12,[]
225,False,397,398,12,[]
226,False,267,160,8,[]
227,False,1604,184,12,[87]
228,False,652,451,16,[]
229,False,1309,541,4,[]
230,False,1252,331,14,[]
231,False,443,163,12,[]
232,True,1713,212,14,[]
233,False,694,563,22,[]
234,False,1277,478,10,[]
235,False,880,381,4,[]
236,False,52,544,22,[158]
237,False,903,390,6,[257]
238,False,170,308,12,[]
239,False,1565,56,22,[]
240,False,1410,95,22,[]
241,False,408,290,20,[]
242,True,455,386,14,[208]
243,False,970,441,20,[]
244,False,1606,27,10,[100]
245,False,723,449,14,[]
246,False,1037,486,10,[]
247,False,1543,209,16,[203]
248,False,118,395,20,[]
249,False,649,21,8,[]
250,False,22,175,10,[]
251,False,105,343,22,[]
252,True,631,291,16,[]
253,False,1182,187,4,[]
254,False,828,147,6,[]
255,False,453,184,12,[]
256,False,1249,377,10,[]
257,False,916,381,30,[237]
258,False,1105,434,18,[]
259,False,137,381,24,"[27, 344]"
260,False,1251,201,16,[]
261,False,160,495,20,[]
262,True,1161,33,14,[]
263,False,729,382,12,[]
264,False,212,382,18,[]
265,False,674,288,22,[359]
266,False,1357,439,10,[]
267,False,879,432,14,[]
268,False,1503,68,20,[]
269,False,348,142,10,[]
270,False,869,82,12,[]
271,False,601,43,12,[]
272,True,710,382,16,[]
273,False,705,146,22,[]
274,False,1114,197,18,[]
275,False,246,359,24,"[293, 361]"
276,False,419,209,4,[212]
277,False,1398,119,2,[]
278,False,1022,381,28,[121]
279,False,1320,91,4,[]
280,False,1273,268,14,[]
281,False,996,229,22,[]
282,True,1719,565,24,[58]
283,False,702,466,20,[63]
284,False,33,347,8,[]
285,False,355,222,8,[328]
286,False,1556,91,18,[]
287,False,67,266,10,[]
288,False,205,453,20,[]
289,False,200,166,8,[]
290,False,1692,559,22,[58]
291,False,1473,581,8,[]
292,True,158,122,20,[]
293,False,236,352,4,"[275, 361]"
294,False,1332,560,20,[]
295,False,223,189,8,[183]
296,False,1739,418,8,[]
297,False,1032,337,20,[]
298,False,470,201,10,[]
299,False,1726,361,10,[]
300,False,1006,477,24,[]
301,False,908,458,4,[]
302,True,1082,190,18,[]
303,False,1377,160,28,[180]
304,False,506,66,10,[]
305,False,169,50,8,[176]
306,False,1062,6,10,"[12, 23]"
307,False,890,90,12,[]
308,False,1494,484,14,[55]
309,False,279,474,4,[]
310,False,372,454,12,[]
311,False,35,112,10,[]
312,True,1229,483,8,[]
313,False,1012,252,14,[]
314,False,541,393,16,[]
315,False,692,116,16,[]
316,False,74,292,12,[187]
317,False,1063,487,10,[]
318,False,764,526,8,[]
319,False,437,535,28,[]
320,False,579,367,16,[]
321,False,460,529,6,[]
322,True,110,413,12,[]
323,False,570,153,6,[]
324,False,176,13,8,[]
325,False,1620,578,16,[]
326,False,1453,503,16,[]
327,False,1163,164,18,[]
328,False,357,227,14,[285]
329,False,333,554,12,[82]
330,False,73,527,12,[]
331,False,559,463,6,[]
332,True,1681,196,10,[]
333,False,1515,357,16,[]
334,False,415,465,10,[]
335,False,887,537,8,[]
336,False,688,64,12,[]
337,False,1140,25,6,[191]
338,False,1370,214,14,[]
339,False,1328,316,24,[]
340,False,278,344,18,[]
341,False,146,335,22,[]
342,True,1513,491,16,[55]
343,False,189,35,34,[176]
344,False,123,369,18,[259]
345,False,1203,197,16,[]
346,False,612,558,10,[]
347,False,1677,52,4,[]
348,False,1319,572,14,[]
349,False,1201,43,20,[]
350,False,1407,167,18,[180]
351,False,299,496,6,[]
352,True,6,192,4,[]
353,False,62,36,6,[]
354,False,1144,232,10,[]
355,False,1315,478,10,[]
356,False,1658,344,22,[]
357,False,1536,24,16,[]
358,False,258,226,14,[]
359,False,672,283,16,[265]
360,False,594,151,26,[]
361,False,235,351,16,"[275, 293]"
362,True,393,285,6,[]
363,False,1245,482,6,[]
364,False,850,457,14,[135]
365,False,995,82,12,[161]
366,False,584,505,30,[119]
367,False,390,265,20,[]
368,False,1647,460,10,[]
369,False,314,420,2,[]
370,False,522,505,14,[]
371,False,479,32,10,[]
372,True,977,385,6,[]
373,False,969,38,20,[]
374,False,30,509,10,[]
375,False,1179,117,30,[]
376,False,678,441,12,[]
377,False,137,349,10,[]
