DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1252,544,24,[]
2,True,1671,564,4,[79]
3,True,1117,547,18,[]
4,True,955,536,8,[]
5,True,83,535,14,[]
6,True,1040,128,12,[]
7,True,431,168,16,[]
8,True,635,501,12,"[135, 331, 369]"
9,True,1086,517,14,[]
10,True,133,523,10,[199]
11,True,1646,134,14,[]
12,True,1007,459,14,[]
13,True,822,232,14,[17]
14,True,1550,535,12,[]
15,True,1259,331,10,[]
16,True,1512,212,20,[]
17,True,822,235,18,[13]
18,True,502,417,26,[]
19,True,847,233,16,[]
20,True,1339,419,18,"[73, 128]"
21,True,884,87,34,"[34, 265]"
22,True,1121,307,14,[]
23,True,185,237,24,[]
24,True,990,412,6,[]
25,True,1343,338,2,[]
26,True,83,224,8,[]
27,True,760,106,8,[297]
28,True,474,589,6,[]
29,True,100,423,12,[]
30,True,273,92,12,[168]
31,True,1185,556,18,[]
32,True,175,320,18,[]
33,True,471,319,16,[188]
34,True,880,81,10,[21]
35,True,1496,54,8,[]
36,True,88,378,6,[]
37,True,1005,371,16,[]
38,True,1363,114,16,[]
39,True,233,332,28,[]
40,True,1614,227,14,[]
41,True,952,510,16,[233]
42,True,83,339,4,[]
43,True,805,144,20,[]
44,True,1655,210,14,[303]
45,True,573,107,14,[]
46,True,924,419,10,[]
47,True,1088,387,12,"[353, 375]"
48,True,999,478,16,[200]
49,True,597,66,8,[]
50,True,69,296,14,[]
51,True,810,402,2,[]
52,True,1461,216,6,[]
53,True,523,547,10,[]
54,True,774,380,4,[]
55,True,1319,390,10,[]
56,True,920,466,16,[]
57,True,374,404,20,[216]
58,True,1310,543,24,[]
59,True,616,472,22,[150]
60,True,1546,105,8,[]
61,True,588,529,12,[]
62,True,505,149,22,[269]
63,True,1434,52,10,[]
64,True,1419,428,2,[]
65,True,1649,592,4,[]
66,True,305,541,22,[354]
67,True,1697,506,20,[]
68,True,1216,484,6,[]
69,True,611,387,4,[]
70,True,757,455,16,[]
71,True,1552,424,8,[]
72,True,382,38,10,[201]
73,True,1333,423,12,[20]
74,True,575,552,8,[]
75,True,910,179,6,[]
76,True,1424,339,4,[]
77,True,584,499,18,[315]
78,True,1333,368,20,[]
79,True,1669,559,28,"[2, 236]"
80,True,726,586,12,[]
81,True,1496,179,10,[]
82,True,1354,451,22,[]
83,True,114,352,20,[]
84,True,846,139,8,[]
85,True,84,321,6,[]
86,True,1020,534,16,[]
87,True,1013,413,20,[296]
88,True,1098,352,18,[]
89,True,1303,227,12,[]
90,True,1743,477,4,[]
91,True,1075,249,8,[]
92,True,15,136,8,[]
93,True,545,74,8,[]
94,True,1666,358,12,[]
95,True,97,45,18,[345]
96,True,1009,506,16,[]
97,True,1300,328,8,[]
98,True,1572,395,24,[]
99,True,314,370,8,[]
100,True,757,556,8,[]
101,True,1149,334,12,[]
102,True,544,429,8,[]
103,True,379,54,20,[]
104,True,1390,369,24,[]
105,True,1658,419,8,[]
106,True,1679,42,18,[]
107,True,974,241,18,[]
108,True,548,440,4,[]
109,True,1190,311,6,[]
110,True,397,335,20,[]
111,True,185,587,6,[]
112,True,157,483,14,[]
113,True,1640,433,16,[]
114,True,1643,61,16,[]
115,True,1333,233,2,[]
116,True,302,323,34,[267]
117,True,135,477,12,[]
118,True,485,534,24,[]
119,True,535,135,18,[325]
120,True,1180,88,24,[]
121,True,1385,235,22,[]
122,True,1141,276,18,[]
123,True,649,544,8,[]
124,True,114,378,12,[]
125,True,450,390,16,[]
126,True,1526,108,22,[]
127,True,1294,178,10,[]
128,True,1349,405,20,[20]
129,True,350,537,26,[163]
130,True,585,394,16,[]
