DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,False,330,263,10,[104]
2,True,1108,81,2,[]
3,False,1070,199,14,[]
4,False,1392,122,12,[]
5,False,751,343,12,[]
6,False,1520,442,10,[]
7,False,1472,291,16,[]
8,False,980,467,8,[]
9,False,1232,260,12,"[210, 688]"
10,False,1388,405,12,[142]
11,False,1477,438,12,[488]
12,True,688,383,6,[173]
13,False,687,132,22,[]
14,False,1191,391,6,[129]
15,False,1279,326,6,[86]
16,False,85,486,12,"[78, 165]"
17,False,1079,208,8,[]
18,False,382,115,18,[]
19,False,97,526,16,[]
20,False,304,294,14,[673]
21,False,793,568,4,[]
22,True,1206,562,16,[430]
23,False,1187,570,6,[]
24,False,121,559,26,[]
25,False,311,515,40,[]
26,False,22,145,34,[]
27,False,762,243,24,[406]
28,False,813,154,4,[]
29,False,1720,116,22,[324]
30,False,1163,255,20,[470]
31,False,1057,563,10,[]
32,True,1270,371,18,[]
33,False,283,445,12,[199]
34,False,22,325,8,[]
35,False,142,489,6,[]
36,False,717,514,16,[]
37,False,684,496,8,[]
38,False,239,584,16,[128]
39,False,820,64,18,[]
40,False,95,183,12,[676]
41,False,1326,514,20,[705]
42,True,518,167,28,[633]
43,False,493,466,8,[724]
44,False,1737,229,20,[]
45,False,385,319,22,[712]
46,False,298,259,14,[]
47,False,1624,198,10,[]
48,False,418,162,16,[]
49,False,750,139,4,[]
50,False,1380,244,6,[]
51,False,660,302,10,[]
52,True,852,19,20,[]
53,False,1085,373,8,[]
54,False,557,477,26,[]
55,False,1339,223,16,[96]
56,False,570,277,16,[]
57,False,1490,128,8,[]
58,False,731,146,12,[]
59,False,712,36,6,[100]
60,False,1554,533,14,[]
61,False,1189,144,12,[230]
62,True,942,515,20,[578]
63,False,1301,380,20,[]
64,False,1432,344,16,[]
65,False,1713,488,14,[]
66,False,553,409,8,[286]
67,False,1570,48,24,[]
68,False,179,151,8,[]
69,False,1562,391,8,[]
70,False,1717,55,12,[]
71,False,1235,547,18,[]
72,True,1218,416,20,[265]
73,False,443,5,10,[]
74,False,311,579,16,[564]
75,False,384,560,8,[]
76,False,1592,558,16,[486]
77,False,80,256,24,"[296, 551]"
78,False,78,495,16,"[16, 315]"
79,False,921,167,18,"[317, 480]"
80,False,106,387,26,[484]
81,False,740,122,14,[]
82,True,1604,401,6,[]
83,False,1725,339,6,[]
84,False,553,331,14,[]
85,False,305,165,20,[]
86,False,1270,324,26,[15]
87,False,1271,75,10,[402]
88,False,480,475,8,[]
89,False,1489,459,14,[]
90,False,865,440,20,[]
91,False,1122,110,34,"[162, 305, 535, 576, 577, 668]"
92,True,302,274,4,[673]
93,False,1084,61,2,[]
94,False,743,574,16,[]
95,False,82,65,16,[]
96,False,1345,205,24,[55]
97,False,145,50,6,[]
98,False,1385,367,10,[520]
99,False,1022,567,10,[]
100,False,717,41,14,[59]
101,False,967,510,6,[578]
