DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1719,410,20,"[34, 250]"
2,True,502,457,6,[]
3,True,148,468,16,[]
4,True,886,492,6,[]
5,True,61,267,4,[]
6,True,906,297,12,[]
7,True,1239,154,20,[]
8,True,1380,180,16,[]
9,True,1114,26,16,[]
10,True,352,505,6,[12]
11,True,447,184,12,[259]
12,True,358,509,18,[10]
13,True,1607,421,8,[]
14,True,1145,357,4,[]
15,True,261,131,22,[]
16,True,417,480,16,"[161, 356]"
17,True,1673,536,14,[221]
18,True,1294,260,14,[]
19,True,1061,372,10,[]
20,True,1126,196,10,[]
21,True,828,464,8,[]
22,True,677,99,8,[]
23,True,987,280,14,[]
24,True,1625,37,24,[]
25,True,1054,253,20,[202]
26,True,563,76,8,[]
27,True,57,248,16,[]
28,True,186,405,12,[]
29,True,1135,351,18,[]
30,True,555,163,10,[]
31,True,1686,457,10,[]
32,True,728,400,12,[]
33,True,698,45,14,[]
34,True,1724,417,24,"[1, 250]"
35,True,1442,433,20,[]
36,True,940,165,26,[]
37,True,802,578,10,[]
38,True,475,527,14,[]
39,True,798,524,10,[]
40,True,1618,178,14,[]
41,True,1599,433,8,[]
42,True,226,484,8,[244]
43,True,1310,407,10,"[194, 222]"
44,True,66,19,28,[]
45,True,1726,482,14,[]
46,True,1480,183,16,[]
47,True,528,316,8,[]
48,True,1165,261,4,[]
49,True,1598,336,10,[]
50,True,235,259,12,[]
51,True,1042,570,20,[338]
52,True,825,526,18,[]
53,True,125,184,10,[]
54,True,1308,247,12,[]
55,True,1257,154,6,[]
56,True,321,567,6,[]
57,True,298,63,24,"[206, 350]"
58,True,336,468,8,[]
59,True,861,4,6,[]
60,True,1124,297,14,[]
61,True,1612,299,8,[]
62,True,1158,499,16,[]
63,True,1345,374,22,[97]
64,True,1198,458,12,[]
65,True,1551,181,18,[]
66,True,1541,493,20,[]
67,True,1662,83,10,[]
68,True,1039,366,4,[]
69,True,1201,35,20,[]
70,True,1476,50,2,[127]
71,True,12,288,8,[]
72,True,1694,276,16,[]
