DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,672,476,26,[]
2,True,1570,116,22,[]
3,True,1500,446,4,[]
4,True,179,218,6,[]
5,True,707,96,6,[]
6,True,1017,403,10,[]
7,True,466,510,18,[]
8,True,260,289,16,[]
9,True,332,591,4,[]
10,True,1542,397,6,[]
11,True,795,196,2,[]
12,True,679,185,14,[]
13,True,602,251,10,[]
14,True,1052,186,8,[]
15,True,44,210,14,[]
16,True,1075,249,4,[]
17,True,533,331,16,[]
18,True,141,460,18,[]
19,True,1359,464,12,[]
20,True,96,222,8,[]
21,True,887,256,4,[]
22,True,36,164,18,[]
23,True,434,541,2,[]
24,True,225,264,16,[]
25,True,1113,407,4,[]
26,True,1057,540,12,[]
27,True,1287,35,12,[]
28,True,1395,408,12,[]
29,True,697,153,12,[]
30,True,674,405,4,[]
31,True,959,403,18,[]
32,True,865,479,22,[]
33,True,78,580,14,[]
34,True,1426,156,20,[]
35,True,79,365,6,[]
36,True,112,328,6,[]
37,True,207,412,14,[]
38,True,1066,509,2,[]
39,True,867,290,14,[]
40,True,233,235,14,[]
41,True,1559,325,18,[45]
42,True,1132,536,12,[]
43,True,462,96,10,[115]
44,True,781,236,8,[]
45,True,1554,317,20,[41]
46,True,629,219,20,[]
47,True,485,236,4,[]
48,True,133,107,36,[]
49,True,1273,538,18,[]
50,True,1238,546,14,[]
51,True,395,352,10,[]
52,True,983,420,22,[]
53,True,980,369,8,[]
54,True,1138,82,10,[]
55,True,23,207,14,[]
56,True,1343,433,16,[]
57,True,1405,65,22,[]
58,True,1591,431,4,[]
59,True,629,107,30,[]
60,True,1507,595,6,[]
61,True,978,146,14,[]
62,True,539,367,24,[]
63,True,700,196,28,[]
64,True,1457,438,8,[]
65,True,1232,39,14,[]
66,True,1118,83,6,[]
67,True,693,548,6,[]
68,True,1478,220,8,[]
69,True,780,154,10,[]
70,True,996,339,10,[]
71,True,1027,480,20,[]
72,True,194,417,6,[]
73,True,501,11,12,[]
74,True,1139,190,18,[]
75,True,472,328,14,[]
76,True,568,531,4,[]
77,True,1132,289,10,[]
78,True,1352,224,8,[]
79,True,1700,163,28,[]
80,True,1124,176,10,[]
81,True,506,552,24,[]
82,True,1315,38,18,[]
83,True,252,534,10,[]
84,True,1117,562,16,[]
85,True,1073,166,10,[]
86,True,947,88,14,[]
87,True,1289,473,14,[]
88,True,173,455,14,[]
89,True,922,577,6,[]
90,True,1241,58,16,[]
91,True,1468,128,24,[118]
92,True,46,317,22,[]
93,True,527,424,14,[]
94,True,1587,156,20,[]
95,True,905,284,8,[]
96,True,337,507,12,[]
97,True,1305,127,18,[]
98,True,418,158,10,[]
99,True,1581,60,12,[]
100,True,1606,77,12,[]
101,True,1623,37,10,[]
102,True,230,491,20,[]
103,True,1646,314,20,[]
104,True,860,308,8,[]
105,True,102,23,16,[]
106,True,1083,511,4,[]
107,True,1201,496,24,[]
108,True,1172,548,14,[]
109,True,719,177,8,[]
110,True,590,44,12,[]
111,True,1688,87,12,[]
112,True,831,43,6,[]
113,True,634,513,20,[]
114,True,1734,417,12,[]
115,True,455,102,16,[43]
116,True,842,464,10,[]
117,True,889,424,8,[]
118,True,1478,119,16,[91]
119,True,1088,184,10,[]
120,True,1711,587,6,[]
121,True,836,153,6,[]
122,True,752,490,16,[]
123,True,1041,499,18,[]
124,True,475,118,32,[]
125,True,959,570,14,[]
126,True,1000,475,22,[]
127,True,19,537,20,[]
128,True,172,551,16,[]
129,True,149,330,8,[]
130,True,1640,379,12,[]
131,True,337,76,8,[]
