DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,False,1410,309,6,[]
2,True,155,446,10,[]
3,False,1498,158,16,"[49, 94]"
4,False,651,238,22,[]
5,False,607,203,12,[]
6,False,942,30,4,[]
7,False,481,140,6,[76]
8,False,1360,220,6,[]
9,False,858,362,16,[]
10,False,384,57,20,[40]
11,False,103,567,22,[]
12,True,641,157,6,[]
13,False,121,219,24,[]
14,False,1329,102,4,[]
15,False,230,4,8,[]
16,False,828,333,16,[]
17,False,1668,137,22,[91]
18,False,371,256,4,[]
19,False,1176,344,2,[]
20,False,1523,581,6,[]
21,False,385,339,22,[70]
22,True,395,129,12,[]
23,False,33,407,18,[]
24,False,1605,214,12,[]
25,False,567,278,8,[145]
26,False,1337,338,6,[]
27,False,223,243,14,[]
28,False,870,164,6,[]
29,False,861,576,16,[116]
30,False,1156,95,20,[]
31,False,733,245,24,[]
32,True,1467,411,6,[]
33,False,620,551,22,[52]
34,False,381,147,4,[]
35,False,1217,292,16,[]
36,False,895,255,16,[]
37,False,1012,302,4,[]
38,False,1528,19,4,[]
39,False,1373,257,20,[]
40,False,397,54,16,[10]
41,False,169,298,10,[]
42,True,1266,456,26,[]
43,False,391,497,8,[]
44,False,59,137,12,[]
45,False,1487,377,16,[]
46,False,92,262,6,[]
47,False,1348,100,8,[]
48,False,694,511,4,[]
49,False,1500,153,8,"[3, 94]"
50,False,1009,140,4,[]
51,False,39,326,12,[]
52,True,622,558,6,[33]
53,False,188,423,26,[]
54,False,1539,460,10,[]
55,False,821,451,10,[]
56,False,880,428,10,[]
57,False,298,583,24,[]
58,False,181,499,36,[]
59,False,297,232,12,[198]
60,False,574,393,26,[]
61,False,815,113,10,[]
62,True,362,288,4,[]
63,False,544,100,16,[]
64,False,490,567,20,[]
65,False,875,61,16,[]
66,False,1499,520,20,[]
67,False,787,39,12,[]
68,False,784,22,6,[]
69,False,1636,424,4,[]
70,False,375,332,18,[21]
71,False,963,97,10,[]
72,True,47,21,14,[]
73,False,1292,381,26,[]
74,False,1493,72,2,[]
75,False,1016,58,14,[]
76,False,479,132,28,[7]
77,False,653,439,8,[]
78,False,1378,141,8,[]
79,False,1236,162,28,[]
80,False,770,292,24,[]
81,False,1480,76,14,[106]
82,True,909,391,12,[103]
83,False,1681,585,18,[]
84,False,522,294,18,[]
85,False,342,165,16,[]
86,False,1123,233,20,[]
87,False,979,341,10,[]
88,False,1160,533,14,[]
89,False,940,413,14,[]
90,False,592,61,16,[]
91,False,1655,128,32,[17]
92,True,1605,185,18,[]
93,False,163,165,10,[]
94,False,1504,155,16,"[3, 49]"
95,False,332,422,6,[]
96,False,596,567,14,[]
97,False,650,512,4,[]
98,False,1151,429,20,[]
99,False,945,462,6,[]
100,False,966,490,6,[]
101,False,1545,582,8,[]
102,True,220,320,2,[]
103,False,905,383,26,[82]
104,False,300,367,20,[]
105,False,664,461,10,[]
106,False,1472,71,30,[81]
107,False,894,95,14,[]
108,False,311,224,16,[]
109,False,43,440,10,[]
110,False,811,388,20,[]
111,False,1423,189,16,[]
112,True,1348,285,18,[]
113,False,95,506,24,[]
114,False,587,536,8,[]
115,False,1064,149,16,[]
116,False,843,566,26,[29]
117,False,993,342,4,[]
118,False,713,454,18,[]
119,False,1628,79,12,[]
120,False,399,67,10,[]
121,False,42,227,18,[]
122,True,335,502,8,[]
123,False,759,489,6,[]
124,False,139,489,24,[]
125,False,615,175,8,[]
126,False,809,502,12,[147]
127,False,247,312,10,[]
128,False,1293,206,14,[]
129,False,882,321,10,[]
130,False,1008,492,8,[]
131,False,1729,407,18,[]
132,True,1497,266,6,[]
133,False,1237,33,14,[]
134,False,592,469,10,[]
135,False,740,414,24,[]
136,False,92,358,6,[]
137,False,1165,373,12,[]
138,False,943,178,16,[]
139,False,1417,344,14,[]
140,False,1550,25,8,[]
141,False,626,299,8,[]
142,True,1636,277,16,[]
143,False,693,58,6,[]
144,False,674,307,22,[]
145,False,571,271,30,[25]
146,False,1484,492,12,[]
147,False,808,500,26,[126]
148,False,1548,435,8,[]
149,False,1019,107,18,[]
150,False,1326,47,14,[]
151,False,1385,299,6,[]
152,True,636,266,8,[]
153,False,1145,116,16,[]
154,False,1108,139,10,[]
155,False,590,145,16,[]
156,False,1063,345,22,[]
157,False,147,406,10,[]
158,False,1308,194,8,[]
159,False,404,142,10,[]
160,False,1308,516,16,[]
161,False,1390,485,8,[]
162,True,16,205,6,[]
163,False,229,460,2,[]
164,False,1268,316,20,[]
165,False,845,370,8,[]
166,False,1520,67,8,[]
167,False,639,310,6,[]
168,False,1400,245,12,[]
169,False,475,390,12,[]
170,False,1066,261,6,[]
171,False,92,321,14,[]
172,True,1585,579,18,[]
173,False,1223,456,6,[]
174,False,1491,498,4,[]
175,False,1430,131,10,[]
176,False,1022,85,16,[]
177,False,1502,41,14,[]
178,False,132,380,16,[]
179,False,164,391,30,[]
180,False,690,457,18,[]
181,False,519,422,4,[]
182,True,202,170,12,[]
183,False,428,383,14,[185]
184,False,1695,100,2,[]
185,False,415,394,26,[183]
186,False,493,419,12,[]
187,False,1421,440,8,[]
188,False,1393,141,8,[]
189,False,380,442,6,[]
190,False,736,284,14,[]
191,False,441,66,16,[]
192,True,206,18,14,[]
193,False,876,405,4,[]
194,False,45,159,4,[]
195,False,1392,414,4,[]
196,False,739,111,24,[]
197,False,715,409,8,[]
198,False,297,242,20,[59]
199,False,659,159,2,[]
200,False,1101,28,14,[]
201,False,980,415,8,[]
202,True,223,127,6,[]
203,False,169,480,6,[]
