DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,58,538,12,[]
2,True,1142,163,18,[141]
3,True,1166,391,22,[]
4,True,1064,547,12,[]
5,True,721,235,24,[]
6,True,186,526,12,[429]
7,True,61,479,24,[]
8,True,1461,9,4,[]
9,True,1055,441,16,[]
10,True,597,174,10,[]
11,True,758,214,12,[]
12,True,112,113,16,[673]
13,True,1350,42,8,[623]
14,True,94,355,18,[]
15,True,621,56,22,[164]
16,True,649,141,10,[562]
17,True,541,558,16,[254]
18,True,1248,473,16,"[226, 521]"
19,True,192,116,18,[382]
20,True,741,544,14,[680]
21,True,326,557,10,[]
22,True,1474,189,12,[]
23,True,926,338,24,[]
24,True,1646,390,32,[510]
25,True,102,304,14,[698]
26,True,186,18,6,[702]
27,True,592,268,16,[]
28,True,880,350,16,[]
29,True,393,223,10,[]
30,True,1018,512,14,[]
31,True,421,537,18,[]
32,True,1037,322,14,[474]
33,True,298,542,22,[295]
34,True,483,163,14,[348]
35,True,1240,142,22,[560]
36,True,488,516,8,[]
37,True,1293,334,24,[306]
38,True,347,396,18,[]
39,True,1266,158,22,"[559, 689]"
40,True,1647,53,14,[]
41,True,98,327,12,[]
42,True,1558,556,8,[740]
43,True,1179,72,8,"[684, 728]"
44,True,1180,253,8,[]
45,True,915,319,6,[]
46,True,432,526,10,[518]
47,True,1468,581,26,[]
48,True,774,264,10,[]
49,True,1066,102,8,[693]
50,True,1685,455,24,[]
51,True,882,553,12,[]
52,True,1614,230,12,[]
53,True,1199,236,6,[]
54,True,673,390,10,[432]
55,True,1343,447,26,[516]
56,True,294,152,18,[]
57,True,698,343,6,[]
58,True,165,457,8,[]
59,True,1216,473,10,[]
60,True,1474,477,20,[69]
61,True,399,311,18,[]
62,True,1399,504,18,[]
63,True,835,515,4,[358]
64,True,447,574,10,[]
65,True,1082,476,12,[]
66,True,658,457,12,[]
67,True,1333,479,22,[]
68,True,876,145,22,[174]
69,True,1482,483,6,[60]
70,True,805,131,8,[]
71,True,113,48,10,[]
72,True,1575,82,10,[]
73,True,1302,533,18,[]
74,True,1277,393,26,[115]
75,True,191,184,10,[]
76,True,815,96,32,[]
77,True,1529,416,12,[]
78,True,771,461,22,[717]
79,True,711,96,10,[]
80,True,1359,52,6,[]
81,True,1738,124,14,"[178, 758]"
82,True,1131,355,18,[]
83,True,1563,250,26,[]
84,True,224,306,22,[733]
85,True,1623,555,6,[]
86,True,1169,202,18,[]
87,True,1022,387,28,[451]
88,True,1231,501,20,[]
89,True,799,4,4,[]
90,True,81,570,12,[117]
91,True,433,234,4,[]
92,True,301,136,12,[]
93,True,726,576,14,[]
94,True,674,22,12,[]
95,True,133,333,10,[]
96,True,725,59,14,[204]
97,True,1125,301,18,[]
98,True,1438,392,14,[]
99,True,1057,170,22,[]
100,True,740,389,18,[]
101,True,252,125,10,[]
102,True,1208,444,12,[395]
103,True,1499,336,12,[]
104,True,945,349,8,[]
105,True,1482,460,14,[]
106,True,1555,566,12,"[333, 536, 740]"
107,True,716,164,12,"[293, 563]"
108,True,806,194,20,[]
109,True,32,590,6,[]
110,True,808,540,6,[]
111,True,156,414,16,[]
112,True,1187,497,12,[]
113,True,140,285,16,"[218, 279, 713]"
114,True,12,109,18,[191]
115,True,1274,392,10,[74]
116,True,784,388,18,[318]
117,True,73,572,16,[90]
118,True,1508,412,22,[603]
119,True,1614,584,6,[]
120,True,603,114,14,[]
121,True,1675,114,20,[]
122,True,897,142,20,[]
123,True,714,126,14,[661]
124,True,631,135,12,[496]
125,True,501,66,22,"[504, 678]"
126,True,777,252,8,[]
127,True,670,159,22,"[436, 488]"
128,True,813,507,26,[358]
129,True,1472,498,14,[746]
130,True,1453,308,26,"[454, 582]"
131,True,436,181,20,[]
132,True,1667,96,14,[]
133,True,969,432,10,[]
134,True,1409,396,22,[227]
135,True,1731,165,14,[]
136,True,647,464,12,[]
137,True,569,569,8,[]
138,True,525,209,22,[]
139,True,950,42,8,[]
140,True,285,232,18,[]
141,True,1135,177,16,"[2, 270]"
142,True,1360,185,12,[]
143,True,1622,60,20,[]
144,True,302,101,16,[199]
145,True,1732,498,4,[]
146,True,172,304,8,[]
147,True,1375,40,8,[]
148,True,1461,527,22,[]
149,True,1283,133,20,[]
150,True,308,467,10,[]
151,True,923,130,4,[]
152,True,575,491,14,"[325, 438]"
153,True,933,443,12,[]
154,True,827,442,8,[304]
155,True,899,589,8,[]
156,True,1164,373,10,[]
157,True,111,400,14,[]
158,True,206,277,16,[]
159,True,144,461,10,[359]
160,True,515,235,26,[544]
161,True,573,596,4,[]
162,True,155,474,2,[]
163,True,1636,572,28,[419]
164,True,608,43,18,"[15, 302]"
165,True,1426,11,12,[]
166,True,981,506,20,[]
167,True,847,444,22,"[213, 304, 505, 508]"
168,True,379,479,14,[]
169,True,922,547,4,[]
170,True,627,378,6,[]
171,True,1252,69,8,[]
172,True,224,262,20,[555]
173,True,608,522,22,"[465, 646]"
174,True,880,151,18,[68]
175,True,262,331,12,[511]
176,True,495,551,20,[]
177,True,791,296,10,[]
178,True,1734,130,6,"[81, 758]"
179,True,1028,254,24,[]
180,True,366,268,8,[]
181,True,91,140,22,[744]
182,True,1250,533,4,[]
183,True,1149,254,8,[]
184,True,1106,442,20,[248]
185,True,435,285,12,[]
186,True,1602,467,16,[]
187,True,1465,258,10,[]
188,True,607,580,12,[]
189,True,1221,139,10,[]
190,True,179,454,16,[434]
191,True,20,113,12,[114]
192,True,1413,143,6,[]
193,True,1096,386,18,[741]
194,True,370,43,14,[]
195,True,320,272,22,[]
196,True,1006,460,14,[]
197,True,356,310,16,[]
198,True,393,9,8,[]
199,True,294,95,10,[144]
200,True,1281,189,16,[579]
201,True,1689,511,16,[]
202,True,248,486,12,[]
203,True,26,67,24,[255]
204,True,730,60,20,"[96, 736]"
205,True,1518,138,8,[]
206,True,1435,373,12,[]
207,True,1281,263,20,[]
208,True,1023,594,6,[]
209,True,330,182,14,[383]
210,True,1139,541,4,[]
211,True,607,267,12,[]
212,True,520,488,8,[]
213,True,861,444,20,"[167, 505]"
214,True,594,129,18,[]
215,True,1077,551,6,[]
216,True,354,581,16,[]
217,True,862,561,4,[]
218,True,129,274,24,"[113, 279, 709, 713]"
219,True,1066,564,14,[315]
220,True,1658,218,22,[690]
221,True,1067,249,14,[]
222,True,1002,490,14,[]
223,True,1583,477,8,[]
224,True,625,487,6,[354]
225,True,1378,517,10,[]
226,True,1246,460,26,"[18, 409, 521]"
227,True,1412,411,14,[134]
228,True,414,266,12,[]
229,True,1636,105,4,[]
230,True,28,452,20,[]
231,True,1196,200,20,[396]
232,True,1431,302,14,[]
233,True,175,247,20,[]
234,True,1516,279,16,[]
235,True,250,425,28,[403]
236,True,1002,242,8,[]
237,True,1359,383,10,[]
238,True,1008,294,8,[]
239,True,634,520,10,[]
240,True,1305,461,24,[718]
241,True,1537,29,10,[]
242,True,811,257,10,[]
243,True,741,89,8,[]
244,True,1685,570,14,"[276, 638]"
245,True,1376,431,20,[]
246,True,505,271,12,[]
247,True,1268,129,6,[]
248,True,1118,442,20,[184]
249,True,155,220,10,[]
250,True,769,67,12,[]
251,True,1041,483,16,[455]
252,True,1600,578,20,[641]
253,True,1238,410,26,[]
254,True,545,554,14,"[17, 356]"
255,True,41,60,14,[203]
256,True,368,386,10,[]
257,True,1200,543,14,"[479, 663]"
258,True,329,590,14,[]
259,True,817,166,8,[]
260,True,1733,109,12,[372]
261,True,1093,510,26,[]
262,True,262,543,10,[]
263,True,492,576,12,[]
264,True,790,45,26,[]
265,True,1537,348,20,[]
266,True,675,540,2,[]
267,True,874,273,14,[484]
268,True,330,470,12,[]
269,True,49,391,12,[]
270,True,1138,190,18,[141]
271,True,751,99,12,[]
272,True,1384,303,16,[458]
273,True,553,538,18,[]
274,True,1335,294,10,[]
275,True,1157,338,12,[]
276,True,1680,575,26,"[244, 636, 638]"
277,True,705,530,6,[]
278,True,1097,84,16,[]
279,True,129,275,18,"[113, 218, 709, 713]"
280,True,782,162,16,[]
281,True,1614,516,16,[]
282,True,351,491,6,[]
283,True,1697,415,2,[]
284,True,1119,78,10,[]
285,True,1414,371,4,[]
286,True,1164,540,18,[477]
287,True,1677,44,20,[]
288,True,1301,237,24,[615]
289,True,926,289,26,[]
290,True,1250,348,18,[735]
291,True,1110,267,14,[]
292,True,1166,259,12,[]
293,True,717,156,16,"[107, 563]"
294,True,309,188,6,[]
295,True,299,545,4,[33]
296,True,994,30,6,[]
297,True,1182,101,18,"[602, 684]"
298,True,1382,539,8,[]
299,True,1178,160,14,[]
300,True,1068,366,6,[]
301,True,45,156,12,[]
302,True,598,38,12,[164]
303,True,679,72,14,[]
304,True,833,444,16,"[154, 167, 414]"
305,True,1285,219,2,[]
306,True,1304,337,10,[37]
307,True,583,156,14,[]
308,True,81,529,4,[]
309,True,525,540,6,[]
310,True,1729,565,10,[]
311,True,357,175,16,"[346, 383]"
312,True,1304,569,20,"[552, 688]"
313,True,662,64,22,[]
314,True,1333,260,28,[719]
315,True,1069,571,8,[219]
316,True,1729,484,24,[]
317,True,57,411,16,[]
318,True,798,390,18,[116]
319,True,411,361,6,[324]
320,True,1624,446,14,[]
321,True,846,9,16,[]
322,True,357,212,14,[]
323,True,229,389,4,[]
324,True,405,364,10,[319]
325,True,581,484,8,"[152, 435]"
326,True,232,193,14,[]
327,True,744,574,12,[686]
328,True,43,569,16,[408]
329,True,824,181,10,[]
330,True,378,309,6,[]
331,True,1019,345,2,[]
332,True,341,317,12,[]
333,True,1549,569,12,"[106, 536, 740]"
334,True,1232,120,6,[]
335,True,1108,548,22,[723]
336,True,210,498,6,[]
337,True,723,28,2,[]
338,True,653,489,14,[]
339,True,1728,465,4,[]
340,True,1556,480,18,[]
341,True,468,502,6,[]
342,True,379,71,26,[]
343,True,1586,161,12,[]
344,True,1441,428,12,[]
345,True,166,158,16,[]
346,True,352,185,16,"[311, 383]"
347,True,1611,308,4,[]
348,True,482,156,16,[34]
349,True,554,454,24,[632]
350,True,1562,412,4,[]
351,True,42,137,12,[]
352,True,1098,359,8,[]
353,True,979,339,8,[]
354,True,620,492,20,[224]
355,True,575,228,30,[664]
356,True,555,561,12,[254]
357,True,484,473,18,[]
358,True,829,524,22,"[63, 128, 624]"
359,True,139,469,10,[159]
360,True,719,463,14,[]
361,True,154,76,8,[]
362,True,340,444,6,[]
363,True,485,447,10,"[650, 679]"
364,True,1000,62,18,[]
365,True,484,319,6,[]
366,True,581,82,14,[]
367,True,634,202,6,[]
368,True,1583,226,12,[]
369,True,651,123,14,[]
370,True,1462,511,8,[]
371,True,1512,170,22,[598]
372,True,1739,112,4,[260]
373,True,1247,30,6,[]
374,True,423,376,18,[655]
375,True,112,66,18,[]
376,True,1414,199,8,[]
377,True,1702,488,10,[]
378,True,383,414,12,[]
379,True,649,421,10,[]
380,True,342,377,6,[]
381,True,842,403,14,[]
382,True,197,109,8,[19]
383,True,346,178,22,"[209, 311, 346]"
384,True,649,578,8,[]
385,True,333,360,14,[]
386,True,1206,414,12,[]
387,True,958,442,14,[]
388,True,478,31,18,[]
389,True,1740,177,6,[]
390,True,999,94,34,[612]
391,True,1664,374,12,[510]
392,True,288,490,10,[]
393,True,237,485,4,[]
394,True,1659,588,12,[]
395,True,1206,441,26,"[102, 538]"
396,True,1208,202,6,[231]
397,True,1075,531,14,[]
398,True,1676,203,8,[]
399,True,92,472,12,[]
400,True,919,25,4,[]
401,True,230,220,14,[522]
402,True,1480,230,4,[]
403,True,240,429,20,[235]
404,True,1222,344,14,[]
405,True,381,127,6,[629]
406,True,1421,470,20,[601]
407,True,347,457,10,[]
408,True,47,573,14,[328]
409,True,1236,459,8,[226]
410,True,839,137,8,[]
411,True,685,126,4,[]
412,True,236,405,12,[561]
413,True,286,31,12,[]
414,True,826,459,24,"[304, 456, 476]"
415,True,1376,168,12,[576]
416,True,444,206,16,[]
417,True,546,190,14,[]
418,True,1373,103,20,[]
419,True,1643,558,24,[163]
420,True,1391,230,8,[]
421,True,1476,540,14,[]
422,True,156,228,4,[]
423,True,1225,254,12,[491]
424,True,477,529,24,[]
425,True,37,471,10,[]
426,True,1545,312,14,[]
427,True,45,550,10,[]
428,True,1011,330,6,[]
429,True,190,521,10,[6]
430,True,1456,407,16,[]
431,True,622,248,20,[757]
432,True,667,383,10,[54]
433,True,1728,546,4,[]
434,True,182,465,18,[190]
435,True,583,475,14,[325]
436,True,687,174,28,"[127, 488]"
437,True,527,130,20,[583]
438,True,571,496,10,[152]
439,True,202,325,16,[]
440,True,1309,149,10,[]
441,True,608,282,10,[]
442,True,929,96,16,[]
443,True,381,352,20,[]
444,True,1658,526,2,[]
445,True,904,205,12,[]
446,True,1526,64,24,[564]
447,True,464,435,6,[]
448,True,336,539,22,[]
449,True,1313,276,14,[]
450,True,1040,48,10,[]
451,True,1020,378,20,[87]
452,True,153,518,16,[]
453,True,1295,591,12,[]
454,True,1461,314,14,"[130, 582]"
455,True,1047,488,4,[251]
456,True,838,472,14,"[414, 476]"
457,True,1670,21,20,[]
458,True,1393,313,20,[272]
459,True,987,367,4,[]
460,True,1223,74,22,[]
461,True,609,416,12,[759]
462,True,1333,379,20,[]
463,True,1659,433,12,[]
464,True,512,305,8,[]
465,True,614,531,12,"[173, 646]"
466,True,123,576,4,[]
467,True,1601,154,8,[]
468,True,482,424,16,[]
469,True,879,77,18,[]
470,True,688,205,16,[520]
471,True,1460,557,16,[754]
472,True,1087,455,14,[]
