DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,1421,161,6,[]
2,True,1655,579,18,[32]
3,True,741,493,12,[]
4,True,1373,364,16,[]
5,True,1116,502,10,[68]
6,True,1518,95,8,[]
7,True,138,112,20,[]
8,True,484,223,10,[]
9,True,876,56,14,[]
10,True,1310,313,14,[827]
11,True,578,591,12,[]
12,True,949,324,8,[]
13,True,74,122,18,[794]
14,True,711,78,8,[]
15,True,893,301,14,[]
16,True,1438,86,20,[788]
17,True,691,88,14,"[28, 370, 749]"
18,True,1091,229,20,"[131, 421]"
19,True,1088,118,14,[]
20,True,365,112,10,[]
21,True,408,502,6,[]
22,True,1025,159,6,[450]
23,True,1024,88,22,[519]
24,True,1046,141,20,"[368, 450]"
25,True,926,524,8,"[702, 722]"
26,True,188,484,4,[]
27,True,410,166,12,[]
28,True,682,95,14,"[17, 78, 370]"
29,True,268,416,12,[]
30,True,524,553,18,"[378, 715]"
31,True,557,440,12,[413]
32,True,1649,570,24,"[2, 219, 448]"
33,True,1293,24,2,[]
34,True,384,201,22,[]
35,True,660,405,2,[]
36,True,190,542,8,[]
37,True,30,359,10,[]
38,True,1018,190,8,[641]
39,True,720,42,10,[]
40,True,1681,9,6,[]
41,True,1357,284,12,[844]
42,True,601,370,6,[]
43,True,1607,562,10,[]
44,True,977,190,12,[823]
45,True,283,253,14,[]
46,True,1042,299,18,[222]
47,True,1475,331,24,[723]
48,True,440,52,12,[507]
49,True,780,418,10,[]
50,True,1649,172,8,[234]
51,True,1621,520,22,[]
52,True,1281,33,4,[]
53,True,1006,138,12,[248]
54,True,550,313,28,"[235, 308, 796]"
55,True,868,337,28,"[323, 719]"
56,True,599,168,10,[386]
57,True,1170,265,12,[]
58,True,770,326,8,[]
59,True,671,448,18,"[83, 700]"
60,True,1293,54,18,"[389, 619]"
61,True,1728,338,18,"[173, 516]"
62,True,973,139,18,[664]
63,True,706,308,18,"[319, 848]"
64,True,254,10,10,[]
65,True,374,566,12,[283]
66,True,945,129,12,[]
67,True,1439,443,10,[]
68,True,1113,503,6,[5]
69,True,1056,580,12,[]
70,True,1295,132,6,[463]
71,True,624,221,14,[]
72,True,1694,22,26,[]
73,True,1077,584,24,[]
74,True,595,350,18,[]
75,True,1476,358,16,[653]
76,True,1309,386,26,[]
77,True,833,13,10,[]
78,True,681,101,6,"[28, 370]"
79,True,1563,216,22,[860]
80,True,480,394,20,"[187, 351]"
81,True,1162,118,18,[677]
82,True,212,210,18,[312]
83,True,678,439,16,"[59, 700]"
84,True,737,397,4,[]
85,True,1336,293,24,"[342, 625]"
86,True,1447,202,22,[]
87,True,170,554,18,[]
88,True,401,65,2,[]
89,True,1361,559,8,[]
90,True,79,475,12,[]
91,True,1216,38,12,[231]
92,True,1562,490,20,[204]
93,True,1663,355,22,[]
94,True,1498,58,10,[]
95,True,1338,272,4,[]
96,True,739,115,14,[405]
97,True,1311,159,14,"[156, 634]"
98,True,831,310,12,[364]
99,True,329,341,20,[432]
100,True,1050,172,8,[]
101,True,1137,189,24,[]
102,True,524,391,14,[]
103,True,1124,82,8,[487]
104,True,1195,17,20,[426]
105,True,424,373,8,[]
106,True,299,419,6,[]
107,True,1455,21,10,[]
108,True,124,131,16,[459]
109,True,1233,483,8,[]
110,True,265,565,28,[699]
111,True,1543,543,10,[536]
112,True,532,91,24,[408]
113,True,648,208,10,[515]
114,True,123,169,16,[]
115,True,103,256,8,[]
116,True,947,58,14,[]
117,True,561,150,16,[803]
118,True,1497,467,4,[746]
119,True,1485,569,16,"[262, 481]"
120,True,474,356,16,[760]
121,True,350,297,12,[]
122,True,1067,534,12,[]
123,True,1704,143,12,[]
124,True,1571,456,6,[]
125,True,1331,265,2,[]
126,True,437,97,14,[324]
127,True,1731,524,6,[]
128,True,403,43,32,[]
129,True,664,424,8,[]
130,True,323,432,8,[]
131,True,1095,217,8,"[18, 421]"
132,True,617,529,14,[]
133,True,525,200,22,[]
134,True,663,484,10,[438]
135,True,1129,439,6,[]
136,True,1734,403,18,[]
137,True,931,581,4,[]
138,True,224,334,6,[]
139,True,916,574,8,[]
140,True,1368,384,20,[]
141,True,35,215,14,[]
142,True,455,50,8,"[507, 707]"
143,True,1224,94,14,[]
144,True,229,75,14,[272]
145,True,747,210,18,[583]
146,True,1627,14,12,"[587, 842]"
147,True,972,346,6,[]
148,True,841,437,20,"[261, 373]"
149,True,930,39,10,[]
150,True,1687,558,20,[]
151,True,861,165,26,[579]
152,True,957,579,8,[]
153,True,1335,397,12,[]
154,True,719,217,16,[]
155,True,1620,107,16,[726]
156,True,1318,154,10,[97]
157,True,1207,95,14,[622]
158,True,451,319,18,[327]
159,True,623,585,20,"[357, 626]"
160,True,1678,476,6,[]
161,True,914,133,4,[]
162,True,351,34,16,[614]
163,True,242,67,6,[272]
164,True,634,290,2,[850]
165,True,512,176,32,[425]
166,True,552,74,8,[]
167,True,541,281,16,[]
168,True,100,83,8,[]
169,True,286,12,10,[489]
170,True,603,278,18,[]
171,True,987,129,10,[]
172,True,359,579,8,[]
173,True,1725,331,2,"[61, 516]"
174,True,766,192,4,[]
175,True,840,515,16,[531]
176,True,1534,115,22,[785]
177,True,899,199,22,"[461, 608]"
178,True,263,340,12,[201]
179,True,1179,102,10,[]
180,True,717,140,20,[638]
181,True,450,214,10,[]
182,True,1484,387,30,[]
183,True,1135,111,14,[]
184,True,441,15,18,[]
185,True,1013,242,22,"[240, 544]"
186,True,769,67,34,"[397, 591, 600, 811, 859]"
187,True,491,395,10,[80]
188,True,499,199,18,[]
189,True,15,94,14,[]
190,True,716,238,14,[815]
191,True,455,152,12,[]
192,True,521,294,22,[200]
193,True,45,354,10,[232]
194,True,346,165,6,[412]
195,True,1616,425,12,[]
196,True,58,571,14,[]
197,True,928,293,10,[748]
198,True,41,131,32,[733]
199,True,1646,265,6,[]
200,True,523,301,6,[192]
201,True,264,346,2,[178]
202,True,444,31,4,[]
203,True,1634,167,10,[234]
204,True,1569,494,18,[92]
205,True,332,551,24,[245]
206,True,1280,443,10,[]
207,True,270,79,6,[532]
208,True,403,4,4,[]
209,True,696,445,20,[700]
210,True,1351,240,10,[]
211,True,1651,237,16,[657]
212,True,1036,119,12,"[368, 525]"
213,True,1481,309,12,[]
214,True,586,313,10,[805]
215,True,457,199,10,[]
216,True,757,253,8,[]
217,True,1156,49,4,[]
218,True,988,406,14,[266]
219,True,1643,554,12,[32]
220,True,618,489,18,[709]
221,True,284,201,12,[]
222,True,1040,289,16,[46]
223,True,460,400,8,[351]
224,True,447,237,16,[]
225,True,1359,500,10,[]
226,True,673,403,12,[]
227,True,1224,355,18,[573]
228,True,1427,587,10,[683]
229,True,1277,296,8,[]
230,True,591,391,8,[725]
231,True,1209,47,20,[91]
232,True,54,348,22,[193]
233,True,1231,244,8,[]
234,True,1646,164,16,"[50, 203]"
235,True,548,320,18,"[54, 308, 796]"
236,True,165,466,14,[564]
237,True,736,17,6,[]
238,True,175,268,4,[]
239,True,1457,474,8,[]
240,True,1022,246,10,"[185, 544]"
241,True,1701,42,12,[]
242,True,1715,369,20,[546]
243,True,30,486,22,"[279, 322, 639]"
244,True,1672,267,14,[665]
245,True,342,553,10,[205]
246,True,293,331,10,[]
247,True,1132,222,14,[]
248,True,1005,143,14,[53]
249,True,229,142,2,[]
250,True,126,103,10,[]
251,True,226,380,10,[]
252,True,914,327,16,[]
253,True,1332,591,8,[]
