DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID
1,True,43,388,10,[]
2,True,1136,498,14,[]
3,True,1698,213,10,[4]
4,True,1685,207,20,[3]
5,True,1039,58,6,[26]
6,True,1172,417,14,[397]
7,True,644,41,18,[]
8,True,248,537,20,[189]
9,True,273,408,8,[]
10,True,300,166,16,[]
11,True,207,75,28,[279]
12,True,806,400,12,[]
13,True,715,130,10,[]
14,True,1031,563,40,[]
15,True,1400,68,20,[]
16,True,1010,528,26,[]
17,True,456,548,8,[]
18,True,1230,568,30,[]
19,True,947,96,18,[]
20,True,1098,304,32,[]
21,True,1013,74,10,[]
22,True,1150,196,12,[392]
23,True,955,133,26,[]
24,True,223,307,14,[]
25,True,110,549,14,[250]
26,True,1040,64,8,[5]
27,True,679,215,28,[278]
28,True,850,488,18,[]
29,True,380,432,4,[]
30,True,1102,342,4,[]
31,True,1058,137,10,[]
32,True,1322,359,16,[329]
33,True,1370,220,12,[]
34,True,195,401,14,[]
35,True,961,442,14,[]
36,True,548,23,10,[]
37,True,790,187,6,[]
38,True,439,291,14,[390]
39,True,1364,272,8,[]
40,True,401,303,8,[186]
41,True,552,232,4,[164]
42,True,442,9,2,[]
43,True,737,79,10,[]
44,True,1341,162,16,[]
45,True,1733,397,20,"[67, 267]"
46,True,532,96,16,[]
47,True,1178,191,30,[]
48,True,1421,115,4,[]
49,True,1528,355,6,[]
50,True,631,254,24,[]
51,True,1231,589,8,[]
52,True,1552,358,10,[]
53,True,336,393,18,[]
54,True,980,555,22,[]
55,True,504,592,12,[]
56,True,1001,219,16,[90]
57,True,1022,181,8,[]
58,True,1163,447,10,[]
59,True,1658,134,12,[]
60,True,625,299,8,[]
61,True,1361,567,14,[]
62,True,393,236,34,[]
63,True,1278,574,24,[75]
64,True,37,454,18,[]
65,True,756,583,14,[]
66,True,1036,79,14,[168]
67,True,1719,395,18,"[45, 267]"
68,True,1697,191,8,[]
69,True,1167,264,6,[]
70,True,1715,417,16,[]
71,True,168,294,12,[]
72,True,860,386,14,[]
73,True,1700,18,8,[382]
74,True,849,317,30,[]
75,True,1295,579,12,[63]
76,True,61,533,14,[]
77,True,845,230,20,[]
78,True,1096,187,12,[216]
79,True,34,222,10,[]
80,True,859,464,12,[]
81,True,1166,391,12,[165]
82,True,1259,453,12,[]
83,True,1543,129,4,[]
84,True,819,350,2,[]
85,True,1612,442,6,[]
86,True,1736,572,20,[]
87,True,1609,195,14,[]
88,True,798,266,24,[]
89,True,940,401,20,[98]
90,True,1001,234,18,"[56, 243]"
91,True,325,417,8,[]
92,True,180,435,18,[]
93,True,162,32,18,[]
94,True,1645,13,8,[]
95,True,355,373,8,[217]
96,True,356,456,12,[]
97,True,350,519,10,[]
98,True,947,420,28,"[89, 370]"
99,True,561,358,18,[]
100,True,1740,467,12,[]
101,True,98,234,12,[129]
102,True,185,490,26,"[137, 346]"
103,True,1135,224,6,[]
104,True,955,46,2,[]
105,True,169,220,8,[]
106,True,427,321,10,[175]
107,True,1280,440,20,[396]
108,True,1077,105,18,[113]
109,True,856,95,18,[]
110,True,446,495,8,[]
111,True,1452,90,16,[]
112,True,330,133,14,[]
113,True,1070,95,18,[108]
114,True,290,527,14,[]
115,True,1468,168,2,[]
116,True,522,410,16,[]
117,True,99,43,10,[]
118,True,696,241,14,[]
119,True,1541,95,20,[]
120,True,777,418,18,[372]
121,True,1673,236,20,[]
122,True,524,479,10,[]
123,True,1331,560,6,[]
124,True,1709,477,12,[]
125,True,728,197,8,[]
126,True,1702,341,20,[]
127,True,1651,29,4,[]
128,True,896,412,22,[]
129,True,106,225,20,"[101, 379]"
130,True,1551,475,14,[]
131,True,1143,158,20,[]
132,True,1404,89,16,[]
133,True,88,477,14,[]
134,True,1363,536,14,[]
135,True,1355,588,2,[]
136,True,105,53,8,[]
137,True,180,479,10,"[102, 346]"
138,True,1209,235,10,[]
139,True,500,566,4,[256]
140,True,321,189,26,[]
141,True,1399,567,8,[]
142,True,851,170,6,[]
143,True,1425,386,12,[315]
144,True,665,165,26,[160]
145,True,604,169,4,[]
146,True,324,583,4,[]
147,True,126,54,6,[]
148,True,1316,121,18,[]
149,True,1682,79,10,[]
150,True,24,198,16,[]
151,True,1504,450,24,[]
152,True,1040,135,16,[]
153,True,1453,491,14,[]
154,True,889,490,18,[]
155,True,1609,153,12,[]
156,True,1690,495,8,[]
157,True,1174,60,14,[]
158,True,474,231,12,[]
159,True,1055,502,20,[]
160,True,650,170,10,[144]
161,True,27,113,12,[259]
162,True,575,347,8,[]
163,True,1724,500,16,[]
164,True,556,233,10,[41]
165,True,1170,398,14,[81]
166,True,1371,489,14,[218]
167,True,602,276,14,[]
