DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,2,268,73.5,[],13
2,3,184,129.0,[],18
3,4,206,69.0,[],13
4,11,343,123.5,[],17
5,11,509,73.5,[6],13
6,15,503,63.5,[5],13
7,17,3,67.5,[],14
8,21,270,99.5,[],16
9,23,99,51.5,[],12
10,31,350,66.0,[],13
11,40,487,127.5,[14],18
12,41,384,64.0,[],12
13,46,135,104.0,[],16
14,46,491,51.5,[11],11
15,48,287,133.5,[],18
16,51,385,85.5,[],15
17,53,302,124.5,[],17
18,53,420,95.5,[],15
19,61,354,83.5,[],15
20,64,102,68.0,[],12
21,66,89,70.0,[],13
22,66,175,85.5,[26],14
23,67,205,99.5,[],16
24,68,394,65.5,[],13
25,74,482,47.5,[],11
26,76,174,100.5,[22],16
27,77,424,48.5,[],11
28,78,34,97.5,[],15
29,79,313,89.0,[33],14
30,79,371,89.0,[],14
31,80,96,128.0,[],17
32,80,403,46.5,[],11
33,81,310,104.5,[29],16
34,83,455,94.0,[],16
35,85,434,132.0,[],18
36,86,385,94.0,[],16
37,88,298,64.5,[],13
38,89,90,58.5,[],12
39,90,487,129.0,[],18
40,91,401,60.0,[],11
41,93,76,43.0,[],9
42,94,362,70.0,[],13
43,100,88,97.5,[],16
44,108,236,106.0,[],17
45,108,253,131.0,[],18
46,109,190,80.5,[],15
47,115,485,98.0,[],15
48,117,71,77.5,[],14
49,118,241,84.0,[],14
50,120,89,108.5,[],16
51,120,174,58.0,[],12
52,122,105,108.5,[53],16
53,126,102,68.0,[52],13
54,128,157,81.5,[58],14
55,130,215,68.5,[],14
56,130,393,33.0,[],8
57,131,273,108.0,[],16
58,133,151,92.0,[54],15
59,136,87,123.5,[],17
60,138,199,59.5,[],12
61,140,381,37.5,[63],10
62,142,181,112.0,[64],16
63,144,375,107.5,[61],16
64,146,184,50.0,[62],11
65,152,42,98.0,[],15
66,157,75,87.0,[],15
67,159,495,101.0,[],16
68,162,62,101.5,[73],16
69,167,238,94.0,[],16
