DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,2,633,131.5,[],19
2,4,541,145.0,[],20
3,8,396,86.5,[],14
4,9,111,147.0,[],19
5,11,583,52.5,[],11
6,11,698,40.5,[10],10
7,11,710,98.5,[10],16
8,12,463,119.5,[],17
9,14,522,73.0,[],14
10,14,707,119.5,"[6, 7]",18
11,19,290,90.0,[],15
12,19,374,108.5,[],17
13,20,243,103.0,[],16
14,21,479,91.5,[],15
15,22,593,70.0,[],14
16,23,569,116.0,[],17
17,24,317,114.5,[],17
18,24,603,19.0,[],7
19,26,224,147.0,[],19
20,32,66,118.5,[],17
21,33,690,155.0,[],19
22,35,289,34.5,[],9
23,39,145,76.5,[],13
24,41,391,37.5,[],9
25,42,280,142.5,[],20
26,47,216,81.0,[],14
27,47,465,59.5,[],12
28,49,23,88.5,[],16
29,50,171,122.5,[],17
30,50,255,80.0,[],14
31,57,125,16.0,[],6
32,58,157,50.5,[],12
33,58,679,96.0,[],16
34,61,697,34.5,[],10
35,63,328,73.5,[38],13
36,63,526,53.0,[],12
37,65,85,93.0,[],14
38,67,322,81.5,[35],15
39,68,468,115.5,[],17
40,68,595,120.0,[],17
41,70,226,100.0,[],16
42,73,397,94.5,[],15
43,74,3,109.5,[46],16
44,75,551,99.0,[],15
45,79,497,161.5,[],21
46,80,13,165.5,[43],21
47,80,406,115.5,[],17
48,83,262,101.5,[],16
49,87,537,112.0,[],16
50,88,176,48.0,[],11
51,88,234,187.5,[],22
52,89,326,81.5,[56],14
53,89,578,78.5,[],13
54,93,104,122.5,[],17
55,95,440,84.5,[],15
56,97,325,92.5,[52],15
57,104,603,116.0,[58],17
58,105,603,110.0,[57],17
59,106,290,50.5,[],11
60,106,567,32.5,[],9
61,113,204,111.0,[],17
62,113,236,79.0,"[66, 70]",14
63,113,701,55.0,[],12
64,115,308,66.0,[],13
65,115,363,145.5,[],18
66,117,237,72.5,"[62, 70]",13
67,118,716,107.5,[],16
68,121,65,118.0,[],17
69,121,387,151.5,[],19
