DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,255,21.0,[],7
2,1,50,8.5,[],4
3,1,212,18.0,[],7
4,3,150,25.5,[],7
5,4,441,16.0,[],6
6,5,418,30.5,[],8
7,7,370,14.5,[],6
8,8,200,22.5,[],7
9,8,298,22.0,[],8
10,11,449,10.0,[],5
11,13,403,21.0,[],7
12,14,333,21.5,[],7
13,15,409,14.5,[],6
14,15,443,17.0,[],6
15,16,104,16.0,[],6
16,16,205,12.0,[],5
17,17,229,19.0,[],6
18,18,155,14.0,[],5
19,18,160,20.5,[],7
20,18,498,23.5,[23],7
21,19,353,17.0,[],6
22,20,66,37.0,[],9
23,20,497,11.5,[20],5
24,21,282,14.0,[],6
25,22,39,14.5,[29],6
26,22,133,21.0,[],7
27,22,326,21.5,[],7
28,24,10,16.5,[],6
29,24,39,17.5,[25],6
30,28,154,18.5,[],6
31,28,469,15.0,[],6
32,29,285,18.0,[],6
33,30,177,17.0,[],6
34,30,298,8.0,[],4
35,31,436,11.5,[],5
36,32,64,29.0,[],9
37,32,346,17.5,[],6
38,33,100,11.5,[],5
39,33,128,14.0,[],5
40,33,286,9.0,[],5
41,34,162,17.0,[],6
42,34,501,15.0,[],7
43,35,151,10.0,[],5
44,35,225,15.5,[],6
45,35,370,22.5,[],8
46,37,5,21.0,[48],7
47,40,485,28.5,"[49, 52]",8
48,41,7,15.5,[46],5
49,41,486,15.0,"[47, 52]",6
50,43,79,23.5,[53],7
51,43,321,14.0,[],6
52,43,482,18.5,"[47, 49]",6
53,45,84,23.5,[50],7
54,46,462,10.5,[],5
55,47,285,19.5,[],7
56,48,124,24.5,[],7
57,49,43,37.5,[],9
58,51,61,14.5,[],6
59,51,392,25.5,[],7
60,52,34,11.5,[],5
61,52,76,19.5,[],7
62,55,16,15.5,[],6
63,55,151,17.5,[],6
64,55,201,14.0,[],6
65,55,216,12.0,[],5
66,55,434,14.0,[],6
67,55,490,28.0,[],7
68,56,39,10.0,[],5
69,59,140,15.0,[],6
70,59,156,18.5,[],6
71,60,201,18.5,[],6
72,62,458,7.5,[],4
73,64,302,27.5,[],7
74,65,33,28.0,[],7
75,65,55,24.5,[],7
76,65,249,21.0,[],7
77,65,274,17.5,[],7
78,66,43,17.0,[],6
79,66,418,21.5,[],7
80,67,174,14.0,[],5
81,67,281,26.5,[],7
82,67,495,19.0,[],7
83,68,371,10.0,[],5
84,69,86,6.0,[],4
85,70,181,9.0,[],5
86,71,3,20.0,[],7
87,71,162,24.5,[],7
88,73,418,14.0,[],6
89,78,139,15.0,[],6
90,78,175,18.0,[],7
91,79,247,25.0,[],7
92,80,290,19.0,[],6
93,80,406,8.0,[],4
94,80,416,21.0,[],7
95,80,480,18.5,[96],6
96,80,481,8.5,[95],5
97,81,34,27.5,[],8
98,81,80,4.5,[],3
99,84,144,11.0,[],5
100,85,12,8.5,[],5
101,85,340,25.5,[],7
102,88,95,5.5,[],4
103,88,101,14.0,[],6
104,88,128,13.0,[],5
105,89,290,13.5,[],5
106,90,412,15.0,[],5
107,91,470,19.5,[],7
108,92,31,12.5,[],6
109,92,186,6.0,[],4
110,93,237,21.0,[112],7
111,95,24,16.0,[],6
112,95,236,6.0,[110],4
113,95,345,18.0,[],6
114,96,157,22.5,[],7
115,96,341,19.5,[],7
116,97,474,10.5,[],5
117,98,40,25.5,[],7
118,99,76,32.0,[],8
119,99,208,18.5,[123],7
120,99,410,12.0,[],5
121,100,56,17.0,[],6
122,100,431,13.0,[],5
123,101,207,19.5,[119],7
124,103,8,14.5,[],6
125,103,508,20.0,[],7
126,104,15,14.5,[],6
127,104,343,15.5,[],6
128,105,337,15.0,[],6
129,105,415,22.0,[],7
130,107,211,23.5,[],7
131,110,192,9.0,[],5
132,111,296,13.5,[],5
133,111,411,21.0,[],8
134,112,475,18.0,[],6
135,113,282,26.5,[],7
136,113,367,13.0,[],5
137,115,109,24.5,[],7
138,115,304,16.5,[],6
139,119,142,10.5,[],5
140,119,367,7.0,[],4
141,119,497,23.0,[],7
142,120,163,24.0,[],7
143,121,128,14.0,[],6
144,123,215,11.0,[],5
145,124,185,5.0,[],3
146,124,438,18.5,[],6
147,125,67,18.5,[],6
148,126,17,18.5,[],6
149,127,310,20.5,[154],7
150,127,375,19.5,[],7
151,129,419,21.5,[],7
152,130,158,12.0,[],5
153,130,188,20.0,[],7
154,131,308,19.5,[149],7
155,132,19,14.5,[],6
156,132,59,23.5,[],8
157,133,33,18.0,[],6
158,133,182,17.5,[],6
159,133,369,18.0,[163],6
160,135,287,10.5,[],5
161,136,149,15.0,[],5
162,136,176,16.0,[],6
163,136,366,34.5,[159],8
164,137,16,14.0,[],5
165,137,23,25.0,[],7
166,137,247,23.5,[],7
167,137,306,31.5,[],8
168,140,110,24.0,[],7
169,140,213,12.5,[],6
170,141,50,7.0,[],5
171,141,218,18.0,[],6
