Volume,Cumulative Fraction
91.66949941128696,0.00014236551649542603
91.66949941128696,0.00028473103299085206
91.66949941128696,0.0004270965494862781
91.66949941128696,0.0005694620659817041
91.66949941128696,0.0007118275824771302
91.66949941128696,0.0008541930989725562
91.66949941128696,0.0009965586154679824
91.66949941128696,0.0011389241319634084
91.66949941128696,0.0012812896484588345
91.66949941128696,0.0014236551649542606
91.66949941128696,0.0015660206814496868
91.66949941128696,0.0017083861979451129
91.66949941128696,0.001850751714440539
91.66949941128696,0.001993117230935965
91.66949941128696,0.0021354827474313913
91.66949941128696,0.0022778482639268173
91.66949941128696,0.0024202137804222434
91.66949941128696,0.0025625792969176694
91.66949941128696,0.0027049448134130955
91.66949941128696,0.0028473103299085215
91.66949941128696,0.0029896758464039476
91.66949941128696,0.0031320413628993737
91.66949941128696,0.0032744068793948
91.66949941128696,0.0034167723958902258
97.23018699254585,0.003567773829071787
97.23018699254585,0.003718775262253349
97.23018699254585,0.0038697766954349107
97.23018699254585,0.0040207781286164725
97.23018699254585,0.004171779561798034
97.23018699254585,0.004322780994979595
97.23018699254585,0.004473782428161157
97.23018699254585,0.004624783861342719
97.23018699254585,0.00477578529452428
97.23018699254585,0.004926786727705842
97.23018699254585,0.005077788160887404
97.23018699254585,0.005228789594068965
97.23018699254585,0.005379791027250527
97.23018699254585,0.005530792460432088
97.23018699254585,0.00568179389361365
97.23018699254585,0.0058327953267952115
97.23018699254585,0.005983796759976773
97.23018699254585,0.006134798193158335
97.23018699254585,0.0062857996263398965
97.23018699254585,0.006436801059521457
97.23018699254585,0.006587802492703019
97.23018699254585,0.006738803925884581
97.23018699254585,0.006889805359066142
97.23018699254585,0.007040806792247704
97.23018699254585,0.007191808225429266
97.23018699254585,0.007342809658610827
97.23018699254585,0.007493811091792388
97.23018699254585,0.0076448125249739506
97.23018699254585,0.007795813958155512
97.23018699254585,0.007946815391337073
97.23018699254585,0.008097816824518635
97.23018699254585,0.008248818257700196
97.23018699254585,0.008399819690881759
97.23018699254585,0.00855082112406332
97.23018699254585,0.008701822557244882
97.23018699254585,0.008852823990426443
97.23018699254585,0.009003825423608005
97.23018699254585,0.009154826856789566
97.23018699254585,0.009305828289971127
97.23018699254585,0.00945682972315269
97.23018699254585,0.009607831156334252
97.23018699254585,0.009758832589515813
97.23018699254585,0.009909834022697375
97.23018699254585,0.010060835455878936
97.23018699254585,0.010211836889060497
97.23018699254585,0.010362838322242059
97.23018699254585,0.010513839755423622
97.23018699254585,0.010664841188605183
97.23018699254585,0.010815842621786744
102.4896160735073,0.010975012108054565
102.4896160735073,0.011134181594322383
102.4896160735073,0.011293351080590203
102.4896160735073,0.011452520566858023
102.4896160735073,0.011611690053125843
102.4896160735073,0.011770859539393663
102.4896160735073,0.011930029025661482
102.4896160735073,0.012089198511929302
102.4896160735073,0.012248367998197122
102.4896160735073,0.012407537484464942
102.4896160735073,0.01256670697073276
102.4896160735073,0.01272587645700058
102.4896160735073,0.012885045943268402
102.4896160735073,0.013044215429536222
102.4896160735073,0.013203384915804044
102.4896160735073,0.013362554402071864
102.4896160735073,0.013521723888339686
102.4896160735073,0.013680893374607508
102.4896160735073,0.013840062860875328
102.4896160735073,0.01399923234714315
102.4896160735073,0.01415840183341097
102.4896160735073,0.014317571319678792
102.4896160735073,0.014476740805946613
102.4896160735073,0.014635910292214433
102.4896160735073,0.014795079778482255
102.4896160735073,0.014954249264750075
