DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,1,535,274.0,[],27
2,4,262,37.5,[7],10
3,5,319,26.5,[],8
4,7,127,14.0,[],6
5,7,359,15.5,[],6
6,7,611,159.5,[],20
7,8,264,129.0,[2],17
8,11,296,75.5,[11],15
9,11,561,222.0,[],24
10,16,251,27.5,[],8
11,16,295,102.0,[8],16
12,19,675,87.0,[],15
13,21,75,21.0,[],7
14,21,216,375.0,[],31
15,22,715,17.0,[],6
16,25,3,81.5,[],14
17,26,477,276.0,[29],29
18,28,191,15.5,[],6
19,28,384,136.5,[],19
20,29,587,154.5,[],19
21,35,343,105.5,[],16
22,35,465,23.5,[],7
23,35,677,4.0,[],3
24,36,238,147.5,[],19
25,36,660,80.5,[],15
26,37,28,36.5,[],9
27,40,72,202.5,[34],23
28,40,405,37.0,[],9
29,40,481,203.0,[17],22
30,41,621,30.5,[],8
31,42,216,186.0,[],21
32,43,530,39.0,[],10
33,43,575,62.0,[],12
34,46,61,99.0,[27],15
35,47,38,36.5,[],9
36,47,612,5.0,[],3
37,51,695,132.0,[],18
38,52,264,8.5,[],4
39,53,390,83.5,[],14
40,54,646,92.0,[],15
41,56,45,92.0,[],15
42,57,316,28.0,[],8
43,58,527,70.5,[],13
44,61,535,18.0,[],6
45,63,565,307.5,[49],29
46,66,681,76.0,[],14
47,75,221,145.5,[],19
48,76,411,68.0,[],13
49,76,566,357.0,[45],31
50,78,56,285.5,[],27
51,80,390,62.5,[],12
52,83,95,46.5,[],11
53,86,408,5.0,[],3
54,87,540,17.0,[],6
55,87,672,507.5,[],35
56,88,8,20.5,[],7
57,92,712,172.0,[],20
58,96,264,141.5,[],19
59,97,168,8.0,[],4
60,100,325,417.0,[76],33
61,100,467,95.0,[],14
62,100,575,67.0,[],13
63,101,204,90.0,[],16
64,104,70,95.0,[],15
65,107,549,318.0,[],29
66,107,616,93.0,[70],15
67,107,711,90.0,[71],15
68,108,6,37.0,[],9
69,108,228,185.0,[],22
70,109,615,38.0,[66],9
71,111,716,31.5,[67],8
72,112,43,272.5,[],27
73,112,393,9.0,[],5
74,116,347,108.5,[],16
75,117,119,61.5,[],12
76,118,321,244.5,[60],25
77,120,445,134.0,[],19
78,122,189,104.0,[],17
79,123,73,155.0,"[84, 85, 94]",19
80,123,233,200.5,"[81, 83]",22
81,123,239,65.5,[80],13
82,124,159,195.0,[],22
83,124,223,170.0,[80],22
84,125,72,52.0,"[79, 85, 94]",11
85,125,75,15.0,"[79, 84, 94]",5
86,126,471,27.0,[],8
87,127,519,312.5,[],29
88,128,424,91.5,[92],15
89,129,175,47.0,[],12
90,129,263,357.0,[91],32
91,129,274,115.5,"[90, 95]",17
92,132,429,130.0,[88],18
93,132,492,27.5,[96],9
94,134,71,256.5,"[79, 84, 85]",26
95,134,280,25.0,[91],7
96,135,492,113.0,[93],17
97,137,186,91.0,[],14
