DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,1,40,28.0,[],8
2,3,386,11.0,[3],5
3,4,388,16.5,[2],6
4,5,59,23.5,[],7
5,5,344,25.5,[],8
6,6,335,6.0,[],4
7,6,434,17.0,[],6
8,7,83,18.5,[],6
9,7,282,13.0,[],5
10,8,34,8.5,[],5
11,8,146,14.0,[],5
12,8,298,22.0,[],7
13,9,307,30.5,[],8
14,10,63,29.5,[],8
15,11,43,14.0,[],6
16,12,72,19.5,[],7
17,12,237,22.5,[],7
18,13,52,12.0,[],5
19,15,39,14.5,[],6
20,16,57,21.5,[],7
21,16,128,27.0,[],8
22,16,172,8.0,[],4
23,17,87,11.5,[],5
24,18,394,20.0,[],7
25,18,432,34.0,[],8
26,18,453,26.0,[],7
27,19,113,16.0,[],6
28,19,166,14.0,[],6
29,19,259,11.0,[],5
30,19,274,18.5,[],6
31,20,207,14.5,[],6
32,21,252,28.5,[],8
33,23,483,10.0,[],5
34,25,45,15.0,[],6
35,25,165,8.5,[],4
36,26,394,6.0,[],4
37,26,424,24.0,[],7
38,27,472,13.0,[],5
39,28,501,26.0,[],7
40,29,78,17.0,[],6
41,29,343,21.5,[],7
42,31,303,17.5,[],6
43,32,54,18.0,[],7
44,32,172,16.5,[],6
45,35,279,38.0,[],9
46,36,12,10.5,[],5
47,36,110,15.5,[],6
48,37,148,7.5,[],4
49,37,303,29.0,[],8
50,37,402,12.0,[],5
51,37,470,16.0,[],6
52,38,290,15.0,[],5
53,39,49,16.0,[],6
54,39,102,22.5,[],7
55,40,229,15.5,[],6
56,41,350,16.5,[],6
57,42,265,19.5,[],7
58,46,498,19.5,[],7
59,47,409,19.5,[],7
60,47,441,21.5,[],7
61,48,422,26.5,[],8
62,49,252,19.5,[],7
63,50,271,30.0,[],8
64,51,30,20.5,[],7
65,51,311,29.5,[],8
66,51,347,7.5,[],4
67,53,169,17.0,[],6
68,53,447,21.0,[],7
69,54,289,14.5,[73],6
70,54,330,23.0,[],7
71,55,415,7.5,[],4
72,55,496,28.0,[],8
73,56,290,23.0,[69],7
74,57,213,14.5,[],6
75,57,224,16.0,[76],6
76,59,221,17.0,[75],6
77,61,85,12.0,[],5
78,61,121,23.5,[],7
79,61,197,14.5,[],6
80,61,308,16.0,[],6
81,61,389,8.0,[],4
82,62,42,10.5,[],5
83,62,478,16.5,[],7
84,63,313,9.0,[],5
85,64,11,13.0,[],5
86,65,103,21.5,[],7
87,65,182,16.0,[],6
88,65,288,19.0,[],6
89,66,190,29.0,[],8
90,66,349,14.5,[],6
91,67,116,7.5,[],4
92,67,221,10.5,[],5
93,68,372,15.0,[],5
94,68,482,14.0,[],5
95,69,62,16.0,[],6
96,69,275,23.0,[],7
97,69,442,15.0,[],6
98,69,500,22.5,[],7
99,70,76,19.5,[],7
100,71,80,7.5,[],4
101,71,243,14.0,[],6
102,71,323,27.0,[],8
103,72,50,24.0,[],7
104,72,318,6.0,[],4
105,72,418,14.5,[],6
106,72,452,16.5,[],7
107,72,473,6.0,[],4
108,72,486,14.5,[],6
109,74,11,9.0,[],5
110,74,498,21.5,[],7
111,75,350,10.0,[],5
112,78,112,12.0,[113],5
113,78,114,19.5,[112],7
114,78,175,23.5,[],7
115,78,259,11.5,[],5
116,78,408,11.5,[],5
117,78,444,10.0,[],5
118,79,5,22.5,[],7
119,79,353,9.0,[],5
120,80,50,18.5,[],6
121,80,266,29.0,[],8
122,80,292,7.0,[],5
123,80,399,12.0,[],5
124,81,89,22.5,[126],7
125,81,247,16.5,[],6
126,82,85,23.0,[124],7
127,82,127,26.5,[],7
128,83,233,30.5,[],8
129,84,95,6.0,[],4
130,86,312,24.5,[],7
131,86,463,10.0,[],5
132,87,93,14.5,[],6
133,87,334,91.0,[],2
134,87,403,23.5,[138],7
135,88,62,15.5,[],6
136,89,204,29.0,[],8
137,89,248,32.0,[],8
138,89,402,23.0,"[142, 134, 146]",7
139,90,68,20.0,[],7
140,90,319,26.5,[],8
141,90,449,16.0,[],6
142,91,405,7.5,[138],4
143,92,74,27.5,[],8
144,92,177,29.0,[],8
145,92,372,16.0,[],6
146,92,404,17.5,[138],6
147,92,482,13.0,[],5
148,93,478,9.0,[],5
149,94,172,15.5,[],6
150,95,40,18.0,[],7
151,95,123,7.5,[],4
152,95,470,19.0,[],6
153,96,30,15.5,[154],6
154,97,28,21.5,[153],7
155,97,96,7.0,[],4
156,97,453,16.5,[],7
157,98,420,22.0,[],7
158,99,413,10.5,[],5
159,100,178,25.0,[],8
160,100,194,16.0,[],6
161,101,52,23.5,[],7
162,102,220,11.5,[],5
163,102,318,18.0,[170],6
164,102,413,14.0,[],5
165,103,28,20.5,[],7
166,103,150,19.5,[],7
167,104,105,25.5,[],7
168,105,94,18.5,[],6
169,105,225,10.5,[],5
170,105,317,17.0,[163],6
171,106,12,14.5,[],6
172,106,37,5.0,[],3
173,106,66,6.0,[],4
174,106,155,25.5,[],7
175,106,217,17.5,[],6
176,107,293,12.0,[],5
177,107,459,20.5,[],7
178,108,31,31.5,[],8
179,108,69,15.5,[],6
180,108,119,19.5,[],7
181,108,439,25.5,[185],8
182,109,142,21.0,[],7
183,110,248,7.0,[],5
184,110,406,17.5,[],7
185,110,437,17.0,[181],6
186,111,181,22.0,[],7
187,111,347,8.5,[],5
188,111,490,17.0,[],6
189,111,511,14.0,[],5
190,113,83,14.5,[],6
191,114,506,21.5,[194],7
192,115,163,23.5,[],8
193,116,403,20.0,[],7
194,117,503,10.0,[191],5
195,118,45,14.5,[],6
196,118,437,24.5,[],7
197,119,11,6.0,[],4
