DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,0,97.5,[],16
2,1,115,124.0,[],18
3,1,432,147.5,[],19
4,1,638,74.0,[],14
5,3,96,83.5,[],14
6,3,305,114.0,[],16
7,3,563,65.5,[],12
8,7,198,126.0,[],17
9,7,672,85.5,[],14
10,9,160,120.5,[],17
11,11,389,174.5,[],21
12,11,472,152.0,[14],19
13,12,491,176.5,[],21
14,14,467,120.5,[12],18
15,14,549,104.5,[],16
16,18,17,101.5,[],15
17,22,332,75.0,[],14
18,25,266,53.0,[],12
19,27,644,145.0,[24],20
20,29,691,77.0,[21],13
21,30,683,149.0,[20],18
22,31,137,92.0,[],15
23,31,612,98.0,[],16
24,32,642,126.0,[19],17
25,33,484,115.5,[26],17
26,34,471,128.0,[25],19
27,35,359,96.0,[],15
28,36,191,126.0,[29],18
29,37,194,97.5,[28],16
30,40,74,144.5,[],19
31,40,310,62.0,[],13
32,42,203,68.0,[],12
33,45,139,134.0,[45],18
34,45,648,152.0,[],20
35,48,260,40.0,[],10
36,49,422,62.0,[],13
37,50,321,63.5,[],13
38,51,172,104.5,[],15
39,51,596,72.0,[44],13
40,52,187,131.5,[],17
41,52,405,129.0,[],18
42,52,522,144.0,[],19
43,54,43,186.5,[],21
44,54,597,84.0,"[39, 50]",15
45,55,133,154.0,"[52, 33]",19
46,57,553,129.5,[],18
47,58,375,120.0,[57],18
48,59,82,101.5,"[51, 54]",16
49,61,237,85.0,[],14
50,61,589,118.0,[44],16
51,63,75,113.0,"[48, 54, 59]",17
52,63,136,103.0,[45],16
53,65,2,91.0,[],14
54,65,82,146.0,"[48, 51, 59]",19
55,65,491,74.5,[],13
56,65,673,112.5,[],17
57,67,383,161.0,[47],20
58,67,605,143.0,[],20
59,68,72,120.0,"[51, 54]",17
60,70,478,163.5,[],19
61,71,326,123.5,[],17
62,71,662,129.0,[],18
63,72,700,107.0,[],17
64,76,364,200.0,[78],21
65,78,426,109.5,[],16
66,80,259,116.5,[],17
67,80,519,143.5,[],19
68,82,205,116.5,[69],17
69,82,207,122.0,[68],18
70,83,534,47.5,[],11
71,85,47,56.5,[],12
72,85,581,133.0,[],18
73,85,648,91.5,[75],15
74,86,298,151.5,[],20
75,88,640,97.5,[73],17
76,89,32,119.5,[83],18
77,89,240,138.0,[86],18
78,89,361,123.0,[64],17
79,90,75,32.5,[],9
80,90,476,100.5,[],16
81,90,612,154.0,[],19
82,91,398,100.5,[],16
83,92,26,138.5,"[89, 76]",19
84,92,134,127.5,[85],17
85,94,128,107.5,[84],17
86,94,234,91.5,"[90, 77]",15
87,95,220,147.0,[88],20
88,98,212,94.0,[87],15
89,99,18,117.5,[83],17
90,101,241,147.0,[86],19
91,103,255,135.5,[],19
92,106,97,76.5,[],13
93,108,455,86.0,[95],15
94,109,280,113.5,[],16
95,109,449,108.5,[93],17
96,111,367,101.5,[],15
97,111,656,137.5,[],20
98,113,267,121.5,"[100, 102]",18
99,114,247,103.0,[],16
100,114,268,134.0,"[98, 102]",19
101,115,626,73.5,[116],13
102,117,264,134.0,"[98, 100]",19
103,118,20,109.5,[117],16
104,118,53,70.5,[109],13
105,118,329,119.0,[119],17
106,119,566,99.0,[],16
107,120,545,116.0,[],16
108,120,602,111.5,[],17
109,121,54,107.0,[104],17
110,122,140,99.0,[],16
111,122,162,101.5,[],16
112,122,398,124.5,[],17
113,122,529,49.5,[],11
114,123,458,104.5,[],15
115,125,618,144.5,[],19
116,125,633,113.5,[101],18
117,126,23,131.0,[103],18
118,128,284,96.5,[],16
119,128,330,133.0,"[105, 127]",19
120,128,655,131.0,[],16
121,132,587,153.0,[],19
122,133,101,126.5,[],17
123,133,351,105.5,[128],16
124,133,428,139.0,[125],18
125,135,418,64.5,[124],12
126,136,60,131.0,[129],18
127,136,326,84.0,[119],14
128,136,355,136.5,[123],18
129,137,51,126.5,[126],19
130,138,444,108.0,[],17
131,140,388,159.5,[],20
132,141,605,101.5,[134],16
133,142,468,135.5,[],18
134,142,605,100.5,[132],16
135,145,505,87.0,[],15
136,146,145,139.0,[],19
137,146,689,149.0,[],19
138,147,35,32.5,[],9
139,147,664,72.5,[],14
140,148,552,71.0,[],14
141,151,715,177.0,[],21
142,154,309,106.5,[],17
143,154,418,83.5,[],14
144,155,371,88.0,[],15
145,155,393,30.0,[],9
146,158,242,106.5,[150],17
147,159,103,126.0,[],18
148,159,431,73.5,[],14
149,159,639,122.0,[],18
150,160,233,86.0,[146],14
151,162,213,152.5,[],19
152,163,400,81.5,[],15
153,164,177,52.0,[],12
154,166,508,138.5,[160],19
155,167,156,79.0,[],14
156,169,14,130.0,[],18
157,169,367,92.0,[],16
158,169,453,119.0,[],18
159,170,538,148.0,[],20
160,171,496,153.5,[154],20
161,172,275,143.5,[],19
162,175,322,47.5,[],11
163,176,98,112.5,[167],17
164,177,608,136.0,[172],19
165,179,684,130.0,[],18
166,181,487,114.5,[],17
167,182,104,165.5,"[163, 170]",20
168,182,227,60.0,[],12
169,183,148,36.5,[],10
170,185,111,73.5,"[167, 176]",13
171,185,421,116.5,[],17
172,186,616,91.0,"[164, 178, 179]",15
173,189,5,146.5,[],19
174,189,390,131.0,[],16
175,189,592,146.0,[185],19
176,190,115,117.5,[170],17
177,190,335,155.5,[],19
178,191,618,88.0,"[172, 179]",14
179,193,621,111.5,"[172, 178]",16
180,194,181,94.0,[],15
181,195,449,104.0,[184],17
182,196,571,86.0,[],14
183,199,708,108.5,[186],16
184,200,450,119.0,[181],16
185,200,587,121.5,[175],18
186,200,718,57.5,[183],12
187,201,229,137.5,[],19
188,202,108,60.5,[193],13
189,202,255,110.0,[],16
190,203,56,113.0,[192],17
191,204,504,84.5,[],14
192,205,53,95.5,[190],15
193,207,111,152.0,"[188, 202]",19
194,207,469,96.0,[196],15
195,209,272,101.5,[],16
196,212,477,123.5,"[194, 200]",17
197,213,182,154.5,[],19
198,214,572,144.0,[],19
199,216,69,78.0,[],13
200,216,479,87.0,[196],14
201,219,1,79.0,[],13
202,219,109,111.5,[193],16
203,219,612,138.5,[],19
204,226,309,86.0,[207],15
205,226,654,87.0,[],14
206,227,543,115.5,[],17
207,229,318,127.5,[204],17
208,229,583,112.0,[],18
209,230,49,89.0,[213],15
210,230,185,109.5,[],17
211,230,408,140.5,[],18
212,232,3,184.0,[],22
213,232,59,169.5,[209],22
214,233,630,84.5,[],14
215,236,222,109.5,[],16
216,237,37,106.5,[],17
217,237,449,80.5,[],15
218,237,671,131.5,[],17
219,240,369,104.0,"[225, 227]",17
220,240,573,93.0,[],16
221,241,190,116.5,[],17
222,244,93,38.5,[226],10
223,244,552,126.0,[],18
224,245,248,101.5,[],16
225,247,367,77.5,"[219, 227, 232]",13
226,248,101,74.0,[222],15
227,248,367,97.5,"[219, 225, 232]",17
228,251,582,129.0,[],18
229,254,307,68.5,[],13
230,255,80,114.5,[242],17
231,255,178,172.0,[248],21
232,255,364,190.0,"[225, 227]",21
233,255,706,125.5,[],18
234,258,142,92.0,[246],15
235,258,379,77.0,[],14
236,258,606,173.5,[251],20
237,259,128,112.5,[246],17
238,259,692,104.5,[],16
239,260,111,140.0,[],18
240,260,430,119.0,[],17
241,260,509,91.0,[],15
242,261,85,122.5,"[230, 244]",17
243,261,194,123.0,[],18
244,264,89,125.0,[242],17
245,264,484,142.5,[250],19
246,266,136,129.5,"[234, 237]",18
247,266,357,88.0,[],14
248,267,181,86.0,[231],14
249,267,440,134.0,[],18
250,267,495,134.0,[245],18
251,267,607,144.0,[236],19
252,269,636,81.5,[],14
253,270,230,95.5,[],16
254,274,208,145.0,[],20
255,276,429,80.5,[],15
256,277,670,125.0,[263],17
257,278,377,140.0,[],19
258,278,465,49.0,[],10
259,279,227,112.5,[],17
260,281,82,98.5,[],15
261,281,579,171.5,[],20
262,287,137,113.5,[],17
263,287,668,125.0,[256],17
264,289,351,95.5,[],15
265,289,450,31.5,[],9
266,290,238,121.5,[270],18
267,291,2,79.5,[],14
268,292,181,86.0,[274],14
269,293,690,163.5,[],19
270,294,248,162.5,[266],20
271,297,160,138.0,[],18
272,298,603,215.0,[],23
273,299,112,45.5,[279],10
274,299,180,101.0,[268],15
275,300,660,118.5,[280],17
276,302,547,53.5,[282],12
277,303,30,91.0,[281],15
278,303,94,94.0,[],15
279,305,114,88.0,[273],14
280,305,658,183.0,[275],21
281,308,28,72.5,[277],14
282,308,547,120.0,"[276, 283]",17
283,309,538,127.0,[282],18
284,310,413,109.5,"[289, 291]",17
285,310,525,165.0,[292],21
286,311,702,89.0,[],15
287,312,42,115.0,[],17
288,313,429,85.5,[291],14
289,314,406,126.5,[284],18
290,315,215,58.0,[],12
291,315,422,118.5,"[284, 288]",18
292,315,520,81.5,[285],15
293,316,363,155.5,[],19
294,316,379,70.0,[],14
295,318,136,121.5,[],18
296,319,88,114.0,[],17
297,320,507,89.0,[],15
298,321,254,161.0,"[300, 303]",20
299,322,635,139.5,[],18
300,323,249,119.5,"[298, 303]",16
301,324,591,108.5,[],17
302,325,184,50.0,[],11
303,325,251,71.5,"[298, 300]",13
304,325,416,122.0,[],17
305,325,610,122.5,[],18
306,327,704,144.5,[],18
307,328,521,104.0,[],17
308,330,462,110.5,[],16
309,332,322,122.5,[],18
310,333,128,89.0,[314],14
311,337,235,73.5,[317],14
312,337,582,118.0,[],16
313,338,48,133.0,[],18
314,338,126,97.0,[310],15
315,338,302,103.5,[],16
316,338,366,50.0,[],11
317,339,247,180.0,[311],21
318,339,487,120.5,[319],18
319,340,474,157.0,[318],19
320,341,443,129.0,[],17
321,341,554,121.5,[],18
322,341,705,66.0,[],13
323,342,288,43.5,[],11
324,344,504,165.5,[],20
325,347,119,97.0,"[329, 330]",16
326,348,0,70.5,[],13
327,349,381,153.5,[332],20
328,350,262,131.5,[],18
329,352,115,125.5,"[325, 330]",18
330,352,126,124.5,"[325, 329]",17
331,352,181,157.0,[],19
332,352,370,91.0,"[327, 336]",16
333,354,65,23.0,[],7
334,358,48,74.0,[],14
335,358,196,132.0,[],18
336,358,370,108.5,[332],15
337,359,694,109.5,[],16
338,361,578,39.0,[],9
339,363,562,118.5,[],17
340,364,76,115.5,[],16
341,365,270,167.0,[],21
342,366,167,88.5,[],15
343,366,608,125.5,[],18
344,367,709,160.5,[],20
345,369,364,106.0,[355],17
346,369,465,92.5,[351],15
347,370,120,125.5,[354],18
348,370,285,166.5,[],20
349,370,661,104.5,[],16
350,371,343,139.5,[],19
351,371,459,129.5,[346],17
352,373,202,128.0,[],19
353,373,521,114.0,[],17
354,374,120,137.0,[347],17
355,374,360,100.5,[345],16
356,375,382,107.0,[],17
357,377,334,110.0,[],17
358,378,163,98.5,[360],17
359,378,396,125.0,[],17
360,379,172,130.0,[358],18
361,386,302,130.5,[],18
362,387,476,135.5,[],18
363,389,367,144.5,[],18
364,391,497,123.0,[],18
365,392,228,103.0,[],16
366,393,287,136.5,[],18
367,394,93,93.0,"[369, 370]",15
368,394,581,137.5,[],19
369,397,90,97.5,"[367, 370]",16
370,397,98,56.5,"[367, 369]",13
371,402,246,137.5,[],19
372,403,386,97.5,[],16
373,406,372,145.5,[],18
374,406,450,114.0,[],17
375,407,415,109.5,[],17
376,407,629,130.5,[],19
377,413,335,129.0,[],18
378,413,508,121.0,[379],19
379,413,518,147.5,"[378, 380]",20
380,414,526,97.5,[379],15
381,417,645,130.0,[],18
382,418,214,155.5,[],20
383,420,184,92.5,[],15
384,420,559,121.5,[],18
385,422,576,114.5,[],17
386,423,122,221.5,[],22
387,423,592,66.0,[],13
388,424,201,109.0,[],16
389,426,90,71.5,[],13
390,426,716,51.5,[],11
391,430,19,104.5,[394],16
392,431,154,128.5,[],18
393,431,515,129.0,[],18
394,432,26,153.5,[391],19
395,436,392,148.0,[],19
396,439,51,120.0,[401],17
397,440,422,147.0,[399],20
398,440,472,67.0,[],13
399,442,416,101.5,[397],16
400,442,451,93.0,[405],15
401,444,57,33.0,[396],8
402,444,317,114.5,[],17
403,444,371,111.5,[406],18
404,444,559,78.0,[],14
405,445,459,53.0,[400],12
406,446,365,83.0,[403],14
407,448,512,98.5,[],15
408,451,580,95.5,[],16
409,451,673,92.0,[410],15
410,452,671,172.0,[409],20
411,453,36,91.0,[413],16
412,454,200,158.5,[],19
413,455,27,123.5,[411],17
414,458,366,102.0,[],16
415,459,427,112.5,[],17
416,460,166,181.5,[],21
417,460,385,83.5,[],15
418,461,491,92.0,[],15
419,464,336,106.0,[],17
420,464,550,86.5,[],15
421,466,319,101.0,[],16
422,468,7,95.5,[],16
423,468,613,56.0,[],12
424,470,248,129.5,[431],19
425,471,695,86.5,[434],15
426,474,198,169.0,[],20
427,474,376,86.5,[],15
428,476,439,166.5,[433],21
429,477,71,165.5,[],20
430,477,588,78.0,[],14
431,478,245,67.5,[424],13
432,478,342,111.5,[441],17
433,478,435,75.5,[428],15
434,478,702,125.0,[425],17
435,479,508,133.0,[],18
436,480,635,128.5,[437],17
437,480,640,136.5,[436],18
438,480,677,153.0,[],20
439,483,34,97.0,[],16
440,483,131,174.0,[],20
441,486,335,122.0,[432],17
442,486,606,84.5,[],14
443,487,714,146.0,[450],19
444,491,527,142.5,[],20
445,491,591,133.0,[],19
446,492,84,105.5,[],17
447,493,249,152.0,[],19
448,494,368,169.0,[458],20
449,494,386,122.0,[],19
450,495,717,94.0,[443],15
451,498,503,121.5,[457],17
452,499,516,53.0,[],11
453,500,352,70.5,[],13
454,501,576,137.5,[],19
455,502,604,70.5,[456],13
456,503,598,56.5,[455],12
457,504,500,95.5,[451],15
458,506,372,109.0,"[448, 463]",16
459,506,631,105.5,[],17
460,508,57,78.0,[],14
461,509,477,146.5,[467],19
462,510,551,108.0,[471],16
463,512,375,64.5,[458],13
464,512,530,73.0,[],13
465,512,682,79.0,[],14
466,514,79,148.5,[468],20
467,514,482,77.5,[461],14
468,516,83,77.5,[466],14
469,518,34,65.0,[],13
470,518,160,161.5,[],19
471,520,553,99.5,[462],16
472,521,254,169.5,[],22
473,521,646,48.5,[],11
474,522,333,120.5,[],18
475,522,384,48.5,[],11
476,524,671,156.0,[480],21
477,525,540,63.5,[],13
478,527,282,139.5,[496],17
479,528,658,89.0,[493],15
480,528,670,86.0,[476],14
481,530,45,77.5,[494],13
482,531,172,137.5,[],19
483,531,554,66.5,[],13
484,531,697,74.5,[],13
485,532,712,143.0,[],18
486,533,25,113.5,[],17
487,534,115,108.0,"[488, 489]",15
488,534,123,123.5,"[487, 489]",17
489,534,126,179.5,"[487, 488, 497]",21
490,534,298,52.0,[],12
491,534,382,118.5,[],17
492,536,637,55.0,[499],12
493,536,653,125.5,"[479, 499]",17
494,537,50,141.0,[481],19
495,537,220,94.5,[],16
496,538,287,141.0,[478],18
497,539,138,74.5,[489],13
498,539,344,76.0,[],14
499,541,642,141.0,"[492, 493]",18
500,544,623,122.5,[506],18
501,548,371,126.0,"[507, 508]",17
502,549,591,62.5,[],13
503,550,272,191.0,[],22
504,550,696,137.0,[],19
505,551,610,53.0,[506],11
506,551,615,114.5,"[500, 505]",16
507,552,375,52.5,[501],11
508,553,361,125.0,[501],17
509,554,10,139.0,[],19
510,555,158,99.5,[520],16
511,555,431,30.0,[],8
512,555,453,57.0,[],12
513,555,629,90.5,[],16
514,556,71,127.5,[],18
515,557,184,158.5,[],19
516,558,130,113.5,[],17
517,558,423,31.0,[],9
518,560,516,113.0,[],17
519,561,227,163.0,[],20
520,562,164,128.0,"[510, 524]",17
521,563,591,88.0,[],15
522,567,8,102.0,[],17
523,568,138,46.5,[],11
524,569,170,120.0,[520],17
525,569,617,74.0,[],15
526,570,379,101.0,[528],15
527,570,672,126.5,[],17
528,572,385,74.5,[526],14
529,573,198,60.5,[],12
530,573,282,76.5,[533],13
531,574,154,118.0,[],16
532,576,338,130.0,[],18
533,578,278,68.0,[530],13
534,580,362,73.0,[],15
535,581,80,47.5,[],10
536,582,478,82.5,[],14
537,583,42,70.5,[],14
538,583,491,184.0,[],22
539,583,682,139.5,[],19
540,584,112,53.5,[542],11
541,584,132,118.0,[],17
542,585,107,127.5,"[540, 545]",19
543,586,204,180.5,[],21
544,587,165,98.0,[],16
545,590,101,81.0,[542],14
546,590,577,91.0,[],15
547,592,414,136.0,[],18
548,596,331,163.0,[555],21
