DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,322,17.0,[],6
2,0,340,19.0,[],6
3,0,376,16.5,[],6
4,1,219,8.5,[],4
5,2,110,15.0,[],6
6,2,227,15.5,[],6
7,3,49,5.0,[],3
8,3,303,20.5,[],7
9,3,405,22.0,[10],7
10,4,405,14.5,[9],6
11,5,7,16.0,[],6
12,5,342,9.0,[],5
13,5,369,28.0,[],7
14,5,409,16.5,[],6
15,6,205,9.0,[],5
16,6,278,7.0,[],4
17,7,261,17.0,[],6
18,7,354,20.0,[],7
19,8,423,30.5,[32],8
20,9,39,11.0,[],5
21,9,388,17.5,[],7
22,10,65,20.0,[],7
23,10,80,22.0,[],7
24,10,86,33.0,[],8
25,10,114,28.5,[],8
26,10,121,8.5,[],4
27,10,179,12.0,[],5
28,10,292,16.5,[],6
29,11,221,11.0,[35],5
30,11,349,8.5,[],4
31,11,354,14.0,[],6
32,11,424,14.0,[19],5
33,12,315,5.0,[],3
34,13,193,17.5,[],7
35,13,223,25.0,[29],7
36,13,235,23.5,[],7
37,14,33,15.5,[],6
38,14,143,23.0,[],7
39,14,330,21.5,[],7
40,15,22,13.0,[],5
41,15,445,11.5,[],5
42,17,139,11.0,[],5
43,19,4,18.0,[],6
44,19,292,23.5,[50],7
45,20,243,20.0,[],7
46,20,257,7.5,[],4
47,20,423,14.5,[53],5
48,20,467,23.0,[],7
49,21,137,11.5,[],5
50,21,296,20.5,[44],7
51,21,392,16.5,[],7
52,22,396,13.0,[],5
53,22,424,24.0,[47],7
54,23,206,17.5,[],6
55,23,214,25.0,[],7
56,24,250,14.5,[],6
57,25,36,15.0,[],5
58,25,122,13.5,[],5
59,26,203,7.0,[],4
60,26,262,13.5,[],5
61,27,294,21.5,[],7
62,27,398,9.0,[],5
63,28,72,8.5,[],4
64,28,230,17.0,[],6
65,29,77,16.0,[],6
66,29,96,25.0,[],7
67,31,121,34.0,[],9
68,32,454,8.0,[],4
69,33,301,8.0,[],4
70,34,241,32.0,[],8
71,35,82,13.5,[],5
72,35,333,18.0,[],6
73,36,328,13.5,[],5
74,37,58,8.0,[],4
75,37,141,18.0,[],6
76,37,386,14.5,[],6
77,39,29,15.5,[90],6
78,39,208,14.0,[],6
79,39,253,12.0,[],5
80,39,405,18.0,[],7
81,40,268,10.0,[],5
82,41,199,17.0,[],6
83,41,233,6.0,[],4
84,41,240,7.0,[],4
85,41,506,18.0,[],7
86,42,6,7.5,[],4
87,42,15,20.0,[],7
88,42,84,28.5,[],8
89,42,363,30.0,[],8
90,43,26,16.0,[77],6
91,43,115,15.5,[],6
92,45,59,19.0,[],7
93,45,433,16.0,[],6
94,47,74,24.5,[],7
95,47,185,15.5,[],6
96,48,83,16.5,[],7
97,48,424,19.5,[],7
98,49,438,16.0,[],6
99,50,106,10.0,[],5
100,50,144,28.5,[],8
101,50,339,20.0,[],7
102,50,432,10.5,[],5
103,50,475,11.5,[],5
104,51,254,16.5,[],6
105,51,261,26.0,[109],7
106,52,24,6.0,[],4
107,52,120,7.5,[],4
108,52,234,27.0,[],8
109,52,257,21.5,[105],7
110,53,60,14.5,[],6
111,53,114,8.5,[],4
112,55,73,27.0,[],8
113,55,127,16.0,[],6
114,55,154,18.0,"[115, 122]",7
115,55,156,33.0,"[114, 122, 125]",8
116,56,94,10.5,[],5
117,56,177,13.0,[],5
118,56,228,21.5,[],7
119,56,300,20.0,[],7
120,56,506,15.0,[124],5
121,57,310,26.5,[],7
122,58,156,16.0,"[114, 115, 125]",6
123,58,419,17.5,[],7
124,58,510,20.5,"[120, 133]",7
