DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,1,551,114.0,[],18
2,4,290,100.0,[],17
3,6,414,154.0,[],20
4,8,201,150.0,[],19
5,11,5,111.5,[],16
6,13,57,73.0,[],15
7,15,186,106.0,[],16
8,15,340,86.0,[],15
9,19,100,108.0,[],17
10,24,316,164.5,[],20
11,28,173,131.0,[],19
12,33,561,122.5,[],17
13,33,673,94.0,[],15
14,34,689,113.0,[],17
15,39,302,46.0,[18],10
16,42,706,76.5,[],14
17,43,492,92.5,[],15
18,44,292,167.5,[15],19
19,47,644,124.0,[28],18
20,47,657,114.5,[],17
21,48,61,130.0,[],18
22,48,535,128.5,[],18
23,53,278,107.5,[],16
24,55,703,149.0,[],19
25,56,142,150.0,[],19
26,56,626,120.0,[36],17
27,58,51,66.0,[],13
28,58,641,81.5,"[36, 19]",15
29,58,685,29.0,[],8
30,59,315,21.5,[],7
31,59,534,62.5,[39],13
32,60,306,106.0,[],16
33,60,672,32.0,[],8
34,62,479,112.0,[],18
35,64,104,90.0,[],15
36,64,633,144.5,"[26, 28]",18
37,66,512,80.0,[],14
38,66,523,141.0,[],18
39,66,535,90.5,[31],15
40,68,395,90.5,[],17
41,70,216,121.0,[],17
42,72,497,117.0,[],17
43,76,190,127.5,[],18
44,80,51,78.5,[],14
45,80,324,52.5,[],11
46,80,359,123.0,[],18
47,81,468,101.5,[],17
48,82,35,118.0,[],16
49,88,385,163.0,[],19
50,90,283,75.5,[],13
51,90,600,140.5,[],19
52,91,71,90.5,[],15
53,92,292,91.5,[],15
54,93,703,157.5,[],19
55,94,442,48.5,[],11
56,94,543,104.5,[],17
57,95,410,146.0,[],18
58,96,18,111.5,[],16
59,97,675,175.5,[],21
60,98,178,28.0,[],8
61,100,312,89.0,[],15
62,105,339,76.0,[],13
63,106,273,152.5,[],19
64,107,356,99.5,[],16
65,108,570,115.5,[],17
66,116,328,139.5,[],19
67,117,6,103.5,[],15
68,117,86,25.5,[],8
69,121,686,164.0,[],21
70,123,434,141.5,[],18
71,123,585,130.0,[],18
72,127,164,68.0,[],12
73,127,228,110.0,[],17
74,127,360,88.5,[],15
75,131,342,141.0,[],18
76,138,425,125.0,[79],17
77,141,139,150.5,[],20
78,141,323,195.0,[],22
79,142,433,139.5,[76],20
80,143,480,98.5,[],17
81,146,460,118.0,[],17
82,147,15,144.0,[],19
83,148,550,82.5,[],14
84,151,98,120.0,[],17
85,153,61,160.0,[],19
86,156,494,115.5,[],17
87,159,181,90.0,[],15
88,160,212,135.5,[],19
89,160,482,98.0,[],15
90,163,36,98.0,[],16
91,166,418,138.0,[],18
92,166,445,89.0,[],15
93,169,461,39.0,[],10
94,171,666,145.5,[],19
95,172,21,81.5,[],15
96,172,665,170.5,[],21
97,176,178,139.0,[],19
98,179,539,168.5,[101],20
99,180,161,131.0,[],18
100,180,232,155.5,[],19
101,183,535,178.0,[98],21
102,183,553,129.0,[],18
103,186,469,137.5,[104],20
104,189,476,104.0,[103],17
105,190,494,95.0,[],14
106,191,411,182.0,[],20
107,195,93,106.5,[],17
108,197,125,74.5,[],13
109,197,294,103.0,[],16
110,198,559,117.0,[],16
111,200,616,125.5,[],18
112,202,68,124.0,[],17
113,202,176,157.0,[],20
114,212,535,126.5,[],18
115,214,23,115.5,[],17
116,214,111,179.5,"[120, 126]",21
117,214,439,131.0,[127],19
118,217,61,82.5,[],14
119,219,44,120.0,[],18
120,219,120,129.5,[116],18
121,220,143,124.5,[],18
122,220,622,117.0,[124],18
123,221,307,26.5,[],8
124,221,618,131.5,[122],18
125,222,358,65.5,[129],13
126,223,108,80.0,[116],14
127,225,446,212.0,[117],22
128,225,687,127.0,[],17
129,230,357,78.0,"[125, 135, 139]",14
130,231,411,124.5,[],18
131,231,468,108.5,[140],16
132,232,19,90.5,[],15
133,232,52,130.5,[],18
134,234,114,100.0,[],17
135,234,367,141.0,[129],18
136,235,663,78.0,[],14
137,236,229,108.5,[],17
138,237,248,77.0,[],14
139,237,348,167.0,[129],20
140,237,470,150.0,[131],19
141,239,139,127.5,[],18
142,240,567,127.5,[147],18
143,241,324,76.5,[],13
144,241,681,89.5,[],16
145,245,207,186.5,[146],21
146,245,214,76.0,[145],13
147,245,562,115.0,[142],17
148,246,440,97.0,[],14
149,248,532,118.0,[],17
150,253,424,127.0,[],17
151,253,579,92.5,[152],15
152,253,584,104.5,[151],15
153,256,3,131.5,[],18
154,256,393,101.5,[],16
155,258,627,115.5,[],17
156,260,373,66.0,[],13
157,265,90,123.0,[],18
158,265,161,73.5,[],13
159,266,16,164.0,[],21
160,266,297,127.5,[],18
161,267,538,81.5,[166],15
162,268,254,157.5,[],21
163,268,663,115.5,[],16
164,274,272,108.5,[],15
165,274,362,90.5,[],15
166,274,540,98.5,[161],16
167,280,480,105.0,[],17
168,281,527,117.5,[],17
169,282,157,77.0,[],13
170,282,355,29.0,[],9
171,282,567,146.5,[],19
172,288,188,116.5,[],17
