DropletID,CenterX,CenterY,Area,OverlappedDropletsID,Size
1,0,616,92.0,[],15
2,1,43,76.5,[],14
3,1,71,79.0,[],14
4,1,234,62.0,[10],13
5,2,351,53.0,[],11
6,2,396,70.0,[],12
7,4,164,66.5,[],13
8,4,516,60.5,[],13
9,4,532,48.5,[],11
10,5,233,42.0,[4],10
11,6,333,31.5,[],8
12,8,12,76.0,[],14
13,8,272,33.5,"[17, 22]",10
14,8,596,34.0,[],9
15,10,566,48.0,[],10
16,11,242,48.5,[],11
17,11,267,75.5,"[13, 22]",13
18,11,501,45.5,[],11
19,13,202,92.5,[],15
20,13,280,57.0,[],12
21,13,387,26.0,[],8
22,14,270,64.0,"[13, 17]",12
23,15,550,73.0,[25],13
24,16,441,76.0,[],13
25,16,542,51.0,[23],12
26,17,4,89.5,[],14
27,17,585,87.0,[],14
28,18,506,44.5,[],10
29,19,338,46.5,[],10
30,21,174,48.0,[],11
31,21,458,84.0,[35],14
32,22,571,51.0,[],12
33,23,257,52.0,[],12
34,23,317,56.0,[],12
35,23,464,110.0,[31],17
36,25,441,48.5,[],11
37,26,135,92.5,[],15
38,26,264,45.5,[],11
39,27,389,38.5,[],9
40,27,584,73.0,"[43, 44]",13
41,28,526,44.5,[],9
42,28,541,37.5,[],10
43,28,582,38.0,"[40, 44]",10
44,29,579,27.0,"[40, 43]",7
45,30,226,87.0,[],14
46,30,379,50.5,[],12
47,30,433,75.5,[],14
48,31,54,56.5,[],13
49,32,339,18.0,[],7
50,33,212,62.5,[52],14
51,35,117,51.0,[],11
52,35,214,36.5,[50],9
53,37,580,43.0,[],10
54,40,83,86.5,[],14
55,42,153,14.5,[],6
56,43,145,84.5,[],15
57,44,612,40.0,[],10
58,46,193,37.0,[],9
59,48,402,48.0,[],11
60,49,30,73.5,[],13
61,49,322,42.0,[63],10
62,50,199,49.5,[],10
63,50,326,85.5,[61],15
64,51,79,41.0,[],10
65,51,103,46.0,[],10
66,51,115,31.5,[],8
67,51,492,60.5,[],12
68,52,433,36.5,[],10
69,53,312,85.0,[],14
70,54,251,62.5,[72],13
71,56,177,53.0,[],12
72,56,247,89.0,[70],15
73,56,546,88.0,[],15
74,60,120,72.5,[],14
75,61,615,40.5,[],10
76,63,51,60.5,[],12
77,63,336,74.5,[79],14
78,63,423,43.5,[],9
79,64,330,73.0,[77],13
80,64,364,47.5,"[82, 86]",11
81,65,148,21.5,[],7
82,65,369,22.0,[80],7
83,66,546,65.5,[],12
84,66,595,48.0,[],10
85,67,222,14.0,[],6
86,67,361,77.0,[80],14
87,68,526,50.5,[],12
88,69,11,57.0,[],13
89,69,70,51.0,[],12
90,71,200,86.0,[],14
91,71,487,51.0,[],11
92,72,1,41.0,[],10
93,72,325,45.0,[],11
94,72,630,63.0,[],13
95,73,276,85.0,[],14
96,74,463,70.0,[107],13
97,75,249,82.5,[],14
98,75,588,86.0,[99],14
99,75,590,31.5,[98],9
100,76,348,37.0,[],10
101,78,14,48.5,[],10
102,78,396,31.5,[],9
103,78,537,36.0,[],10
104,79,94,34.5,[],9
105,80,220,55.0,[],12
106,81,27,93.5,[],14
107,81,459,32.5,[96],9
108,82,192,91.0,[113],14
109,82,303,35.5,[],9
110,84,123,45.0,[],10
111,84,264,34.0,[],9
112,84,479,37.5,[],10
113,86,182,96.0,[108],15
114,87,203,92.0,[],14
115,87,489,55.0,[],11
116,87,586,49.5,[],12
117,88,634,23.0,[],7
118,89,458,40.5,[],10
119,90,68,44.5,[],10
120,91,476,50.5,[],11
121,92,6,44.5,[125],10
122,95,67,37.5,[126],10
123,95,330,77.0,[],14
124,95,433,66.0,[],13
125,96,5,67.5,[121],12
126,96,60,60.5,[122],11
127,97,95,66.0,[],13
128,98,282,38.0,[],10
129,100,574,64.5,[],13
130,101,72,38.5,[],10
131,101,165,125.0,[132],17
132,102,159,91.5,[131],14
133,102,546,51.0,[],12
134,103,454,72.5,[],14
135,104,629,47.0,[],11
136,105,40,33.5,[],10
137,106,638,64.5,[],13
138,107,383,40.0,[],10
139,108,542,35.0,[],9
140,109,32,81.5,[],15
141,109,508,29.5,[],8
142,109,615,53.5,[],11
143,110,95,61.5,[],13
144,110,534,62.0,[],13
145,110,561,55.5,[],12
146,111,625,39.5,[],10
147,112,376,52.5,[151],11
148,112,466,66.0,[],13
149,113,17,63.0,[152],13
150,113,220,68.0,[155],13
151,113,370,48.0,[147],12
152,114,13,59.0,[149],12
153,114,173,45.0,[],11
154,114,633,20.5,[],7
155,118,219,76.5,[150],14
156,118,555,87.0,[],15
157,119,117,87.5,[],14
158,119,188,29.0,[],9
159,119,284,87.0,[],15
160,120,343,59.5,[166],12
161,120,474,82.0,[],14
162,121,301,120.5,[],17
163,122,592,61.0,[168],12
164,123,175,76.0,[],14
165,125,278,17.0,[],6
166,125,345,55.5,[160],11
167,125,563,29.0,[],8
168,125,589,52.0,[163],11
169,126,130,50.0,[],11
170,126,238,88.0,[179],15
171,126,544,59.5,[175],12
172,128,111,30.0,[],9
173,129,491,6.0,[],4
174,130,508,29.0,[],8
175,130,543,62.0,[171],12
176,131,319,77.5,[177],14
177,131,322,117.5,[176],17
178,132,167,20.0,[],7
179,133,241,61.5,"[170, 182]",12
180,133,334,95.0,[],14
181,133,519,66.5,[],13
182,134,249,50.0,[179],11
183,134,620,47.5,[],11
184,135,93,20.5,[],7
185,137,303,20.5,[],7
186,137,358,61.0,[196],12
187,137,507,48.5,[191],10
188,138,114,28.0,[],8
189,141,410,40.5,[],10
